#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,39962902,3184.0,902313.0,192.0,32907190,"+1,780",6153399,13069.0,,,,,,North America,"
",,,,,
,Asia,52289870,7767.0,707802.0,40.0,48797542,"+13,817",2784526,28823.0,,,,,,Asia,"
",,,,,
,South America,29594421,2277.0,914456.0,81.0,26656367,"+1,861",2023598,30685.0,,,,,,South America,"
",,,,,
,Europe,46858278,2405.0,1078154.0,47.0,43967470,"+14,257",1812654,12576.0,,,,,,Europe,"
",,,,,
,Africa,4951800,4.0,132415.0,,4458892,17,360493,2423.0,,,,,,Africa,"
",,,,,
,Oceania,69206,10.0,1254.0,,66747,,1205,9.0,,,,,,Australia/Oceania,"
",,,,,
,World,173727198,15647.0,3736409.0,360.0,156854914,"+31,731",13135875,87585.0,22288.0,479.3,,,,All,"
",,,,,
1,USA,34204374,,612203.0,,28103491,,5488680,5395.0,102777.0,1840.0,486286209.0,1461188.0,"332,802,010 ",North America,10,544,1,,,"16,492"
2,India,28809339,967.0,346784.0,,26984781,"+8,170",1477774,8944.0,20688.0,249.0,364746522.0,261924.0,"1,392,568,209 ",Asia,48,"4,016",4,0.7,,"1,061"
3,Brazil,16907425,,472629.0,,15290500,,1144296,8318.0,79022.0,2209.0,49842105.0,232951.0,"213,959,658 ",South America,13,453,4,,,"5,348"
4,France,5707683,,109973.0,,5405991,,191719,2525.0,87263.0,1681.0,86584796.0,1323774.0,"65,407,534 ",Europe,11,595,1,,,"2,931"
5,Turkey,5282594,,48068.0,,5154771,,79755,1147.0,62017.0,564.0,55250625.0,648640.0,"85,179,227 ",Asia,16,"1,772",2,,,936
6,Russia,5117274,,123436.0,,4729077,,264761,2300.0,35052.0,845.0,139900000.0,958268.0,"145,992,552 ",Europe,29,"1,183",1,,,"1,814"
7,UK,4511669,,127836.0,,4272579,,111254,134.0,66137.0,1874.0,186643217.0,2736036.0,"68,216,650 ",Europe,15,534,0,,,"1,631"
8,Italy,4230153,,126472.0,,3908312,,195369,788.0,70060.0,2095.0,67177549.0,1112593.0,"60,379,256 ",Europe,14,477,1,,,"3,236"
9,Argentina,3939024,,80867.0,,3497500,,360657,7731.0,86420.0,1774.0,14496978.0,318056.0,"45,579,889 ",South America,12,564,3,,,"7,913"
10,Germany,3706934,,89825.0,,3538000,"+4,100",79109,2036.0,44113.0,1069.0,61380686.0,730440.0,"84,032,469 ",Europe,23,936,1,,,941
11,Spain,3697987,,80196.0,,3471163,,146628,1163.0,79065.0,1715.0,49708830.0,1062800.0,"46,771,590 ",Europe,13,583,1,,,"3,135"
12,Colombia,3547017,,91422.0,,3290596,,164999,6582.0,69028.0,1779.0,17501504.0,340596.0,"51,384,987 ",South America,14,562,3,,,"3,211"
13,Iran,2960751,,80941.0,,2537092,,342718,3808.0,34837.0,952.0,20564209.0,241967.0,"84,987,614 ",Asia,29,"1,050",4,,,"4,033"
14,Poland,2874824,,74139.0,,2644273,,156412,484.0,76037.0,1961.0,16215213.0,428882.0,"37,808,117 ",Europe,13,510,2,,,"4,137"
15,Mexico,2432280,2649.0,228754.0,186.0,1937977,"+1,711",265549,4798.0,18683.0,1757.0,7126804.0,54743.0,"130,186,907 ",North America,54,569,18,20,1,"2,040"
16,Ukraine,2214517,937.0,51182.0,42.0,2093228,"+4,516",70107,177.0,50921.0,1177.0,10319406.0,237285.0,"43,489,487 ",Europe,20,850,4,22,1.0,"1,612"
17,Peru,1980391,,186073.0,,0,N/A,0,2642.0,59299.0,5572.0,13132238.0,393220.0,"33,396,660 ",South America,17,179,3,,,"2,205"
18,Indonesia,1850206,,51449.0,,1701784,,96973,,6699.0,186.0,17192341.0,62246.0,"276,201,385 ",Asia,149,"5,368",16,,,351
19,South Africa,1691491,,56929.0,,1574223,,60339,546.0,28191.0,949.0,11840773.0,197344.0,"60,000,571 ",Africa,35,"1,054",5,,,"1,006"
20,Czechia,1663363,,30157.0,,1624712,,8494,58.0,155057.0,2811.0,25544970.0,2381279.0,"10,727,418 ",Europe,6,356,0,,,792
21,Netherlands,1661520,,17675.0,,1520914,,122931,362.0,96768.0,1029.0,14036639.0,817507.0,"17,170,052 ",Europe,10,971,1,,,"7,160"
22,Chile,1420266,,29816.0,,1342080,,48370,3213.0,73710.0,1547.0,15131446.0,785306.0,"19,268,206 ",South America,14,646,1,,,"2,510"
23,Canada,1391174,,25712.0,,1340123,,25339,981.0,36563.0,676.0,35162931.0,924156.0,"38,048,680 ",North America,27,"1,480",1,,,666
24,Philippines,1262273,,21732.0,,1180998,,59543,1704.0,11379.0,196.0,13665826.0,123193.0,"110,930,287 ",Asia,88,"5,104",8,,,537
25,Iraq,1221678,,16518.0,,1137695,,67465,427.0,29757.0,402.0,10646529.0,259323.0,"41,055,061 ",Asia,34,"2,485",4,,,"1,643"
26,Romania,1078742,,30725.0,,1042551,,5466,329.0,56424.0,1607.0,9201170.0,481274.0,"19,118,362 ",Europe,18,622,2,,,286
27,Sweden,1078062,,14485.0,,993191,"+5,720",70386,155.0,106133.0,1426.0,10016375.0,986093.0,"10,157,638 ",Europe,9,701,1,,,"6,929"
