#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,6314235,6300.0,241050.0,767.0,3440719.0,"+4,007",2632466,24497.0,,,,,,North America,"
",,
,South America,4980682,1743.0,165530.0,66.0,3578914.0,"+1,077",1236238,14743.0,,,,,,South America,"
",,
,Asia,5312590,11570.0,114224.0,88.0,4044524.0,"+10,257",1153842,18905.0,,,,,,Asia,"
",,
,Europe,3113466,7407.0,201975.0,163.0,1869291.0,"+7,663",1042200,5191.0,,,,,,Europe,"
",,
,Africa,1078301,,24322.0,,772365.0,,281614,1211.0,,,,,,Africa,"
",,
,Oceania,24424,242.0,387.0,9.0,14716.0,224,9321,46.0,,,,,,Australia/Oceania,"
",,
,World,20824419,27262.0,747503.0,1093.0,13721180.0,"+23,228",6355736,64597.0,2672.0,95.9,,,,All,"
",,
1,USA,5360302,,169131.0,,2812603.0,,2378568,17320.0,16183.0,511.0,67551161.0,203940.0,"331,229,890 ",North America,62,"1,958",5
2,Brazil,3170474,,104263.0,,2309477.0,,756734,8318.0,14903.0,490.0,13231548.0,62197.0,"212,735,424 ",South America,67,"2,040",16
3,India,2399992,4521.0,47169.0,31.0,1697811.0,"+1,951",655012,8944.0,1737.0,34.0,26845688.0,19431.0,"1,381,567,238 ",Asia,576,"29,290",51
4,Russia,907758,5057.0,15384.0,124.0,716396.0,"+6,098",175978,2300.0,6220.0,105.0,31500000.0,215839.0,"145,941,946 ",Europe,161,"9,487",5
5,South Africa,568919,,11010.0,,432029.0,,125880,539.0,9579.0,185.0,3295434.0,55484.0,"59,393,824 ",Africa,104,"5,395",18
6,Peru,498555,,21713.0,,341938.0,,134904,1501.0,15097.0,657.0,2643464.0,80047.0,"33,023,850 ",South America,66,"1,521",12
7,Mexico,498380,5858.0,54666.0,737.0,336635.0,"+3,835",107079,3775.0,3861.0,423.0,1127115.0,8731.0,"129,088,353 ",North America,259,"2,361",115
8,Colombia,422519,,13837.0,,239785.0,,168897,1493.0,8294.0,272.0,2023256.0,39714.0,"50,945,148 ",South America,121,"3,682",25
9,Chile,378168,,10205.0,,351419.0,,16544,1268.0,19763.0,533.0,1908964.0,99762.0,"19,135,201 ",South America,51,"1,875",10
10,Spain,376864,,28579.0,,0.0,N/A,0,617.0,8060.0,611.0,7472031.0,159806.0,"46,756,944 ",Europe,124,"1,636",6
11,Iran,333699,,18988.0,,290244.0,,24467,3940.0,3967.0,226.0,2763225.0,32850.0,"84,115,247 ",Asia,252,"4,430",30
12,UK,313798,,41329.0,,0.0,N/A,0,70.0,4620.0,608.0,18868566.0,277774.0,"67,927,863 ",Europe,216,"1,644",4
