#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,39976257,1653.0,902613.0,69.0,32934550,"+1,724",6139094,12868.0,,,,,,North America,"
",,,,,
,Asia,52457235,8187.0,711637.0,121.0,49053483,"+16,628",2692115,28525.0,,,,,,Asia,"
",,,,,
,South America,29695441,1428.0,917064.0,43.0,26798175,"+1,600",1980202,30738.0,,,,,,South America,"
",,,,,
,Europe,46890450,1463.0,1078870.0,47.0,44016331,"+11,651",1795249,12489.0,,,,,,Europe,"
",,,,,
,Africa,4964834,,132663.0,,4467082,,365089,2504.0,,,,,,Africa,"
",,,,,
,Oceania,69376,11.0,1254.0,,66847,,1275,9.0,,,,,,Australia/Oceania,"
",,,,,
,World,174054314,12742.0,3744116.0,280.0,157337174,"+31,603",12973024,87133.0,22330.0,480.3,,,,All,"
",,,,,
1,USA,34210782,,612366.0,,28122737,,5475679,5287.0,102795.0,1840.0,486868950.0,1462915.0,"332,807,303 ",North America,10,543,1,,,"16,453"
2,India,28909975,371.0,349229.0,,27159180,"+8,453",1401566,8944.0,20760.0,251.0,366334111.0,263057.0,"1,392,605,249 ",Asia,48,"3,988",4,0.3,,"1,006"
3,Brazil,16947062,,473495.0,,15342286,,1131281,8318.0,79205.0,2213.0,49842105.0,232946.0,"213,963,780 ",South America,13,452,4,,,"5,287"
4,France,5712753,,109998.0,,5409110,,193645,2527.0,87340.0,1682.0,86950045.0,1329350.0,"65,407,928 ",Europe,11,595,1,,,"2,961"
5,Turkey,5287980,,48164.0,,5160774,,79042,1096.0,62079.0,565.0,55455452.0,651025.0,"85,181,705 ",Asia,16,"1,769",2,,,928
6,Russia,5126437,,123787.0,,4736446,,266204,2300.0,35114.0,848.0,140400000.0,961692.0,"145,992,723 ",Europe,28,"1,179",1,,,"1,823"
7,UK,4516892,,127840.0,,4275093,,113959,134.0,66213.0,1874.0,186643217.0,2735997.0,"68,217,623 ",Europe,15,534,0,,,"1,671"
8,Italy,4232428,,126523.0,,3913633,,192272,774.0,70098.0,2095.0,67327507.0,1115081.0,"60,379,014 ",Europe,14,477,1,,,"3,184"
