#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,38635365,4154.0,867345.0,322.0,30434046,"+2,747",7333974,17272.0,,,,,,North America,"
",,,,,
,Asia,41983454,18071.0,547245.0,205.0,36107236,"+26,056",5328973,33433.0,,,,,,Asia,"
",,,,,
,South America,25441517,1835.0,690823.0,41.0,23124974,"+1,349",1625720,27806.0,,,,,,South America,"
",,,,,
,Europe,45089618,4119.0,1025718.0,39.0,40167182,"+22,216",3896718,28155.0,,,,,,Europe,"
",,,,,
,Africa,4636622,,123554.0,,4166734,,346334,3525.0,,,,,,Africa,"
",,,,,
,Oceania,63290,23.0,1208.0,,59890,1,2192,4.0,,,,,,Australia/Oceania,"
",,,,,
,World,155850587,28202.0,3255908.0,607.0,134060768,"+52,369",18533911,110195.0,19994.0,417.7,,,,All,"
",,,,,
1,USA,33321244,,593148.0,,26035314,,6692782,9406.0,100173.0,1783.0,453081055.0,1362085.0,"332,637,917 ",North America,10,561,1,,,"20,120"
2,India,21077410,6558.0,230168.0,17.0,17280844,"+11,768",3566398,8944.0,15148.0,165.0,296775209.0,213289.0,"1,391,419,959 ",Asia,66,"6,045",5,5,0.01,"2,563"
3,Brazil,14936464,,414645.0,,13529572,,992247,8318.0,69851.0,1939.0,46616516.0,218005.0,"213,831,876 ",South America,14,516,5,,,"4,640"
4,France,5706378,,105631.0,,4729174,,871573,5402.0,87260.0,1615.0,77308259.0,1182168.0,"65,395,336 ",Europe,11,619,1,,,"13,328"
5,Turkey,4955594,,41883.0,,4589501,,324210,3418.0,58231.0,492.0,48459224.0,569423.0,"85,102,402 ",Asia,17,"2,032",2,,,"3,810"
6,Russia,4847489,,111895.0,,4464550,,271044,2300.0,33205.0,766.0,130200000.0,891859.0,"145,987,270 ",Europe,30,"1,305",1,,,"1,857"
7,UK,4425940,,127570.0,,4237913,,60457,181.0,64909.0,1871.0,160653676.0,2356092.0,"68,186,507 ",Europe,15,535,0,,,887
8,Italy,4070400,,122005.0,,3541266,,407129,2368.0,67406.0,2020.0,59879330.0,991597.0,"60,386,756 ",Europe,15,495,1,,,"6,742"
9,Spain,3551262,,78566.0,,3232926,,239770,2231.0,75930.0,1680.0,47213067.0,1009472.0,"46,770,061 ",Europe,13,595,1,,,"5,127"
10,Germany,3469448,,84593.0,,3107300,"+22,600",277555,5049.0,41298.0,1007.0,56836969.0,676551.0,"84,009,837 ",Europe,24,993,1,,,"3,304"
11,Argentina,3071496,,65865.0,,2734465,,271166,5342.0,67439.0,1446.0,11502946.0,252563.0,"45,544,796 ",South America,15,691,4,,,"5,954"
12,Colombia,2934611,,76015.0,,2754940,,103656,6006.0,57161.0,1481.0,15126871.0,294646.0,"51,339,078 ",South America,17,675,3,,,"2,019"
13,Poland,2811951,,68482.0,,2540684,,202785,2469.0,74367.0,1811.0,14546443.0,384708.0,"37,811,614 ",Europe,13,552,3,,,"5,363"
14,Iran,2591609,,73568.0,,2039427,,478614,5499.0,30527.0,867.0,16511987.0,194495.0,"84,896,558 ",Asia,33,"1,154",5,,,"5,638"
15,Mexico,2355985,3021.0,218007.0,267.0,1877347,"+2,136",260631,4798.0,18113.0,1676.0,6697736.0,51492.0,"130,072,243 ",North America,55,597,19,23,2,"2,004"
