#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,39681642,4051.0,892241.0,440.0,32486492,"+2,361",6302909,14267.0,,,,,,North America,"
",,,,,
,Asia,50613896,21431.0,673303.0,275.0,46295480,"+19,007",3645113,30374.0,,,,,,Asia,"
",,,,,
,South America,28449701,2990.0,772145.0,65.0,25627332,"+1,703",2050224,29810.0,,,,,,South America,"
",,,,,
,Europe,46489149,5910.0,1068941.0,165.0,43300070,"+20,220",2120138,16160.0,,,,,,Europe,"
",,,,,
,Africa,4854404,,130212.0,,4371094,,353098,2717.0,,,,,,Africa,"
",,,,,
,Oceania,68349,235.0,1252.0,,65939,302,1158,4.0,,,,,,Australia/Oceania,"
",,,,,
,World,170157862,34617.0,3538109.0,945.0,152147113,"+43,593",14472640,93332.0,21830.0,453.9,,,,All,"
",,,,,
1,USA,34022657,,608961.0,,27767040,,5646656,6524.0,102244.0,1830.0,478141417.0,1436897.0,"332,759,663 ",North America,10,546,1,,,"16,969"
2,India,27729247,9816.0,322512.0,128.0,25178011,"+7,059",2228724,8944.0,19917.0,232.0,341119909.0,245010.0,"1,392,271,886 ",Asia,50,"4,317",4,7,0.09,"1,601"
3,Brazil,16392657,,459171.0,,14811266,,1122220,8318.0,76627.0,2146.0,49076549.0,229408.0,"213,926,682 ",South America,13,466,4,,,"5,246"
4,France,5646897,,109290.0,,5303607,,234000,3104.0,86338.0,1671.0,84025167.0,1284702.0,"65,404,386 ",Europe,12,598,1,,,"3,578"
5,Turkey,5228322,,47134.0,,5083099,,98089,1454.0,61395.0,553.0,53478278.0,627979.0,"85,159,401 ",Asia,16,"1,807",2,,,"1,152"
6,Russia,5044459,,120406.0,,4661234,,262819,2300.0,34553.0,825.0,137100000.0,939098.0,"145,991,189 ",Europe,29,"1,212",1,,,"1,800"
7,UK,4477705,,127768.0,,4284613,,65324,120.0,65647.0,1873.0,181453219.0,2660258.0,"68,208,871 ",Europe,15,534,0,,,958
8,Italy,4209707,,125919.0,,3837518,,246270,1142.0,69719.0,2085.0,65673453.0,1087648.0,"60,381,191 ",Europe,14,480,1,,,"4,079"
9,Argentina,3702422,,76693.0,,3252843,,372886,6872.0,81245.0,1683.0,13682632.0,300250.0,"45,570,832 ",South America,12,594,3,,,"8,183"
10,Germany,3680159,,88884.0,,3471800,"+10,100",119475,3002.0,43798.0,1058.0,60408571.0,718922.0,"84,026,628 ",Europe,23,945,1,,,"1,422"
11,Spain,3668658,,79905.0,,3424911,,163842,1426.0,78438.0,1708.0,49708830.0,1062809.0,"46,771,195 ",Europe,13,585,1,,,"3,503"
12,Colombia,3342567,,87207.0,,3121888,,133472,6582.0,65064.0,1698.0,16792539.0,326874.0,"51,373,140 ",South America,15,589,3,,,"2,598"
13,Iran,2886111,,79568.0,,2410252,,396291,4383.0,33969.0,936.0,19550558.0,230104.0,"84,964,116 ",Asia,29,"1,068",4,,,"4,664"
14,Poland,2870595,,73557.0,,2634711,,162327,805.0,75924.0,1945.0,15765052.0,416965.0,"37,809,020 ",Europe,13,514,2,,,"4,293"
15,Mexico,2408778,3056.0,223068.0,411.0,1923744,"+2,234",261966,4798.0,18507.0,1714.0,7017606.0,53916.0,"130,157,316 ",North America,54,583,19,23,3,"2,013"
16,Ukraine,2199769,3096.0,50388.0,156.0,2030415,"+10,199",118966,177.0,50575.0,1158.0,10131355.0,232930.0,"43,495,200 ",Europe,20,863,4,71,4,"2,735"
17,Peru,1947555,,68978.0,,1720665,,157912,2687.0,58333.0,2066.0,12733231.0,381387.0,"33,386,618 ",South America,17,484,3,,,"4,730"
18,Indonesia,1803361,,50100.0,,1654557,,98704,,6531.0,181.0,16504522.0,59769.0,"276,138,203 ",Asia,153,"5,512",17,,,357
19,Czechia,1660935,454.0,30101.0,1.0,1617498,56,13336,123.0,154837.0,2806.0,23993336.0,2236727.0,"10,726,985 ",Europe,6,356,0,42,0.09,"1,243"
20,South Africa,1654551,,56293.0,,1551520,,46738,546.0,27583.0,938.0,11535429.0,192308.0,"59,984,227 ",Africa,36,"1,066",5,,,779
21,Netherlands,1641318,,17607.0,,1463716,,159995,516.0,95597.0,1025.0,13797380.0,803611.0,"17,169,226 ",Europe,10,975,1,,,"9,319"
