#,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,1215727,North America,North America,,3980.0,513.0,,18300.0,,1930376,116676.0,597973.0,,
,380060,South America,South America,,2623.0,57.0,,10975.0,,686365,33981.0,272324.0,,
,851918,Europe,Europe,,22.0,6.0,,9709.0,,1934103,169607.0,912578.0,,
,387571,Asia,Asia,,2973.0,30.0,,13770.0,,1005891,28245.0,590075.0,,
,68022,Africa,Africa,,,,,333.0,,121547,3613.0,49912.0,,
,500,Australia/Oceania,Oceania,,6.0,1.0,,5.0,,8747,124.0,8123.0,,
,2903853,All,World,45.2,9604.0,607.0,,53096.0,,5687750,352261.0,2431636.0,,730.0
1,1144734,North America,USA,304.0,,,"330,817,010 ",17158.0,46951.0,1725275,100572.0,479969.0,15532159.0,5215.0
2,211321,South America,Brazil,116.0,2147.0,44.0,"212,413,908 ",8318.0,4104.0,394507,24593.0,158593.0,871839.0,1857.0
3,227406,Europe,Russia,26.0,,,"145,928,655 ",2300.0,62774.0,362342,3807.0,131129.0,9160590.0,2483.0
4,59264,Europe,Spain,580.0,,,"46,753,098 ",854.0,76071.0,283339,27117.0,196958.0,3556567.0,6060.0
5,0,Europe,UK,546.0,,,"67,852,019 ",1559.0,54255.0,265227,37048.0,0.0,3681295.0,3909.0
6,52942,Europe,Italy,545.0,,,"60,469,988 ",521.0,58540.0,230555,32955.0,144658.0,3539927.0,3813.0
7,88313,Europe,France,437.0,,,"65,259,974 ",1555.0,21217.0,182722,28530.0,65879.0,1384633.0,2800.0
8,10790,Europe,Germany,101.0,,,"83,758,696 ",821.0,42922.0,181288,8498.0,162000.0,3595059.0,2164.0
9,32858,Asia,Turkey,52.0,,,"84,249,900 ",739.0,22239.0,158762,4397.0,121507.0,1873607.0,1884.0
10,83104,Asia,India,3.0,1083.0,2.0,"1,378,678,095 ",8944.0,2352.0,151876,4346.0,64426.0,3242160.0,110.0
11,22566,Asia,Iran,90.0,,,"83,886,140 ",2567.0,9979.0,139511,7508.0,109437.0,837090.0,1663.0
12,73057,South America,Peru,115.0,,,"32,925,941 ",923.0,26597.0,129751,3788.0,52906.0,875721.0,3941.0
13,34669,North America,Canada,176.0,,,"37,709,994 ",502.0,39857.0,86647,6639.0,45339.0,1502990.0,2298.0
14,46240,South America,Chile,42.0,,,"19,100,270 ",1202.0,26237.0,77961,806.0,30915.0,501125.0,4082.0
15,27865,Asia,Saudi Arabia,12.0,,,"34,759,189 ",384.0,21253.0,76726,411.0,48450.0,738743.0,2207.0
16,14207,North America,Mexico,63.0,3455.0,501.0,"128,799,843 ",378.0,1752.0,74560,8134.0,52219.0,225650.0,579.0
17,38784,Asia,Pakistan,6.0,1446.0,28.0,"220,450,694 ",111.0,2265.0,59151,1225.0,19142.0,499399.0,268.0
18,32801,Europe,Belgium,806.0,,,"11,584,839 ",249.0,68663.0,57455,9334.0,15320.0,795447.0,4959.0
19,35335,Asia,Qatar,10.0,,,"2,876,111 ",205.0,68290.0,47207,28.0,11844.0,196411.0,16413.0
20,0,Europe,Netherlands,342.0,,,"17,131,319 ",188.0,18966.0,45578,5856.0,0.0,324918.0,2661.0
21,22765,Europe,Belarus,22.0,,,"9,449,610 ",92.0,50045.0,38059,208.0,15086.0,472906.0,4028.0
22,16149,South America,Ecuador,182.0,,,"17,616,090 ",211.0,6049.0,37355,3203.0,18003.0,106554.0,2121.0
23,28650,Asia,Bangladesh,3.0,,,"164,528,877 ",1.0,1571.0,36751,522.0,7579.0,258550.0,223.0
24,25344,Europe,Sweden,409.0,,,"10,093,230 ",304.0,23659.0,34440,4125.0,4971.0,238800.0,3412.0
25,15876,Asia,Singapore,4.0,,,"5,845,893 ",8.0,50363.0,32343,23.0,16444.0,294414.0,5533.0
26,14851,Asia,UAE,26.0,,,"9,878,576  ",1.0,209797.0,31086,253.0,15982.0,2072493.0,3147.0
27,11569,Europe,Portugal,132.0,,,"10,199,416 ",71.0,67622.0,31007,1342.0,18096.0,689705.0,3040.0
28,646,Europe,Switzerland,221.0,,,"8,648,520 ",41.0,43373.0,30761,1915.0,28200.0,375115.0,3557.0
29,2060,Europe,Ireland,327.0,,,"4,932,355 ",54.0,66053.0,24735,1615.0,21060.0,325795.0,5015.0
30,10999,Africa,South Africa,9.0,,,"59,234,476 ",128.0,10230.0,24264,524.0,12741.0,605991.0,410.0
31,15870,Asia,Indonesia,5.0,,,"273,239,726 ",,967.0,23165,1418.0,5877.0,264098.0,85.0
32,16716,South America,Colombia,15.0,,,"50,829,634 ",136.0,5131.0,23003,776.0,5511.0,260812.0,453.0
33,15097,Asia,Kuwait,40.0,,,"4,264,228 ",196.0,64773.0,22575,172.0,7306.0,276207.0,5294.0
34,11030,Europe,Poland,27.0,,,"37,850,425 ",160.0,21182.0,22074,1024.0,10020.0,801753.0,583.0
35,13365,Europe,Ukraine,15.0,,,"43,757,273 ",259.0,6896.0,21584,644.0,7575.0,301736.0,493.0
36,12932,Africa,Egypt,8.0,,,"102,136,256 ",41.0,1322.0,18756,797.0,5027.0,135000.0,184.0
37,5339,Europe,Romania,63.0,,,"19,249,131 ",181.0,20039.0,18429,1216.0,11874.0,385728.0,957.0
38,2019,Asia,Israel,31.0,,,"9,197,590 ",43.0,59337.0,16757,281.0,14457.0,545761.0,1822.0
39,1967,Asia,Japan,7.0,,,"126,511,690 ",155.0,2183.0,16623,846.0,13810.0,276170.0,131.0
40,732,Europe,Austria,71.0,,,"9,001,487 ",32.0,45680.0,16557,643.0,15182.0,411185.0,1839.0
41,6262,North America,Dominican Republic,43.0,,,"10,837,265 ",123.0,6549.0,15264,468.0,8534.0,70972.0,1408.0
42,10371,Asia,Philippines,8.0,,,"109,435,773 ",81.0,2809.0,14669,886.0,3412.0,307434.0,134.0
43,8577,South America,Argentina,11.0,,,"45,155,378 ",171.0,3026.0,13228,484.0,4167.0,136662.0,293.0
44,10483,Asia,Afghanistan,6.0,,,"38,836,559 ",19.0,846.0,11831,220.0,1128.0,32870.0,305.0
45,4755,North America,Panama,73.0,,,"4,307,910 ",72.0,14067.0,11447,313.0,6379.0,60598.0,2657.0
46,821,Europe,Denmark,97.0,,,"5,790,276 ",23.0,96620.0,11428,563.0,10044.0,559454.0,1974.0
47,701,Asia,S. Korea,5.0,40.0,,"51,265,081 ",15.0,16637.0,11265,269.0,10295.0,852876.0,220.0
48,4921,Europe,Serbia,27.0,,,"8,740,556 ",11.0,25601.0,11227,239.0,6067.0,223771.0,1284.0
49,4414,Asia,Bahrain,8.0,,,"1,694,967 ",9.0,168866.0,9366,14.0,4938.0,286223.0,5526.0
50,4654,Asia,Kazakhstan,2.0,335.0,,"18,754,495 ",31.0,37876.0,9304,37.0,4613.0,710352.0,496.0
51,2463,Europe,Czechia,30.0,,,"10,707,123 ",24.0,38365.0,9050,317.0,6270.0,410777.0,845.0
52,3162,Africa,Algeria,14.0,,,"43,770,104 ",27.0,,8697,617.0,4918.0,,199.0
53,421,Europe,Norway,43.0,,,"5,417,143 ",11.0,43688.0,8383,235.0,7727.0,236666.0,1547.0
54,5710,Africa,Nigeria,1.0,,,"205,598,175 ",7.0,216.0,8344,249.0,2385.0,44458.0,41.0
