#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,6902871,7251.0,258730.0,664.0,3861603.0,"+4,308",2782538,21337.0,,,,,,North America,"
",,
,South America,5715819,992.0,187757.0,76.0,4256087.0,"+1,746",1271975,14901.0,,,,,,South America,"
",,
,Asia,6227854,13007.0,129079.0,171.0,4909868.0,"+24,270",1188907,18969.0,,,,,,Asia,"
",,
,Europe,3343077,8251.0,205227.0,109.0,1983201.0,"+4,379",1154649,5208.0,,,,,,Europe,"
",,
,Africa,1183362,,27649.0,,902901.0,,252812,1207.0,,,,,,Africa,"
",,
,Oceania,27196,213.0,529.0,17.0,21162.0,477,5505,50.0,,,,,,Australia/Oceania,"
",,
,World,23400900,29714.0,808986.0,1037.0,15935473.0,"+35,180",6656441,61676.0,3002.0,103.8,,,,All,"
",,
1,USA,5841428,,180174.0,,3148080.0,,2513174,16739.0,17633.0,544.0,75475175.0,227827.0,"331,282,824 ",North America,57,"1,839",4
2,Brazil,3582698,,114277.0,,2709638.0,,758783,8318.0,16838.0,537.0,14144344.0,66475.0,"212,776,644 ",South America,59,"1,862",15
3,India,3049855,6419.0,56875.0,29.0,2281982.0,"+2,082",710998,8944.0,2207.0,41.0,35292220.0,25538.0,"1,381,937,641 ",Asia,453,"24,298",39
4,Russia,956749,4852.0,16383.0,73.0,770639.0,"+3,162",169727,2300.0,6556.0,112.0,33814105.0,231693.0,"145,943,650 ",Europe,153,"8,908",4
5,South Africa,607045,,12987.0,,504127.0,,89931,539.0,10217.0,219.0,3535067.0,59499.0,"59,414,253 ",Africa,98,"4,575",17
6,Peru,585236,,27453.0,,391144.0,,166639,1506.0,17715.0,831.0,2950589.0,89313.0,"33,036,403 ",South America,56,"1,203",11
7,Mexico,556216,6482.0,60254.0,644.0,380492.0,"+4,083",115470,3450.0,4308.0,467.0,1253432.0,9707.0,"129,125,341 ",North America,232,"2,143",103
8,Colombia,533103,,16968.0,,359792.0,,156343,1493.0,10461.0,333.0,2450441.0,48086.0,"50,959,957 ",South America,96,"3,003",21
9,Spain,407879,,28838.0,,0.0,N/A,0,541.0,8723.0,617.0,7955615.0,170147.0,"46,757,437 ",Europe,115,"1,621",6
10,Chile,395708,,10792.0,,369730.0,,15186,1058.0,20675.0,564.0,2172028.0,113483.0,"19,139,679 ",South America,48,"1,774",9
11,Iran,356792,,20502.0,,307702.0,,28588,3850.0,4240.0,244.0,3011310.0,35787.0,"84,144,619 ",Asia,236,"4,104",28
12,Argentina,336802,,6848.0,,245781.0,,84173,1907.0,7442.0,151.0,1073719.0,23726.0,"45,254,997 ",South America,134,"6,608",42
13,UK,324601,,41423.0,,0.0,N/A,0,76.0,4778.0,610.0,15177265.0,223400.0,"67,937,586 ",Europe,209,"1,640",4
14,Saudi Arabia,306370,,3619.0,,278441.0,,24310,1652.0,8781.0,104.0,4501104.0,129010.0,"34,889,636 ",Asia,114,"9,641",8
15,Pakistan,292765,591.0,6235.0,4.0,275836.0,519,10694,696.0,1322.0,28.0,2439858.0,11016.0,"221,483,664 ",Asia,757,"35,523",91
16,Bangladesh,292625,,3907.0,,175567.0,,113151,,1774.0,24.0,1431855.0,8682.0,"164,923,074 ",Asia,564,"42,212",115
17,Italy,258136,,35430.0,,205203.0,,17503,64.0,4270.0,586.0,7940266.0,131355.0,"60,448,696 ",Europe,234,"1,706",8
18,Turkey,257032,,6102.0,,236370.0,,14560,762.0,3043.0,72.0,6247164.0,73959.0,"84,467,982 ",Asia,329,"13,843",14
19,France,238002,,30512.0,,84950.0,,122540,380.0,3645.0,467.0,6000000.0,91891.0,"65,294,602 ",Europe,274,"2,140",11
20,Germany,233857,,9331.0,,208950.0,,15576,236.0,2790.0,111.0,10197366.0,121654.0,"83,822,941 ",Europe,358,"8,983",8
21,Iraq,201050,,6353.0,,143393.0,,51304,637.0,4983.0,157.0,1413947.0,35046.0,"40,345,578 ",Asia,201,"6,351",29
22,Philippines,189601,2352.0,2998.0,32.0,131367.0,"+16,446",55236,717.0,1727.0,27.0,2276622.0,20737.0,"109,786,485 ",Asia,579,"36,620",48
23,Indonesia,153535,2037.0,6680.0,86.0,107500.0,"+2,302",39355,,560.0,24.0,2014619.0,7354.0,"273,934,729 ",Asia,"1,784","41,008",136
24,Canada,124629,,9071.0,,110878.0,,4680,62.0,3298.0,240.0,5076734.0,134343.0,"37,789,472 ",North America,303,"4,166",7
25,Qatar,116765,,193.0,,113531.0,,3041,66.0,41586.0,69.0,584123.0,208035.0,"2,807,805 ",Asia,24,"14,548",5
26,Bolivia,108427,992.0,4442.0,76.0,43887.0,"+1,746",60098,71.0,9271.0,380.0,229272.0,19604.0,"11,695,421 ",South America,108,"2,633",51
27,Ecuador,107089,,6277.0,,87889.0,,12923,351.0,6057.0,355.0,304441.0,17219.0,"17,680,543 ",South America,165,"2,817",58
28,Ukraine,104958,1987.0,2271.0,27.0,52235.0,500,50452,177.0,2402.0,52.0,1416001.0,32407.0,"43,694,432 ",Europe,416,"19,240",31
29,Kazakhstan,104543,230.0,1415.0,,91089.0,"+1,377",12039,221.0,5558.0,75.0,2291327.0,121824.0,"18,808,483 ",Asia,180,"13,292",8
30,Israel,102150,217.0,825.0,6.0,79303.0,652,22022,408.0,11106.0,90.0,2180096.0,237029.0,"9,197,590 ",Asia,90,"11,149",4
31,Egypt,97237,,5243.0,,65118.0,,26876,41.0,948.0,51.0,135000.0,1316.0,"102,601,029 ",Africa,"1,055","19,569",760
32,Dominican Republic,90561,,1554.0,,59949.0,,29058,273.0,8336.0,143.0,343796.0,31647.0,"10,863,400 ",North America,120,"6,991",32
33,Sweden,86068,,5810.0,,0.0,N/A,0,26.0,8515.0,575.0,1030010.0,101897.0,"10,108,344 ",Europe,117,"1,740",10
34,Panama,85480,,1878.0,,60528.0,,23074,152.0,19768.0,434.0,297451.0,68787.0,"4,324,253 ",North America,51,"2,303",15
35,Oman,83769,,609.0,,78386.0,,4774,151.0,16348.0,119.0,309212.0,60344.0,"5,124,142 ",Asia,61,"8,414",17
36,Belgium,81468,574.0,9988.0,3.0,18204.0,39,53276,85.0,7025.0,861.0,2119749.0,182785.0,"11,596,939 ",Europe,142,"1,161",5
37,Kuwait,79957,,513.0,,71770.0,,7674,97.0,18684.0,120.0,585124.0,136730.0,"4,279,421 ",Asia,54,"8,342",7
38,Romania,77544,,3233.0,,35079.0,,39232,504.0,4035.0,168.0,1639370.0,85302.0,"19,218,444 ",Europe,248,"5,944",12
39,Belarus,70285,,637.0,,68577.0,,1071,,7438.0,67.0,1465555.0,155104.0,"9,448,866 ",Europe,134,"14,833",6
40,Guatemala,67856,,2580.0,,56277.0,,8999,5.0,3778.0,144.0,216776.0,12069.0,"17,961,407 ",North America,265,"6,962",83
41,UAE,66617,,372.0,,58408.0,,7837,,6724.0,38.0,6418188.0,647824.0,"9,907,302 ",Asia,149,"26,633",2
42,Netherlands,66097,,6200.0,,0.0,N/A,0,54.0,3856.0,362.0,1312787.0,76590.0,"17,140,408 ",Europe,259,"2,765",13
43,Poland,61762,581.0,1955.0,4.0,42183.0,522,17624,81.0,1632.0,52.0,2493423.0,65893.0,"37,840,496 ",Europe,613,"19,356",15
44,Japan,60733,,1169.0,,47622.0,,11942,243.0,480.0,9.0,1306128.0,10332.0,"126,419,008 ",Asia,"2,082","108,143",97
45,Singapore,56353,87.0,27.0,,53920.0,,2406,,9622.0,5.0,1745928.0,298096.0,"5,856,941 ",Asia,104,"216,924",3
46,Portugal,55452,,1794.0,,40652.0,,13006,42.0,5441.0,176.0,1896675.0,186089.0,"10,192,299 ",Europe,184,"5,681",5
47,Honduras,53983,602.0,1643.0,11.0,8449.0,178,43891,46.0,5438.0,166.0,132242.0,13322.0,"9,926,595 ",North America,184,"6,042",75
48,Nigeria,51905,,997.0,,38767.0,,12141,7.0,251.0,5.0,369904.0,1788.0,"206,830,328 ",Africa,"3,985","207,453",559
49,Morocco,50812,,858.0,,35040.0,,14914,31.0,1374.0,23.0,1736976.0,46980.0,"36,972,479 ",Africa,728,"43,091",21
50,Bahrain,49038,,184.0,1.0,45589.0,,3265,33.0,28689.0,108.0,1029969.0,602579.0,"1,709,269 ",Asia,35,"9,290",2
51,Ghana,43505,,261.0,,41532.0,,1712,5.0,1396.0,8.0,432372.0,13875.0,"31,161,895 ",Africa,716,"119,394",72
52,Kyrgyzstan,43023,134.0,1056.0,1.0,36397.0,341,5570,24.0,6579.0,161.0,267718.0,40941.0,"6,539,188 ",Asia,152,"6,192",24
53,Armenia,42792,176.0,852.0,2.0,35991.0,84,5949,,14437.0,287.0,195194.0,65854.0,"2,964,053 ",Asia,69,"3,479",15
54,Algeria,41068,,1424.0,,28874.0,,10770,41.0,934.0,32.0,,,"43,960,740 ",Africa,"1,070","30,871",
55,Switzerland,39627,,2000.0,,34100.0,,3527,14.0,4574.0,231.0,930416.0,107392.0,"8,663,715 ",Europe,219,"4,332",9
56,Ethiopia,39033,,662.0,,14480.0,,23891,248.0,338.0,6.0,736904.0,6388.0,"115,348,600 ",Africa,"2,955","174,243",157
57,Venezuela,38957,,323.0,,28453.0,,10181,85.0,1371.0,11.0,1695541.0,59652.0,"28,423,992 ",South America,730,"88,000",17
58,Uzbekistan,38698,286.0,269.0,4.0,34576.0,225,3853,259.0,1154.0,8.0,1377915.0,41086.0,"33,537,240 ",Asia,867,"124,674",24
59,Afghanistan,37999,46.0,1387.0,2.0,28180.0,164,8432,31.0,973.0,36.0,100960.0,2586.0,"39,047,866 ",Asia,"1,028","28,153",387
60,Azerbaijan,35105,,515.0,,32842.0,,1748,,3458.0,51.0,868345.0,85532.0,"10,152,234 ",Asia,289,"19,713",12
61,Costa Rica,33084,,348.0,,10372.0,,22364,131.0,6486.0,68.0,130867.0,25656.0,"5,100,762 ",North America,154,"14,657",39
62,Moldova,33072,,935.0,,22683.0,,9454,362.0,8201.0,232.0,183923.0,45609.0,"4,032,575 ",Europe,122,"4,313",22
63,Kenya,32118,,542.0,,18453.0,,13123,44.0,596.0,10.0,417804.0,7747.0,"53,933,059 ",Africa,"1,679","99,507",129
64,Nepal,31117,,146.0,,18350.0,,12621,,1065.0,5.0,904802.0,30976.0,"29,209,425 ",Asia,939,"200,065",32
65,Serbia,30548,,695.0,,28275.0,,1578,46.0,3498.0,80.0,862729.0,98799.0,"8,732,134 ",Europe,286,"12,564",10
66,Ireland,27908,,1777.0,,23364.0,,2767,6.0,5643.0,359.0,767359.0,155160.0,"4,945,610 ",Europe,177,"2,783",6
67,Austria,25253,191.0,732.0,,21558.0,152,2963,23.0,2802.0,81.0,1094987.0,121479.0,"9,013,819 ",Europe,357,"12,314",8
68,Australia,24812,210.0,502.0,17.0,19233.0,474,5077,39.0,971.0,20.0,5706078.0,223402.0,"25,541,794 ",Australia/Oceania,"1,029","50,880",4
69,El Salvador,24420,,661.0,7.0,12032.0,11,11727,391.0,3762.0,102.0,293218.0,45173.0,"6,490,941 ",North America,266,"9,820",22
70,Czechia,21790,,411.0,,16087.0,,5292,22.0,2034.0,38.0,834547.0,77909.0,"10,711,885 ",Europe,492,"26,063",13
71,Cameroon,18762,,408.0,,16540.0,,1814,30.0,704.0,15.0,149000.0,5594.0,"26,635,163 ",Africa,"1,420","65,282",179
72,Palestine,18476,,127.0,2.0,11103.0,,7246,,3610.0,25.0,214862.0,41985.0,"5,117,538 ",Asia,277,"40,296",24
73,Bosnia and Herzegovina,17715,,532.0,,11329.0,,5854,,5405.0,162.0,172841.0,52731.0,"3,277,762 ",Europe,185,"6,161",19
74,S. Korea,17399,397.0,309.0,,14200.0,31,2890,30.0,339.0,6.0,1791186.0,34932.0,"51,275,655 ",Asia,"2,947","165,941",29
75,Ivory Coast,17374,,113.0,,15106.0,,2155,,656.0,4.0,119166.0,4503.0,"26,466,591 ",Africa,"1,523","234,218",222
76,Denmark,16239,,622.0,,13944.0,,1673,1.0,2802.0,107.0,2146125.0,370330.0,"5,795,168 ",Europe,357,"9,317",3
77,Bulgaria,15227,,545.0,,10322.0,,4360,74.0,2194.0,79.0,368498.0,53093.0,"6,940,581 ",Europe,456,"12,735",19
78,Madagascar,14277,,178.0,,13332.0,,767,80.0,514.0,6.0,54691.0,1968.0,"27,786,930 ",Africa,"1,946","156,106",508
79,North Macedonia,13458,,563.0,,10052.0,,2843,4.0,6460.0,270.0,134318.0,64472.0,"2,083,361 ",Europe,155,"3,700",16
80,Paraguay,12974,,192.0,,7197.0,,5585,64.0,1816.0,27.0,171552.0,24010.0,"7,144,920 ",South America,551,"37,213",42
81,Senegal,12850,,266.0,,8165.0,,4419,38.0,765.0,16.0,135770.0,8080.0,"16,803,232 ",Africa,"1,308","63,170",124
82,Sudan,12682,,815.0,,6492.0,,5375,,288.0,19.0,401.0,9.0,"43,988,411 ",Africa,"3,469","53,974","109,697"
83,Lebanon,12191,,121.0,,3346.0,,8724,71.0,1787.0,18.0,457149.0,67022.0,"6,820,890 ",Asia,560,"56,371",15
84,Zambia,10831,,279.0,,9942.0,,610,,587.0,15.0,106449.0,5769.0,"18,452,723 ",Africa,"1,704","66,139",173
85,Libya,10437,,188.0,,1085.0,,9164,,1516.0,27.0,93851.0,13632.0,"6,884,438 ",Africa,660,"36,619",73
86,Norway,10299,,264.0,,9150.0,,885,,1898.0,49.0,601569.0,110841.0,"5,427,321 ",Europe,527,"20,558",9
87,DRC,9811,,251.0,,8920.0,,640,,109.0,3.0,,,"89,921,751 ",Africa,"9,165","358,254",
88,Malaysia,9257,,125.0,,8949.0,,183,7.0,285.0,4.0,1160390.0,35787.0,"32,424,500 ",Asia,"3,503","259,396",28
89,Guinea,8932,,53.0,,7648.0,,1231,24.0,678.0,4.0,19232.0,1459.0,"13,180,534 ",Africa,"1,476","248,689",685
90,French Guiana,8797,,55.0,,8307.0,,435,15.0,29350.0,184.0,49036.0,163604.0,"299,724 ",South America,34,"5,450",6
91,Gabon,8388,,53.0,,6734.0,,1601,2.0,3757.0,24.0,107403.0,48101.0,"2,232,866 ",Africa,266,"42,130",21
92,Greece,8381,,240.0,,3804.0,,4337,31.0,805.0,23.0,838015.0,80459.0,"10,415,458 ",Europe,"1,243","43,398",12
93,Tajikistan,8277,,66.0,,7072.0,,1139,,865.0,7.0,,,"9,566,856 ",Asia,"1,156","144,952",
94,Albania,8275,,245.0,,4184.0,,3846,15.0,2876.0,85.0,50873.0,17681.0,"2,877,333 ",Europe,348,"11,744",57
95,Haiti,8050,,196.0,,5447.0,,2407,,705.0,17.0,21826.0,1911.0,"11,422,179 ",North America,"1,419","58,276",523
96,Finland,7906,,334.0,,7100.0,,472,,1427.0,60.0,548857.0,99036.0,"5,541,979 ",Europe,701,"16,593",10
97,Croatia,7900,,170.0,,5678.0,,2052,12.0,1926.0,41.0,148742.0,36265.0,"4,101,476 ",Europe,519,"24,126",28
98,Luxembourg,7762,,124.0,,6969.0,,669,3.0,12372.0,198.0,722246.0,1151177.0,"627,398 ",Europe,81,"5,060",1
99,Mauritania,6894,,158.0,,6203.0,,533,3.0,1477.0,34.0,68872.0,14760.0,"4,666,089 ",Africa,677,"29,532",68
100,Maldives,6660,,26.0,,4113.0,,2521,12.0,12291.0,48.0,102682.0,189497.0,"541,865 ",Asia,81,"20,841",5
101,Zimbabwe,5893,,153.0,,4629.0,,1111,,396.0,10.0,149748.0,10055.0,"14,893,265 ",Africa,"2,527","97,342",99
102,Namibia,5538,,46.0,,2460.0,,3032,4.0,2174.0,18.0,48808.0,19161.0,"2,547,278 ",Africa,460,"55,376",52
103,Malawi,5382,,168.0,,2998.0,,2216,4.0,280.0,9.0,42015.0,2189.0,"19,196,520 ",Africa,"3,567","114,265",457
104,Djibouti,5382,,60.0,,5233.0,,89,,5436.0,61.0,64206.0,64854.0,"990,015 ",Africa,184,"16,500",15
105,Hungary,5155,22.0,613.0,2.0,3695.0,3,847,7.0,534.0,63.0,397092.0,41121.0,"9,656,717 ",Europe,"1,873","15,753",24
106,Equatorial Guinea,4926,,83.0,,3795.0,,1048,2.0,3496.0,59.0,50481.0,35827.0,"1,409,027 ",Africa,286,"16,976",28
107,CAR,4679,,61.0,,1755.0,,2863,2.0,966.0,13.0,30775.0,6357.0,"4,841,428 ",Africa,"1,035","79,368",157
108,Hong Kong,4658,,76.0,,3974.0,,608,29.0,621.0,10.0,780415.0,103976.0,"7,505,697 ",Asia,"1,611","98,759",10
109,Montenegro,4313,,84.0,,3333.0,,896,,6867.0,134.0,45151.0,71888.0,"628,078 ",Europe,146,"7,477",14
110,Nicaragua,4311,,133.0,,2913.0,,1265,,650.0,20.0,,,"6,635,707 ",North America,"1,539","49,893",
111,Eswatini,4189,,83.0,,2762.0,,1344,11.0,3605.0,71.0,28380.0,24426.0,"1,161,873 ",Africa,277,"13,998",41
112,Congo,3850,,77.0,,1625.0,,2148,,695.0,14.0,,,"5,536,461 ",Africa,"1,438","71,902",
113,Cuba,3617,,89.0,,3006.0,,522,3.0,319.0,8.0,346439.0,30589.0,"11,325,598 ",North America,"3,131","127,254",33
114,Suriname,3569,,57.0,,2559.0,,953,20.0,6076.0,97.0,6642.0,11308.0,"587,383 ",South America,165,"10,305",88
115,Cabo Verde,3455,,37.0,,2538.0,,880,,6205.0,66.0,73900.0,132712.0,"556,845 ",Africa,161,"15,050",8
116,Thailand,3395,5.0,58.0,,3221.0,1,116,1.0,49.0,0.8,749213.0,10730.0,"69,825,529 ",Asia,"20,567","1,203,888",93
117,Slovakia,3356,40.0,33.0,,2148.0,1,1175,7.0,615.0,6.0,312822.0,57293.0,"5,460,030 ",Europe,"1,627","165,455",17
118,Mozambique,3304,,20.0,,1474.0,,1810,,105.0,0.6,85137.0,2714.0,"31,372,391 ",Africa,"9,495","1,568,620",368
