#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,37846375,4779.0,853942.0,457.0,29507879,"+3,144",7484554,17403.0,,,,,,North America,"
",,,,,
,Asia,36116406,24411.0,486852.0,233.0,31098341,"+16,255",4531213,30317.0,,,,,,Asia,"
",,,,,
,South America,24045382,1501.0,644262.0,25.0,21616468,"+1,015",1784652,26538.0,,,,,,South America,"
",,,,,
,Europe,43675370,18879.0,993948.0,459.0,38070921,"+34,302",4610501,31800.0,,,,,,Europe,"
",,,,,
,Africa,4525278,,119915.0,,4045332,,360031,3790.0,,,,,,Africa,"
",,,,,
,Oceania,62252,281.0,1187.0,3.0,42349,945,18716,8.0,,,,,,Australia/Oceania,"
",,,,,
,World,146271784,49851.0,3100121.0,1177.0,124381996,"+55,661",18789667,109856.0,18765.0,397.7,,,,All,"
",,,,,
1,USA,32735704,,585075.0,,25296047,,6854582,9832.0,98431.0,1759.0,437068081.0,1314196.0,"332,574,397 ",North America,10,568,1,,,"20,611"
2,India,16610481,8025.0,189549.0,,13867997,"+5,878",2552935,8944.0,11942.0,136.0,276199222.0,198565.0,"1,390,975,476 ",Asia,84,"7,338",5,6,,"1,835"
3,Brazil,14238110,,386623.0,,12711103,,1140384,8318.0,66601.0,1808.0,28600000.0,133781.0,"213,782,412 ",South America,15,553,7,,,"5,334"
4,France,5440946,,102496.0,,4275950,,1062500,5962.0,83207.0,1567.0,73826703.0,1129011.0,"65,390,614 ",Europe,12,638,1,,,"16,249"
5,Russia,4744961,,107501.0,,4371214,,266246,2300.0,32503.0,736.0,127100000.0,870636.0,"145,985,225 ",Europe,31,"1,358",1,,,"1,824"
6,Turkey,4550820,,37672.0,,3970111,,543037,3475.0,53493.0,443.0,45342795.0,532989.0,"85,072,664 ",Asia,19,"2,258",2,,,"6,383"
7,UK,4401109,,127385.0,,4177375,,96349,261.0,64556.0,1869.0,147468783.0,2163097.0,"68,174,839 ",Europe,15,535,0,,,"1,413"
8,Italy,3935703,,118699.0,,3351461,,465543,2979.0,65172.0,1966.0,56565755.0,936679.0,"60,389,660 ",Europe,15,509,1,,,"7,709"
9,Spain,3468617,,77591.0,,3163849,,227177,2297.0,74164.0,1659.0,44374223.0,948786.0,"46,769,469 ",Europe,13,603,1,,,"4,857"
10,Germany,3261764,,81936.0,,2882300,"+17,300",297528,5049.0,38830.0,975.0,54061332.0,643579.0,"84,001,076 ",Europe,26,"1,025",2,,,"3,542"
