#,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,NewRecovered,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,"
",,,1290214,North America,North America,,6264.0,795.0,"+3,339",,19425.0,,2579213,149574.0,1139425.0,,
,"
",,,638629,South America,South America,,802.0,20.0,250,,12159.0,,1554981,65088.0,851264.0,,
,"
",,,863385,Europe,Europe,,,,,,6407.0,,2252411,184659.0,1204367.0,,
,"
",,,608326,Asia,Asia,,5900.0,120.0,868,,15957.0,,1739093,44678.0,1086089.0,,
,"
",,,137831,Africa,Africa,,,,,,493.0,,270660,7249.0,125580.0,,
,"
",,,423,Australia/Oceania,Oceania,,21.0,,9,,3.0,,9004,124.0,8457.0,,
,"
",,,3538863,All,World,57.9,12987.0,935.0,"+4,466",,54448.0,,8406083,451387.0,4415833.0,,1078.0
1,148,"2,759",13,1195734,North America,USA,362.0,,,,"330,933,464 ",16644.0,79302.0,2234471,119941.0,918796.0,26243811.0,6752.0
2,221,"4,554",124,410137,South America,Brazil,220.0,,,,"212,504,592 ",8318.0,8044.0,960309,46665.0,503507.0,1709468.0,4519.0
3,264,"19,515",9,241481,Europe,Russia,51.0,,,,"145,932,404 ",2300.0,107445.0,553301,7478.0,304342.0,15679724.0,3791.0
4,"3,756","112,501",221,160564,Asia,India,9.0,,,,"1,379,492,981 ",8944.0,4530.0,367264,12262.0,194438.0,6249668.0,266.0
5,227,"1,610",10,0,Europe,UK,621.0,,,N/A,"67,873,411 ",379.0,104930.0,299251,42153.0,0.0,7121976.0,4409.0
6,160,"1,723",10,0,Europe,Spain,580.0,,,N/A,"46,754,183 ",617.0,103232.0,291763,27136.0,0.0,4826516.0,6240.0
7,137,"4,541",23,105029,South America,Peru,220.0,,,,"32,953,556 ",1111.0,43028.0,240908,7257.0,128622.0,1417911.0,7311.0
8,254,"1,755",13,23925,Europe,Italy,570.0,,,,"60,464,665 ",163.0,78945.0,237828,34448.0,179455.0,4773408.0,3933.0
9,430,"9,140",64,31054,Asia,Iran,109.0,,,,"83,950,760 ",2789.0,15723.0,195051,9185.0,154812.0,1319920.0,2323.0
10,441,"9,384",17,7652,Europe,Germany,107.0,,,,"83,774,757 ",406.0,60038.0,190179,8927.0,173600.0,5029696.0,2270.0
11,104,"5,286",22,24602,South America,Chile,189.0,,,,"19,110,122 ",1794.0,46372.0,184449,3615.0,156232.0,886169.0,9652.0
12,461,"17,343",30,23226,Asia,Turkey,58.0,,,,"84,304,421 ",745.0,32903.0,182727,4861.0,154640.0,2773904.0,2167.0
13,"1,378","71,358",225,97810,Asia,Pakistan,14.0,5358.0,118.0,778,"220,708,936 ",111.0,4449.0,160118,3093.0,59215.0,982012.0,725.0
14,807,"6,755",292,21358,North America,Mexico,148.0,4930.0,770.0,"+3,177","128,881,218 ",378.0,3427.0,159793,19080.0,119355.0,441670.0,1240.0
15,413,"2,207",47,54932,Europe,France,453.0,,,,"65,268,631 ",772.0,21214.0,158174,29575.0,73667.0,1384633.0,2423.0
16,246,"31,890",30,48481,Asia,Saudi Arabia,31.0,,,,"34,791,801 ",1859.0,33564.0,141234,1091.0,91662.0,1167766.0,4059.0
17,378,"4,571",17,29582,North America,Canada,219.0,,,,"37,729,863 ",1982.0,59753.0,99853,8254.0,62017.0,2254481.0,2647.0
