#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,27513556,21877.0,579975.0,1126.0,16864962.0,"+14,287",10068619,36220.0,,,,,,North America,"
",,
,Asia,21898564,6114.0,354643.0,105.0,20324399.0,"+8,608",1219522,24214.0,,,,,,Asia,"
",,
,South America,14474628,2573.0,385501.0,41.0,12806387.0,543,1282740,18965.0,,,,,,South America,"
",,
,Europe,27175726,21722.0,619462.0,418.0,14708403.0,"+16,135",11847861,29421.0,,,,,,Europe,"
",,
,Africa,3223749,,77750.0,,2628487.0,,517512,2598.0,,,,,,Africa,"
",,
,Oceania,49527,24.0,1071.0,,33744.0,17,14712,17.0,,,,,,Australia/Oceania,"
",,
,World,94336471,52310.0,2018417.0,1690.0,67367088.0,"+39,590",24950966,111435.0,12102.0,258.9,,,,All,"
",,
1,USA,24102429,,401856.0,,14228969.0,,9471604,28937.0,72586.0,1210.0,281809885.0,848683.0,"332,055,650 ",North America,14,826,1
2,India,10543659,,152130.0,,10179715.0,832,211814,8944.0,7600.0,110.0,185765491.0,133900.0,"1,387,345,526 ",Asia,132,"9,119",7
3,Brazil,8394253,,208291.0,,7361379.0,,824583,8318.0,39340.0,976.0,28600000.0,134034.0,"213,378,456 ",South America,25,"1,024",7
4,Russia,3520531,,64495.0,,2909680.0,,546356,2300.0,24118.0,442.0,95600000.0,654936.0,"145,968,527 ",Europe,41,"2,263",2
5,UK,3316019,,87295.0,,1503654.0,,1725070,3672.0,48708.0,1282.0,63139169.0,927432.0,"68,079,549 ",Europe,21,780,1
6,France,2872941,,69949.0,,208071.0,,2594921,2740.0,43961.0,1070.0,39233615.0,600343.0,"65,352,052 ",Europe,23,934,2
7,Turkey,2373115,,23664.0,,2246047.0,,103404,2311.0,27975.0,279.0,27066653.0,319070.0,"84,829,800 ",Asia,36,"3,585",3
8,Italy,2352423,,81325.0,,1713030.0,,558068,2522.0,38939.0,1346.0,28734210.0,475627.0,"60,413,371 ",Europe,26,743,2
9,Spain,2252164,,53314.0,,0.0,N/A,0,2953.0,48160.0,1140.0,28775103.0,615318.0,"46,764,637 ",Europe,21,877,2
10,Germany,2023802,,46537.0,,1641200.0,,336065,5074.0,24113.0,554.0,36353196.0,433140.0,"83,929,530 ",Europe,41,"1,804",2
11,Colombia,1870179,,47868.0,,1698457.0,,123854,3482.0,36544.0,935.0,9008048.0,176020.0,"51,176,175 ",South America,27,"1,069",6
12,Argentina,1783047,,45227.0,,1561963.0,,175857,3578.0,39257.0,996.0,5468091.0,120389.0,"45,420,273 ",South America,25,"1,004",8
13,Mexico,1609735,21366.0,139022.0,1106.0,1199810.0,"+14,189",270903,5174.0,12415.0,1072.0,4052143.0,31251.0,"129,665,371 ",North America,81,933,32
