#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,39385272,3728.0,882624.0,272.0,31972103,"+1,919",6530545,15470.0,,,,,,North America,"
",,,,,
,Asia,48261734,12735.0,631771.0,154.0,43120839,"+21,286",4509124,32169.0,,,,,,Asia,"
",,,,,
,South America,27348660,2858.0,744416.0,87.0,24719881,"+1,162",1884363,28711.0,,,,,,South America,"
",,,,,
,Europe,46031466,8176.0,1057168.0,228.0,42403126,"+29,245",2571172,19799.0,,,,,,Europe,"
",,,,,
,Africa,4771825,,127962.0,,4297322,,346541,2874.0,,,,,,Africa,"
",,,,,
,Oceania,67204,5.0,1243.0,,64681,4,1280,3.0,,,,,,Australia/Oceania,"
",,,,,
,World,165866882,27502.0,3445199.0,741.0,146578658,"+53,616",15843025,99026.0,21279.0,442.0,,,,All,"
",,,,,
1,USA,33833181,,602616.0,,27358651,,5871914,7563.0,101687.0,1811.0,470118034.0,1412965.0,"332,717,317 ",North America,10,552,1,,,"17,648"
2,India,26031991,1317.0,291365.0,,22712735,"+6,834",3027891,8944.0,18701.0,209.0,324417870.0,233063.0,"1,391,975,564 ",Asia,53,"4,777",4,0.9,,"2,175"
3,Brazil,15898558,,444391.0,,14385962,,1068205,8318.0,74329.0,2078.0,47073060.0,220077.0,"213,893,706 ",South America,13,481,5,,,"4,994"
4,France,5568551,,108314.0,,5162624,,297613,3769.0,85144.0,1656.0,81438270.0,1245210.0,"65,401,238 ",Europe,12,604,1,,,"4,551"
5,Turkey,5160423,,45626.0,,4989787,,125010,2041.0,60611.0,536.0,51731883.0,607613.0,"85,139,575 ",Asia,16,"1,866",2,,,"1,468"
6,Russia,4974908,,117361.0,,4591770,,265777,2300.0,34077.0,804.0,134600000.0,921982.0,"145,989,826 ",Europe,29,"1,244",1,,,"1,821"
7,UK,4455221,,127701.0,,4285888,,41632,122.0,65325.0,1872.0,173502532.0,2543985.0,"68,201,093 ",Europe,15,534,0,,,610
8,Italy,4178261,,124810.0,,3753965,,299486,1544.0,69196.0,2067.0,63822748.0,1056963.0,"60,383,127 ",Europe,14,484,1,,,"4,960"
9,Germany,3638504,,87639.0,,3374600,"+16,600",176265,3594.0,43305.0,1043.0,58093759.0,691421.0,"84,020,788 ",Europe,23,959,1,,,"2,098"
10,Spain,3631661,,79601.0,,3356272,,195788,1690.0,77648.0,1702.0,48928535.0,1046134.0,"46,770,801 ",Europe,13,588,1,,,"4,186"
11,Argentina,3447044,,72699.0,,3035134,,339211,5951.0,75656.0,1596.0,12824848.0,281483.0,"45,561,776 ",South America,13,627,4,,,"7,445"
12,Colombia,3177212,,83233.0,,2979233,,114746,6582.0,61860.0,1621.0,16146258.0,314366.0,"51,361,292 ",South America,16,617,3,,,"2,234"
13,Poland,2861351,,72500.0,,2614020,,174831,1309.0,75677.0,1917.0,15335408.0,405592.0,"37,809,922 ",Europe,13,522,2,,,"4,624"
14,Iran,2804632,,77994.0,,2290613,,436025,5081.0,33019.0,918.0,18551061.0,218400.0,"84,940,617 ",Asia,30,"1,089",5,,,"5,133"
15,Mexico,2390140,2628.0,221080.0,230.0,1909187,"+1,649",259873,4798.0,18368.0,1699.0,6905098.0,53064.0,"130,127,725 ",North America,54,589,19,20,2,"1,997"
16,Ukraine,2175382,4984.0,49101.0,202.0,1929039,"+12,845",197242,177.0,50008.0,1129.0,9943891.0,228590.0,"43,500,913 ",Europe,20,886,4,115,5,"4,534"
17,Peru,1910360,,67253.0,,1720665,,122442,2679.0,57237.0,2015.0,12306614.0,368720.0,"33,376,576 ",South America,17,496,3,,,"3,669"
18,Indonesia,1758898,,48887.0,,1621572,,88439,,6371.0,177.0,15833852.0,57353.0,"276,075,021 ",Asia,157,"5,647",17,,,320
19,Czechia,1656202,,29967.0,,1602974,,23261,213.0,154402.0,2794.0,22272436.0,2076384.0,"10,726,552 ",Europe,6,358,0,,,"2,169"
20,South Africa,1625003,,55568.0,,1531993,,37442,546.0,27098.0,927.0,11246917.0,187549.0,"59,967,884 ",Africa,37,"1,079",5,,,624
21,Netherlands,1615500,,17506.0,,1400266,,197728,620.0,94097.0,1020.0,13524699.0,787767.0,"17,168,399 ",Europe,11,981,1,,,"11,517"
22,Canada,1347445,,25111.0,,1262366,,59968,1344.0,35427.0,660.0,33863629.0,890346.0,"38,034,229 ",North America,28,"1,515",1,,,"1,577"
23,Chile,1308311,,28169.0,,1241426,,38716,2935.0,67925.0,1462.0,14145067.0,734387.0,"19,261,041 ",South America,15,684,1,,,"2,010"
24,Philippines,1165155,,19641.0,,1093602,,51912,1819.0,10510.0,177.0,12843465.0,115846.0,"110,866,521 ",Asia,95,"5,645",9,,,468
25,Iraq,1156137,,16102.0,,1067387,,72648,464.0,28188.0,393.0,10014057.0,244153.0,"41,015,508 ",Asia,35,"2,547",4,,,"1,771"
26,Romania,1074297,,29777.0,,1029375,,15145,663.0,56176.0,1557.0,8784565.0,459349.0,"19,123,941 ",Europe,18,642,2,,,792
27,Sweden,1055173,,14351.0,,908926,,131896,273.0,103908.0,1413.0,9481745.0,933712.0,"10,154,890 ",Europe,10,708,1,,,"12,988"
28,Belgium,1041706,3192.0,24794.0,26.0,926877,,90035,589.0,89538.0,2131.0,13485145.0,1159095.0,"11,634,200 ",Europe,11,469,1,274,2,"7,739"
29,Pakistan,893461,3070.0,20089.0,102.0,810143,"+6,021",63229,4424.0,3977.0,89.0,12654997.0,56328.0,"224,664,742 ",Asia,251,"11,183",18,14,0.5,281
30,Portugal,843729,,17014.0,,804522,,22193,58.0,82959.0,1673.0,11316046.0,1112647.0,"10,170,381 ",Europe,12,598,1,,,"2,182"
31,Israel,839263,,6396.0,,832295,,572,63.0,91248.0,695.0,14522643.0,1578962.0,"9,197,590 ",Asia,11,"1,438",1,,,62
32,Hungary,800368,,29380.0,,655959,,115029,212.0,83038.0,3048.0,5687117.0,590034.0,"9,638,631 ",Europe,12,328,2,,,"11,934"
33,Bangladesh,785194,,12284.0,,727510,,45400,1128.0,4726.0,74.0,5774883.0,34760.0,"166,137,019 ",Asia,212,"13,525",29,,,273
34,Jordan,728549,,9328.0,,710445,,8776,729.0,70784.0,906.0,7060976.0,686031.0,"10,292,503 ",Asia,14,"1,103",1,,,853
35,Serbia,708878,,6739.0,,684206,,17933,70.0,81422.0,774.0,4051533.0,465362.0,"8,706,197 ",Europe,12,"1,292",2,,,"2,060"
36,Japan,698254,,11940.0,,615324,,70990,1288.0,5536.0,95.0,13458167.0,106698.0,"126,133,589 ",Asia,181,"10,564",9,,,563
37,Switzerland,686152,,10760.0,,628724,,46668,161.0,78773.0,1235.0,7421613.0,852030.0,"8,710,510 ",Europe,13,810,1,,,"5,358"
38,Austria,639616,,10527.0,,619756,,9333,252.0,70662.0,1163.0,37626034.0,4156747.0,"9,051,797 ",Europe,14,860,0,,,"1,031"
39,UAE,551430,,1642.0,,531459,,18329,,55166.0,164.0,47758765.0,4777901.0,"9,995,763 ",Asia,18,"6,088",0,,,"1,834"
40,Lebanon,537437,,7658.0,,505348,,24431,265.0,79054.0,1126.0,4241656.0,623923.0,"6,798,368 ",Asia,13,888,2,,,"3,594"
41,Morocco,516091,,9109.0,,504439,,2543,108.0,13838.0,244.0,6416899.0,172052.0,"37,296,328 ",Africa,72,"4,094",6,,,68
42,Malaysia,492302,,2099.0,,440032,,50171,587.0,15041.0,64.0,10876983.0,332309.0,"32,731,540 ",Asia,66,"15,594",3,,,"1,533"
43,Nepal,488645,,5847.0,,366946,,115852,,16509.0,198.0,2855793.0,96486.0,"29,597,955 ",Asia,61,"5,062",10,,,"3,914"
