#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,28118277,8947.0,589734.0,570.0,17261710.0,"+14,247",10266833,36084.0,,,,,,North America,"
",,
,Asia,22130048,9341.0,357814.0,110.0,20551695.0,"+8,664",1220539,24183.0,,,,,,Asia,"
",,
,South America,14711264,1550.0,389984.0,44.0,13019580.0,790,1301700,19136.0,,,,,,South America,"
",,
,Europe,27716495,12461.0,631414.0,288.0,15106712.0,"+40,054",11978369,29901.0,,,,,,Europe,"
",,
,Africa,3300945,,79736.0,,2718039.0,,503170,2699.0,,,,,,Africa,"
",,
,Oceania,49651,9.0,1072.0,,33794.0,11,14785,21.0,,,,,,Australia/Oceania,"
",,
,World,96027401,32308.0,2049769.0,1012.0,68692236.0,"+63,766",25285396,112024.0,12319.0,263.0,,,,All,"
",,
1,USA,24626441,,408623.0,,14551686.0,,9666132,28553.0,74160.0,1231.0,287775215.0,866606.0,"332,071,530 ",North America,13,813,1
2,India,10582647,,152593.0,,10228753.0,901,201301,8944.0,7627.0,110.0,187802827.0,135358.0,"1,387,456,647 ",Asia,131,"9,093",7
3,Brazil,8512238,,210328.0,,7452047.0,,849863,8318.0,39890.0,986.0,28600000.0,134026.0,"213,390,822 ",South America,25,"1,015",7
4,Russia,3591066,,66037.0,,2978764.0,,546265,2300.0,24602.0,452.0,97000000.0,664524.0,"145,969,038 ",Europe,41,"2,210",2
5,UK,3433494,,89860.0,,1546575.0,,1797059,3789.0,50431.0,1320.0,64676986.0,949980.0,"68,082,466 ",Europe,20,758,1
6,France,2914725,,70686.0,,210200.0,,2633839,2813.0,44600.0,1082.0,40217159.0,615381.0,"65,353,232 ",Europe,22,925,2
7,Turkey,2392963,,24161.0,,2270769.0,,98033,2183.0,28207.0,285.0,27523423.0,324426.0,"84,837,235 ",Asia,35,"3,511",3
