#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,40689415,7677.0,920170.0,206.0,34172569,"+4,035",5596676,10926.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,56158058,17843.0,796765.0,159.0,53499947,"+17,666",1861346,26568.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,33167235,1598.0,1012473.0,57.0,30143366,"+2,100",2011396,29356.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,48135778,1328.0,1104783.0,41.0,45514199,"+2,041",1516796,6593.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,5640802,,144841.0,,4894904,,601057,4585.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,75830,435.0,1286.0,2.0,69095,131,5449,29.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,183867839,28881.0,3980333.0,465.0,168294786,"+25,973",11592720,78057.0,23589.0,510.6,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34580198,,621161.0,,29072881,,4886156,3866.0,103862.0,1866.0,507346585.0,1523815.0,"332,944,930 ",North America,10,536,1,,,"14,676",Dummy,Dummy
2,India,30502362,1173.0,401068.0,,29605779,"+8,041",495515,8944.0,21888.0,288.0,416416463.0,298813.0,"1,393,568,297 ",Asia,46,"3,475",3,0.8,,356,Dummy,Dummy
3,Brazil,18687469,,522068.0,,16989351,,1176050,8318.0,87296.0,2439.0,54003112.0,252267.0,"214,070,952 ",South America,11,410,4,,,"5,494",Dummy,Dummy
4,France,5780648,,111135.0,,5626675,,42838,1123.0,88365.0,1699.0,93728985.0,1432767.0,"65,418,158 ",Europe,11,589,1,,,655,Dummy,Dummy
5,Russia,5561360,,136565.0,,5035518,,389277,2300.0,38092.0,935.0,150700000.0,1032212.0,"145,997,153 ",Europe,26,"1,069",1,,,"2,666",Dummy,Dummy
6,Turkey,5435831,,49829.0,,5305856,,80146,697.0,63766.0,585.0,61236294.0,718347.0,"85,246,138 ",Asia,16,"1,711",1,,,940,Dummy,Dummy
7,UK,4855169,,128189.0,,4329769,,397211,300.0,71145.0,1878.0,214786845.0,3147387.0,"68,242,904 ",Europe,14,532,0,,,"5,821",Dummy,Dummy
8,Argentina,4512439,,95382.0,,4114096,,302961,5784.0,98934.0,2091.0,16896843.0,370460.0,"45,610,453 ",South America,10,478,3,,,"6,642",Dummy,Dummy
9,Colombia,4297302,,107723.0,,3993651,,195928,8155.0,83564.0,2095.0,20180384.0,392424.0,"51,424,973 ",South America,12,477,3,,,"3,810",Dummy,Dummy
10,Italy,4261582,,127615.0,,4086188,,47779,213.0,70588.0,2114.0,71970918.0,1192110.0,"60,372,723 ",Europe,14,473,1,,,791,Dummy,Dummy
11,Spain,3833868,,80911.0,,3606789,,146168,586.0,81968.0,1730.0,52691812.0,1126545.0,"46,772,921 ",Europe,12,578,1,,,"3,125",Dummy,Dummy
12,Germany,3737611,,91573.0,,3627800,"+1,000",18238,590.0,44468.0,1089.0,63813168.0,759209.0,"84,052,180 ",Europe,22,918,1,,,217,Dummy,Dummy
13,Iran,3232696,,84516.0,,2902140,,246040,3196.0,38002.0,994.0,23806452.0,279856.0,"85,066,920 ",Asia,26,"1,007",4,,,"2,892",Dummy,Dummy
14,Poland,2880107,,75065.0,,2652004,,153038,103.0,76183.0,1986.0,17487341.0,462566.0,"37,805,071 ",Europe,13,504,2,,,"4,048",Dummy,Dummy
15,Mexico,2531229,5879.0,233425.0,177.0,2007339,"+3,862",290465,4798.0,19428.0,1792.0,7551665.0,57962.0,"130,286,775 ",North America,51,558,17,45,1,"2,229",Dummy,Dummy
16,Ukraine,2237202,705.0,52460.0,36.0,2170656,"+1,072",14086,177.0,51465.0,1207.0,10900947.0,250768.0,"43,470,207 ",Europe,19,829,4,16,0.8,324,Dummy,Dummy
17,Indonesia,2228938,,59534.0,,1901865,,0,,8064.0,215.0,20232879.0,73198.0,"276,414,625 ",Asia,124,"4,643",14,,,968,Dummy,Dummy
18,Peru,2060344,,192902.0,,0,N/A,0,2322.0,61631.0,5770.0,14276475.0,427049.0,"33,430,551 ",South America,16,173,2,,,"4,391",Dummy,Dummy
19,South Africa,2019826,,61332.0,,1773930,,184564,546.0,33633.0,1021.0,13298239.0,221432.0,"60,055,730 ",Africa,30,979,5,,,"3,073",Dummy,Dummy
20,Netherlands,1686766,,17755.0,,1636527,,32484,112.0,98223.0,1034.0,14730069.0,857754.0,"17,172,841 ",Europe,10,967,1,,,"1,892",Dummy,Dummy
21,Czechia,1667608,,30308.0,,1635736,,1564,9.0,155432.0,2825.0,30017226.0,2797797.0,"10,728,879 ",Europe,6,354,0,,,146,Dummy,Dummy
22,Chile,1562613,,32809.0,,1505708,,24096,2902.0,81047.0,1702.0,17083740.0,886072.0,"19,280,298 ",South America,12,588,1,,,"1,250",Dummy,Dummy
23,Philippines,1424518,,24973.0,,1344063,,55482,1881.0,12829.0,225.0,15059521.0,135625.0,"111,037,892 ",Asia,78,"4,446",7,,,500,Dummy,Dummy
24,Canada,1416317,,26338.0,,1383644,,6335,466.0,37200.0,692.0,36768392.0,965732.0,"38,073,065 ",North America,27,"1,446",1,,,166,Dummy,Dummy
25,Iraq,1359836,,17256.0,,1255203,,87377,626.0,33068.0,420.0,11816691.0,287358.0,"41,121,807 ",Asia,30,"2,383",3,,,"2,125",Dummy,Dummy
26,Sweden,1090880,,14592.0,,1062551,,13737,37.0,107346.0,1436.0,10828578.0,1065566.0,"10,162,275 ",Europe,9,696,1,,,"1,352",Dummy,Dummy
27,Belgium,1086508,623.0,25185.0,5.0,1036831,,24492,126.0,93342.0,2164.0,15423491.0,1325029.0,"11,640,113 ",Europe,11,462,1,54,0.4,"2,104",Dummy,Dummy
28,Romania,1080860,,33898.0,,1045351,,1611,67.0,56563.0,1774.0,9857115.0,515838.0,"19,108,946 ",Europe,18,564,2,,,84,Dummy,Dummy
29,Pakistan,961085,1400.0,22379.0,34.0,906387,957,32319,1871.0,4268.0,99.0,14685198.0,65218.0,"225,169,489 ",Asia,234,"10,062",15,6,0.2,144,Dummy,Dummy
