#,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,NewRecovered,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,"
",,,1259597,North America,North America,,4551.0,450.0,"+3,363",,19441.0,,2459117,144586.0,1054934.0,,
,"
",,,590503,South America,South America,,913.0,26.0,"+10,239",,12001.0,,1393063,59331.0,743229.0,,
,"
",,,849247,Europe,Europe,,,,,,6708.0,,2190153,182579.0,1158327.0,,
,"
",,,577353,Asia,Asia,,7323.0,81.0,"+2,064",,15427.0,,1584995,39557.0,968085.0,,
,"
",,,120584,Africa,Africa,,,,2,,524.0,,235704,6283.0,108837.0,,
,"
",,,404,Australia/Oceania,Oceania,,18.0,,3,,2.0,,8931,124.0,8403.0,,
,"
",,,3397743,All,World,55.5,12805.0,557.0,"+15,671",,54107.0,,7872684,432475.0,4042466.0,,1010.0
1,154,"2,816",14,1170591,North America,USA,355.0,,,,"330,912,290 ",16744.0,73410.0,2142224,117527.0,854106.0,24292171.0,6474.0
2,250,"4,966",142,370493,South America,Brazil,201.0,,,"+9,902","212,488,104 ",8318.0,7055.0,850796,42791.0,437512.0,1499041.0,4004.0
3,281,"21,369",10,238659,Europe,Russia,47.0,,,,"145,931,723 ",2300.0,99869.0,520129,6829.0,274641.0,14574117.0,3564.0
4,"4,289","149,945",244,150048,Asia,India,7.0,,,53,"1,379,344,820 ",8944.0,4102.0,321626,9199.0,162379.0,5658614.0,233.0
5,231,"1,629",10,0,Europe,UK,614.0,,,N/A,"67,869,522 ",492.0,97609.0,294375,41662.0,0.0,6624676.0,4337.0
6,161,"1,723",10,0,Europe,Spain,580.0,,,N/A,"46,753,986 ",617.0,95507.0,290685,27136.0,0.0,4465338.0,6217.0
7,256,"1,763",13,27485,Europe,Italy,567.0,,,,"60,465,633 ",220.0,75484.0,236651,34301.0,174865.0,4564191.0,3914.0
8,146,"5,071",25,106910,South America,Peru,197.0,,,,"32,948,535 ",1113.0,40623.0,225132,6498.0,111724.0,1338477.0,6833.0
9,447,"9,448",18,6656,Europe,Germany,106.0,,,,"83,771,837 ",447.0,56035.0,187423,8867.0,171900.0,4694147.0,2237.0
