#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,36659262,5810.0,834272.0,929.0,28364668,"+3,354",7460322,16081.0,,,,,,North America,"
",,
,South America,22270149,1442.0,587870.0,16.0,19899341,985,1782938,21864.0,,,,,,South America,"
",,
,Asia,30643842,14095.0,444397.0,129.0,27421900,"+7,676",2777545,27578.0,,,,,,Asia,"
",,
,Europe,41339063,27114.0,946120.0,492.0,29276722,"+25,265",11116221,33043.0,,,,,,Europe,"
",,
,Africa,4366232,,115490.0,,3906951,,343791,3529.0,,,,,,Africa,"
",,
,Oceania,59107,18.0,1151.0,,34672,9,23284,5.0,,,,,,Australia/Oceania,"
",,
,World,135338376,48479.0,2929315.0,1566.0,108904960,"+37,289",23504101,102100.0,17363.0,375.8,,,,All,"
",,
1,USA,31802772,,574840.0,,24346766,,6881166,9078.0,95647.0,1729.0,416789330.0,1253501.0,"332,500,290 ",North America,10,578,1
2,Brazil,13375414,,348934.0,,11791885,,1234595,8318.0,62582.0,1633.0,28600000.0,133817.0,"213,724,704 ",South America,16,613,7
3,India,13205926,3143.0,168467.0,,11990859,"+2,919",1046600,8944.0,9498.0,121.0,255214803.0,183547.0,"1,390,456,911 ",Asia,105,"8,254",5
4,France,4980501,,98395.0,,303639,,4578467,5729.0,76172.0,1505.0,68007540.0,1040108.0,"65,385,105 ",Europe,13,665,1
5,Russia,4623984,,102247.0,,4248700,,273037,2300.0,31675.0,700.0,123000000.0,842565.0,"145,982,840 ",Europe,32,"1,428",1
6,UK,4365461,,127040.0,,3957317,,281104,421.0,64046.0,1864.0,134289127.0,1970169.0,"68,161,226 ",Europe,16,537,1
7,Turkey,3745657,,33454.0,,3268678,,443525,2658.0,44047.0,393.0,40994845.0,482077.0,"85,037,969 ",Asia,23,"2,542",2
8,Italy,3736526,,113579.0,,3086586,,536361,3603.0,61870.0,1881.0,52480874.0,868989.0,"60,393,047 ",Europe,16,532,1
9,Spain,3347512,,76328.0,,3095922,,175262,2050.0,71576.0,1632.0,43458915.0,929229.0,"46,768,779 ",Europe,14,613,1
10,Germany,2974110,,78689.0,,2661500,"+13,900",233921,4439.0,35410.0,937.0,51559277.0,613868.0,"83,990,855 ",Europe,28,"1,067",2
11,Poland,2528006,,57427.0,,2107776,,362803,3376.0,66853.0,1519.0,12807584.0,338695.0,"37,814,548 ",Europe,15,658,3
12,Colombia,2504206,,65283.0,,2365566,,73357,2603.0,48814.0,1273.0,13174589.0,256812.0,"51,300,574 ",South America,20,786,4
13,Argentina,2497881,,57350.0,,2203926,,236605,3718.0,54880.0,1260.0,9451754.0,207661.0,"45,515,363 ",South America,18,794,5
14,Mexico,2272064,5045.0,207020.0,874.0,1804913,"+2,880",260131,4798.0,17481.0,1593.0,6241611.0,48021.0,"129,976,073 ",North America,57,628,21
15,Iran,2029412,,64039.0,,1693005,,272368,4278.0,23926.0,755.0,13494296.0,159093.0,"84,820,190 ",Asia,42,"1,325",6
16,Ukraine,1841137,17463.0,36779.0,398.0,1405826,"+10,722",398532,177.0,42296.0,845.0,8568004.0,196829.0,"43,530,191 ",Europe,24,"1,184",5
17,Peru,1628519,,54285.0,,1547807,,26427,2313.0,48868.0,1629.0,9876422.0,296366.0,"33,325,110 ",South America,20,614,3
18,Czechia,1577972,4791.0,27734.0,52.0,1448843,380,101395,1287.0,147139.0,2586.0,14230215.0,1326909.0,"10,724,333 ",Europe,7,387,1
19,Indonesia,1558145,,42348.0,,1405659,,110138,,5651.0,154.0,13280778.0,48162.0,"275,751,213 ",Asia,177,"6,512",21
20,South Africa,1556242,,53226.0,,1481637,,21379,546.0,25988.0,889.0,10086459.0,168433.0,"59,884,124 ",Africa,38,"1,125",6
21,Netherlands,1334771,,16731.0,,0,N/A,0,785.0,77765.0,975.0,10795845.0,628976.0,"17,164,165 ",Europe,13,"1,026",2
22,Chile,1060421,,24108.0,,991676,,44637,3075.0,55108.0,1253.0,11751801.0,610715.0,"19,242,680 ",South America,18,798,2
23,Canada,1045278,,23251.0,,954017,,68010,928.0,27509.0,612.0,28725621.0,755993.0,"37,997,200 ",North America,36,"1,634",1
24,Romania,998555,,24867.0,,896573,,77115,1496.0,52176.0,1299.0,7630875.0,398724.0,"19,138,239 ",Europe,19,770,3
25,Belgium,917917,4860.0,23390.0,42.0,59165,263,835362,911.0,78936.0,2011.0,11620846.0,999336.0,"11,628,563 ",Europe,13,497,1
26,Iraq,911376,,14641.0,,804772,,91963,449.0,22275.0,358.0,8428859.0,206013.0,"40,914,153 ",Asia,45,"2,794",5
27,Sweden,857401,,13621.0,,0,N/A,0,377.0,84491.0,1342.0,7530772.0,742105.0,"10,147,848 ",Europe,12,745,1
28,Philippines,840554,,14520.0,,647683,,178351,785.0,7593.0,131.0,10632956.0,96049.0,"110,703,120 ",Asia,132,"7,624",10
29,Israel,835674,,6280.0,,825195,,4199,270.0,90858.0,683.0,13729129.0,1492688.0,"9,197,590 ",Asia,11,"1,465",1
30,Portugal,826327,,16904.0,,783523,,25900,128.0,81222.0,1662.0,9363361.0,920350.0,"10,173,697 ",Europe,12,602,1
31,Pakistan,715968,5139.0,15329.0,100.0,627561,"+1,772",73078,4204.0,3194.0,68.0,10688894.0,47679.0,"224,183,472 ",Asia,313,"14,625",21
32,Hungary,705815,,22966.0,,420275,,262574,1364.0,73207.0,2382.0,4861310.0,504214.0,"9,641,368 ",Europe,14,420,2
33,Bangladesh,673594,,9584.0,,568541,,95469,,4059.0,58.0,4915758.0,29621.0,"165,953,360 ",Asia,246,"17,316",34
34,Jordan,659250,,7646.0,,581170,,70434,729.0,64122.0,744.0,6269269.0,609782.0,"10,281,166 ",Asia,16,"1,345",2
35,Serbia,636418,,5659.0,,545508,,85251,264.0,73066.0,650.0,3563364.0,409106.0,"8,710,121 ",Europe,14,"1,539",2
36,Switzerland,617543,,10450.0,,557566,,49527,189.0,70954.0,1201.0,6339396.0,728379.0,"8,703,430 ",Europe,14,833,1
37,Austria,571616,,9624.0,,529191,,32801,580.0,63190.0,1064.0,26161838.0,2892073.0,"9,046,051 ",Europe,16,940,0
38,Morocco,500948,,8885.0,,487414,,4649,239.0,13449.0,239.0,6079500.0,163220.0,"37,247,332 ",Africa,74,"4,192",6
39,Japan,496206,,9334.0,,458840,,28032,483.0,3933.0,74.0,10317762.0,81772.0,"126,176,770 ",Asia,254,"13,518",12
40,Lebanon,491928,,6592.0,,398699,,86637,853.0,72323.0,969.0,3674827.0,540275.0,"6,801,775 ",Asia,14,"1,032",2
41,UAE,480006,,1526.0,,464971,,13509,,48085.0,153.0,39784257.0,3985448.0,"9,982,380 ",Asia,21,"6,542",0
42,Saudi Arabia,396758,,6737.0,,382198,,7823,898.0,11262.0,191.0,15676905.0,444980.0,"35,230,579 ",Asia,89,"5,229",2
43,Bulgaria,370179,,14308.0,,284869,,71002,812.0,53588.0,2071.0,2257555.0,326808.0,"6,907,899 ",Europe,19,483,3
44,Slovakia,369393,,10411.0,,255300,,103682,545.0,67634.0,1906.0,2420747.0,443223.0,"5,461,686 ",Europe,15,525,2
45,Panama,358098,,6156.0,,347483,,4459,105.0,82002.0,1410.0,2225209.0,509555.0,"4,366,967 ",North America,12,709,2
46,Malaysia,357607,,1313.0,,341489,,14805,169.0,10941.0,40.0,8104421.0,247955.0,"32,685,088 ",Asia,91,"24,893",4
47,Ecuador,342678,,17158.0,,290314,,35206,602.0,19199.0,961.0,1183906.0,66329.0,"17,848,997 ",South America,52,"1,040",15
48,Belarus,333430,,2334.0,,323748,,7348,,35295.0,247.0,5516682.0,583966.0,"9,446,919 ",Europe,28,"4,048",2
49,Greece,290964,,8758.0,,245351,,36855,790.0,28021.0,843.0,6994041.0,673565.0,"10,383,622 ",Europe,36,"1,186",1
50,Croatia,288364,,6235.0,,268929,,13200,175.0,70580.0,1526.0,1619663.0,396427.0,"4,085,651 ",Europe,14,655,3
51,Georgia,287689,506.0,3869.0,11.0,276711,285,7109,,72225.0,971.0,3646580.0,915480.0,"3,983,242 ",Asia,14,"1,030",1
52,Azerbaijan,281387,,3846.0,,247459,,30082,,27561.0,377.0,2990285.0,292889.0,"10,209,606 ",Asia,36,"2,655",3
53,Bolivia,280649,1442.0,12428.0,16.0,230021,985,38200,71.0,23793.0,1054.0,976539.0,82789.0,"11,795,501 ",South America,42,949,12
54,Nepal,279388,,3038.0,,273735,,2615,,9458.0,103.0,2306244.0,78074.0,"29,539,173 ",Asia,106,"9,723",13
55,Tunisia,268837,,9179.0,,223391,,36267,392.0,22565.0,770.0,1168876.0,98111.0,"11,913,868 ",Africa,44,"1,298",10
