#,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,1205755,North America,North America,,3872.0,171.0,,19376.0,,2070299,124899.0,739645.0,,
,485681,South America,South America,,533.0,30.0,,11321.0,,878477,40111.0,352685.0,,
,858975,Europe,Europe,,,,,8766.0,,2019781,173726.0,987080.0,,
,413804,Asia,Asia,,3558.0,63.0,,13593.0,,1140355,30840.0,695711.0,,
,81150,Africa,Africa,,189.0,,,344.0,,148964,4245.0,63569.0,,
,486,Australia/Oceania,Oceania,,7.0,,,3.0,,8811,125.0,8200.0,,
,3045906,All,World,48.0,8159.0,264.0,,53407.0,,6267408,373961.0,2847541.0,,804.0
1,1131108,North America,USA,321.0,,,"330,843,477 ",17075.0,53417.0,1837170,106195.0,599867.0,17672567.0,5553.0
2,279096,South America,Brazil,138.0,143.0,27.0,"212,434,518 ",8318.0,4378.0,514992,29341.0,206555.0,930013.0,2424.0
3,229267,Europe,Russia,32.0,,,"145,929,507 ",2300.0,72933.0,405843,4693.0,171883.0,10643124.0,2781.0
4,62424,Europe,Spain,580.0,,,"46,753,345 ",617.0,86921.0,286509,27127.0,196958.0,4063843.0,6128.0
5,0,Europe,UK,567.0,,,"67,856,881 ",1559.0,63158.0,274762,38489.0,0.0,4285738.0,4049.0
6,42075,Europe,Italy,553.0,,,"60,468,778 ",435.0,64144.0,232997,33415.0,157507.0,3878739.0,3853.0
7,93359,Asia,India,4.0,13.0,,"1,378,863,296 ",8944.0,2783.0,190622,5408.0,91855.0,3837207.0,138.0
8,91725,Europe,France,441.0,,,"65,261,942 ",1319.0,21217.0,188882,28802.0,68355.0,1384633.0,2894.0
9,9689,Europe,Germany,103.0,,,"83,762,346 ",702.0,47193.0,183494,8605.0,165200.0,3952971.0,2191.0
10,92762,South America,Peru,137.0,,,"32,932,217 ",988.0,32153.0,164476,4506.0,67208.0,1058874.0,4994.0
11,31429,Asia,Turkey,54.0,,,"84,262,291 ",648.0,24201.0,163942,4540.0,127973.0,2039194.0,1946.0
12,24821,Asia,Iran,93.0,,,"83,900,826 ",2527.0,11155.0,151466,7797.0,118848.0,935894.0,1805.0
13,55907,South America,Chile,55.0,,,"19,102,509 ",1383.0,30490.0,99688,1054.0,42727.0,582440.0,5219.0
14,34773,North America,Canada,193.0,,,"37,714,510 ",1641.0,44169.0,90947,7295.0,48879.0,1665831.0,2411.0
15,16408,North America,Mexico,77.0,3152.0,151.0,"128,818,338 ",378.0,2104.0,90664,9930.0,64326.0,270992.0,704.0
16,22316,Asia,Saudi Arabia,14.0,,,"34,766,601 ",384.0,23666.0,85261,503.0,62442.0,822769.0,2452.0
17,44834,Asia,Pakistan,7.0,2964.0,60.0,"220,509,385 ",111.0,2545.0,72460,1543.0,26083.0,561136.0,329.0
18,33027,Europe,Belgium,817.0,,,"11,585,527 ",168.0,74791.0,58381,9467.0,15887.0,866497.0,5039.0
19,26582,Asia,Qatar,13.0,,,"2,876,776 ",232.0,77194.0,56910,38.0,30290.0,222069.0,19783.0
20,36722,Asia,Bangladesh,4.0,,,"164,551,275 ",1.0,1877.0,47153,650.0,9781.0,308940.0,287.0
21,0,Europe,Netherlands,348.0,,,"17,131,835 ",159.0,20380.0,46442,5956.0,0.0,349150.0,2711.0
