#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,27752890,21646.0,584846.0,1231.0,17003703.0,"+12,594",10164341,36169.0,,,,,,North America,"
",,
,Asia,21983563,5937.0,355739.0,84.0,20395159.0,"+6,049",1232665,24329.0,,,,,,Asia,"
",,
,South America,14583895,2091.0,387297.0,25.0,12867944.0,669,1328654,19038.0,,,,,,South America,"
",,
,Europe,27348430,9396.0,624013.0,219.0,14825856.0,"+1,615",11898561,29506.0,,,,,,Europe,"
",,
,Africa,3251235,,78413.0,,2661465.0,,511357,2644.0,,,,,,Africa,"
",,
,Oceania,49560,30.0,1071.0,,33761.0,17,14728,18.0,,,,,,Australia/Oceania,"
",,
,World,94970294,39100.0,2031394.0,1559.0,67788594.0,"+20,944",25150306,111704.0,12184.0,260.6,,,,All,"
",,
1,USA,24306043,,405261.0,,14343644.0,,9557138,28850.0,73198.0,1220.0,283753126.0,854521.0,"332,060,944 ",North America,14,819,1
2,India,10558710,,152311.0,,10196885.0,701,209514,8944.0,7611.0,110.0,186544868.0,134458.0,"1,387,382,566 ",Asia,131,"9,109",7
3,Brazil,8456705,,209350.0,,7388784.0,,858571,8318.0,39632.0,981.0,28600000.0,134032.0,"213,382,578 ",South America,25,"1,019",7
4,Russia,3544623,,65085.0,,2936991.0,,542547,2300.0,24283.0,446.0,96200000.0,659045.0,"145,968,697 ",Europe,41,"2,243",2
5,UK,3357361,,88590.0,,1519106.0,,1749665,3789.0,49315.0,1301.0,63139169.0,927419.0,"68,080,521 ",Europe,20,768,1
6,France,2894347,,70142.0,,208071.0,,2616134,2740.0,44288.0,1073.0,39548718.0,605160.0,"65,352,445 ",Europe,23,932,2
7,Turkey,2380665,,23832.0,,2254052.0,,102781,2265.0,28063.0,281.0,27223445.0,320909.0,"84,832,278 ",Asia,36,"3,560",3
8,Italy,2368733,,81800.0,,1729216.0,,557717,2520.0,39209.0,1354.0,28994914.0,479944.0,"60,413,129 ",Europe,26,739,2
9,Spain,2252164,,53314.0,,0.0,N/A,0,2953.0,48160.0,1140.0,28775103.0,615317.0,"46,764,686 ",Europe,21,877,2
10,Germany,2038645,,47121.0,,1657900.0,,333624,5074.0,24290.0,561.0,36353196.0,433136.0,"83,930,260 ",Europe,41,"1,781",2
11,Colombia,1891034,,48256.0,,1711924.0,,130854,3482.0,36950.0,943.0,9078811.0,177398.0,"51,177,656 ",South America,27,"1,061",6
12,Argentina,1791979,,45295.0,,1573104.0,,173580,3578.0,39452.0,997.0,5511604.0,121344.0,"45,421,405 ",South America,25,"1,003",8
13,Mexico,1630258,20523.0,140241.0,1219.0,1212403.0,"+12,593",277614,5174.0,12572.0,1082.0,4100111.0,31620.0,"129,669,070 ",North America,80,925,32
14,Poland,1429612,,33213.0,,1173087.0,,223312,1608.0,37797.0,878.0,8014701.0,211895.0,"37,823,912 ",Europe,26,"1,139",5
15,South Africa,1325659,,36851.0,,1083978.0,,204830,546.0,22200.0,617.0,7558774.0,126582.0,"59,714,562 ",Africa,45,"1,620",8
16,Iran,1324395,,56717.0,,1113224.0,,154454,4393.0,15659.0,671.0,8475495.0,100211.0,"84,576,397 ",Asia,64,"1,491",10
17,Ukraine,1154692,,20686.0,,857183.0,,276823,177.0,26490.0,475.0,5934439.0,136144.0,"43,589,461 ",Europe,38,"2,107",7
18,Peru,1060567,,38770.0,,980000.0,,41797,1639.0,31925.0,1167.0,5844283.0,175922.0,"33,220,925 ",South America,31,857,6
19,Netherlands,906956,,12965.0,,0.0,N/A,0,671.0,52866.0,756.0,6352647.0,370296.0,"17,155,592 ",Europe,19,"1,323",3
20,Indonesia,896642,,25767.0,,727358.0,,143517,,3259.0,94.0,8269701.0,30061.0,"275,095,699 ",Asia,307,"10,676",33
21,Czechia,889159,5199.0,14338.0,67.0,726409.0,184,148412,1122.0,82945.0,1338.0,5438980.0,507375.0,"10,719,841 ",Europe,12,748,2
22,Canada,702183,,17865.0,,608085.0,,76233,897.0,18516.0,471.0,16486584.0,434747.0,"37,922,237 ",North America,54,"2,123",2
23,Romania,691488,,17164.0,,620058.0,,54266,1089.0,36077.0,895.0,5153025.0,268846.0,"19,167,182 ",Europe,28,"1,117",4
24,Belgium,677209,2120.0,20396.0,44.0,46959.0,,609854,343.0,58294.0,1756.0,7571370.0,651741.0,"11,617,151 ",Europe,17,570,2
25,Chile,665493,,17435.0,,622321.0,,25737,1044.0,34651.0,908.0,7200836.0,374936.0,"19,205,510 ",South America,29,"1,102",3
26,Iraq,607587,,12935.0,,567898.0,,26754,134.0,14925.0,318.0,5082996.0,124862.0,"40,708,972 ",Asia,67,"3,147",8
27,Israel,543499,,3959.0,,455929.0,,83611,1184.0,59091.0,430.0,9419236.0,1024098.0,"9,197,590 ",Asia,17,"2,323",1
28,Portugal,539416,,8709.0,,402542.0,,128165,638.0,52986.0,855.0,6247758.0,613704.0,"10,180,410 ",Europe,19,"1,169",2
