#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,41259846,13806.0,927572.0,268.0,34632064,"+6,891",5700210,11723.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,58448359,25790.0,833912.0,198.0,55290701,"+23,944",2323746,29357.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,34364374,1367.0,1047472.0,30.0,31775861,"+1,715",1541041,27494.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,49422521,2190.0,1117056.0,18.0,46047603,"+1,395",2257862,6288.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,6168147,,155886.0,,5347021,,665240,4408.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,85319,119.0,1343.0,,71456,6,12520,51.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,189749287,43272.0,4083256.0,514.0,173165412,"+33,951",12500619,79321.0,24343.0,523.8,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34887155,,624214.0,,29341913,,4921028,4762.0,104762.0,1874.0,515212026.0,1547119.0,"333,013,743 ",North America,10,533,1,,,"14,777",Dummy,Dummy
2,India,31026829,954.0,412563.0,,30183876,"+7,570",430390,8944.0,22257.0,296.0,440023239.0,315644.0,"1,394,049,821 ",Asia,45,"3,379",3,0.7,,309,Dummy,Dummy
3,Brazil,19262518,,539050.0,,17917189,,806279,8318.0,89959.0,2517.0,54204686.0,253146.0,"214,124,538 ",South America,11,397,4,,,"3,765",Dummy,Dummy
4,Russia,5882295,,146069.0,,5278976,,457250,2300.0,40290.0,1000.0,157300000.0,1077402.0,"145,999,368 ",Europe,25,"1,000",1,,,"3,132",Dummy,Dummy
5,France,5833341,,111429.0,,5654886,,67026,914.0,89163.0,1703.0,97683753.0,1493104.0,"65,423,274 ",Europe,11,587,1,,,"1,024",Dummy,Dummy
6,Turkey,5507455,,50415.0,,5370178,,86862,684.0,64582.0,591.0,64177452.0,752564.0,"85,278,355 ",Asia,15,"1,692",1,,,"1,019",Dummy,Dummy
7,UK,5281098,,128593.0,,4380030,,772475,545.0,77372.0,1884.0,229130661.0,3356953.0,"68,255,544 ",Europe,13,531,0,,,"11,317",Dummy,Dummy
8,Argentina,4719952,,100695.0,,4345549,,273708,5013.0,103451.0,2207.0,18011294.0,394767.0,"45,625,170 ",South America,10,453,3,,,"5,999",Dummy,Dummy
9,Colombia,4583442,,114833.0,,4335929,,132680,8155.0,89095.0,2232.0,21345447.0,414924.0,"51,444,225 ",South America,11,448,2,,,"2,579",Dummy,Dummy
10,Italy,4278319,,127840.0,,4109579,,40900,153.0,70869.0,2118.0,74176895.0,1228713.0,"60,369,577 ",Europe,14,472,1,,,677,Dummy,Dummy
11,Spain,4069162,,81084.0,,3658050,,330028,838.0,86997.0,1734.0,54183930.0,1158431.0,"46,773,562 ",Europe,11,577,1,,,"7,056",Dummy,Dummy
12,Germany,3748367,,91863.0,,3638200,800,18304,396.0,44591.0,1093.0,65247345.0,776184.0,"84,061,671 ",Europe,22,915,1,,,218,Dummy,Dummy
13,Iran,3464055,,86592.0,,3086017,,291446,4064.0,40703.0,1017.0,24671220.0,289891.0,"85,105,104 ",Asia,25,983,3,,,"3,425",Dummy,Dummy
14,Poland,2881151,,75191.0,,2652655,,153305,62.0,76214.0,1989.0,18000131.0,476149.0,"37,803,604 ",Europe,13,503,2,,,"4,055",Dummy,Dummy
15,Indonesia,2726803,,70192.0,,2176412,,480199,,9861.0,254.0,22643935.0,81890.0,"276,517,296 ",Asia,101,"3,939",12,,,"1,737",Dummy,Dummy
16,Mexico,2629648,12821.0,235740.0,233.0,2068175,"+6,580",325733,4798.0,20176.0,1809.0,7861968.0,60321.0,"130,334,860 ",North America,50,553,17,98,2,"2,499",Dummy,Dummy
17,South Africa,2253240,,65972.0,,1982122,,0,546.0,37503.0,1098.0,14100628.0,234689.0,"60,082,288 ",Africa,27,911,4,,,"3,414",Dummy,Dummy
18,Ukraine,2243605,737.0,52702.0,17.0,2180281,616,10622,177.0,51623.0,1213.0,11120046.0,255863.0,"43,460,924 ",Europe,19,825,4,17,0.4,244,Dummy,Dummy
