#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,34096943,2971.0,777610.0,266.0,23984373,"+3,773",9334960,19642.0,,,,,,North America,"
",,
,Asia,25553037,3520.0,404234.0,52.0,23972521,"+4,457",1176282,22249.0,,,,,,Asia,"
",,
,South America,18630122,323.0,481492.0,16.0,16772845,809,1375785,18835.0,,,,,,South America,"
",,
,Europe,35143993,21830.0,835672.0,597.0,24660351,"+19,006",9647970,26274.0,,,,,,Europe,"
",,
,Africa,3993395,,105900.0,,3555476,,332019,2498.0,,,,,,Africa,"
",,
,Oceania,51753,108.0,1093.0,,34326,1,16334,3.0,,,,,,Australia/Oceania,"
",,
,World,117469964,28752.0,2606016.0,931.0,92980598,"+28,046",21883350,89501.0,15070.0,334.3,,,,All,"
",,
1,USA,29696250,,537838.0,,20336656,,8821756,13111.0,89359.0,1618.0,369210234.0,1110989.0,"332,325,610 ",North America,11,618,1
2,India,11229398,127.0,157890.0,,10882798,"+1,918",188710,8944.0,8083.0,114.0,221968271.0,159777.0,"1,389,234,581 ",Asia,124,"8,799",6
3,Brazil,11019344,,265500.0,,9757178,,996666,8318.0,51591.0,1243.0,28600000.0,133902.0,"213,588,678 ",South America,19,804,7
4,Russia,4333029,10253.0,89473.0,379.0,3922246,"+10,322",321310,2300.0,29683.0,613.0,113500000.0,777519.0,"145,977,217 ",Europe,34,"1,632",1
5,UK,4218520,,124501.0,,3199565,,894454,1542.0,61919.0,1827.0,94197029.0,1382625.0,"68,129,139 ",Europe,16,547,1
6,France,3904233,,88574.0,,265295,,3550364,3743.0,59723.0,1355.0,54979855.0,841029.0,"65,372,120 ",Europe,17,738,1
7,Spain,3149012,,71138.0,,2744664,,333210,2571.0,67334.0,1521.0,39313189.0,840615.0,"46,767,152 ",Europe,15,657,1
8,Italy,3067486,,99785.0,,2494839,,472862,2605.0,50785.0,1652.0,42342845.0,701029.0,"60,401,031 ",Europe,20,605,1
9,Turkey,2780417,,29030.0,,2623924,,127463,1261.0,32728.0,342.0,34122851.0,401652.0,"84,956,188 ",Asia,31,"2,926",2
10,Germany,2508655,,72532.0,,2310900,"+6,600",125223,2848.0,29877.0,864.0,45114160.0,537286.0,"83,966,763 ",Europe,33,"1,158",2
11,Colombia,2276656,,60503.0,,2177199,,38954,1982.0,44421.0,1181.0,11717598.0,228628.0,"51,251,703 ",South America,23,847,4
12,Argentina,2149636,,52880.0,,1945816,,150940,3467.0,47268.0,1163.0,7720598.0,169766.0,"45,478,006 ",South America,21,860,6
13,Mexico,2128600,2734.0,190604.0,247.0,1670431,"+3,773",267565,4798.0,16392.0,1468.0,5619656.0,43277.0,"129,854,012 ",North America,61,681,23
14,Poland,1794914,,45285.0,,1482568,,267061,1769.0,47462.0,1197.0,10242519.0,270835.0,"37,818,271 ",Europe,21,835,4
15,Iran,1689692,,60687.0,,1442198,,186807,3795.0,19944.0,716.0,11274630.0,133076.0,"84,723,260 ",Asia,50,"1,396",8
16,South Africa,1521068,,50678.0,,1440874,,29516,546.0,25429.0,847.0,9255492.0,154731.0,"59,816,708 ",Africa,39,"1,180",6
17,Ukraine,1406800,5572.0,27128.0,106.0,1198254,"+1,734",181418,177.0,32300.0,623.0,7062386.0,162153.0,"43,553,756 ",Europe,31,"1,605",6
18,Indonesia,1379662,,37266.0,,1194656,,147740,,5008.0,135.0,11168525.0,40540.0,"275,490,587 ",Asia,200,"7,393",25
19,Peru,1371176,,47854.0,,1276245,,47077,2184.0,41197.0,1438.0,7917284.0,237873.0,"33,283,687 ",South America,24,696,4
20,Czechia,1325291,3923.0,21882.0,91.0,1135251,177,168158,1728.0,123599.0,2041.0,8752503.0,816271.0,"10,722,547 ",Europe,8,490,1
21,Netherlands,1120075,,15833.0,,0,N/A,0,542.0,65270.0,923.0,6970400.0,406183.0,"17,160,756 ",Europe,15,"1,084",2
22,Canada,886574,,22239.0,,834067,,30268,549.0,23351.0,586.0,25159921.0,662672.0,"37,967,395 ",North America,43,"1,707",2
23,Chile,855785,,21077.0,,805717,,28991,1777.0,44507.0,1096.0,9721537.0,505595.0,"19,227,901 ",South America,22,912,2
24,Romania,828283,,20900.0,,754335,,53048,1093.0,43253.0,1091.0,7128270.0,372238.0,"19,149,746 ",Europe,23,916,3
25,Portugal,810094,,16540.0,,731567,,61987,354.0,79605.0,1625.0,8345773.0,820113.0,"10,176,366 ",Europe,13,615,1
26,Israel,801575,,5891.0,,758766,,36918,712.0,87151.0,640.0,12374804.0,1345440.0,"9,197,590 ",Asia,11,"1,561",1
27,Belgium,787891,2082.0,22261.0,21.0,53517,173,712113,416.0,67781.0,1915.0,9775014.0,840932.0,"11,624,025 ",Europe,15,522,1
28,Iraq,726548,,13572.0,,660541,,52435,438.0,17793.0,332.0,7123762.0,174463.0,"40,832,575 ",Asia,56,"3,009",6
29,Sweden,684961,,13003.0,,0,N/A,0,231.0,67536.0,1282.0,6139911.0,605384.0,"10,142,180 ",Europe,15,780,2
30,Philippines,594412,,12516.0,,545853,,36043,785.0,5376.0,113.0,9036220.0,81723.0,"110,571,603 ",Asia,186,"8,834",12
31,Pakistan,592100,1592.0,13227.0,22.0,560458,"+1,210",18415,1609.0,2646.0,59.0,9246827.0,41318.0,"223,796,108 ",Asia,378,"16,920",24
32,Switzerland,562290,,10048.0,,518582,,33660,163.0,64648.0,1155.0,5198760.0,597714.0,"8,697,732 ",Europe,15,866,2
33,Bangladesh,550330,,8462.0,,503003,,38865,,3319.0,51.0,4146205.0,25006.0,"165,805,536 ",Asia,301,"19,594",40
34,Morocco,486223,,8682.0,,472240,,5301,244.0,13068.0,233.0,5729423.0,153984.0,"37,207,897 ",Africa,77,"4,286",6
35,Serbia,485439,,4562.0,,400347,,80530,171.0,55713.0,524.0,3041684.0,349086.0,"8,713,279 ",Europe,18,"1,910",3
