#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,39843908,7514.0,894794.0,29.0,32704357,"+2,532",6244757,13724.0,,,,,,North America,"
",,,,,
,Asia,51493219,10792.0,690834.0,140.0,47648045,"+19,206",3154340,29644.0,,,,,,Asia,"
",,,,,
,South America,28976319,3439.0,784406.0,115.0,26157729,"+2,307",2034184,30408.0,,,,,,South America,"
",,,,,
,Europe,46663614,3703.0,1073342.0,171.0,43644921,"+12,447",1945351,14242.0,,,,,,Europe,"
",,,,,
,Africa,4895695,,131317.0,,4417089,,347289,2407.0,,,,,,Africa,"
",,,,,
,Oceania,68659,14.0,1252.0,,66196,1,1211,4.0,,,,,,Australia/Oceania,"
",,,,,
,World,171942135,25462.0,3575960.0,455.0,154639043,"+36,493",13727132,90429.0,22059.0,458.8,,,,All,"
",,,,,
1,USA,34136738,,610436.0,,27940918,,5585384,5953.0,102580.0,1834.0,480948786.0,1445242.0,"332,780,837 ",North America,10,545,1,,,"16,784"
2,India,28307832,949.0,335114.0,,26179085,"+8,093",1793633,8944.0,20330.0,241.0,346792257.0,249057.0,"1,392,420,048 ",Asia,49,"4,155",4,0.7,,"1,288"
3,Brazil,16625572,,465312.0,,15068146,,1092114,8318.0,77710.0,2175.0,49548110.0,231595.0,"213,943,170 ",South America,13,460,4,,,"5,105"
4,France,5677172,,109662.0,,5353638,,213872,2825.0,86799.0,1677.0,85454984.0,1306532.0,"65,405,960 ",Europe,12,596,1,,,"3,270"
5,Turkey,5256516,,47656.0,,5124081,,84779,1241.0,61718.0,560.0,54362791.0,638291.0,"85,169,314 ",Asia,16,"1,787",2,,,995
6,Russia,5081417,,121873.0,,4693579,,265965,2300.0,34806.0,835.0,138500000.0,948683.0,"145,991,871 ",Europe,29,"1,198",1,,,"1,822"
7,UK,4490438,,127782.0,,4291487,,71169,120.0,65830.0,1873.0,184054007.0,2698234.0,"68,212,761 ",Europe,15,534,0,,,"1,043"
8,Italy,4220304,,126221.0,,3868332,,225751,989.0,69895.0,2090.0,66394073.0,1099600.0,"60,380,223 ",Europe,14,478,1,,,"3,739"
9,Argentina,3817139,,78733.0,,3381337,,357069,7417.0,83754.0,1728.0,14067367.0,308662.0,"45,575,361 ",South America,12,579,3,,,"7,835"
10,Germany,3692908,,89316.0,,3498400,,105192,2289.0,43948.0,1063.0,60408571.0,718897.0,"84,029,548 ",Europe,23,941,1,,,"1,252"
11,Spain,3682778,,79983.0,,3455123,,147672,1285.0,78740.0,1710.0,49708830.0,1062804.0,"46,771,392 ",Europe,13,585,1,,,"3,157"
12,Colombia,3432422,,89297.0,,3193406,,149719,6582.0,66806.0,1738.0,17099753.0,332816.0,"51,379,064 ",South America,15,575,3,,,"2,914"
13,Iran,2923823,,80327.0,,2477596,,365900,4064.0,34408.0,945.0,19936548.0,234614.0,"84,975,865  ",Asia,29,"1,058",4,,,"4,306"
14,Poland,2872868,,73856.0,,2640672,,158340,660.0,75985.0,1953.0,15959992.0,422126.0,"37,808,568 ",Europe,13,512,2,,,"4,188"
15,Mexico,2420659,6917.0,223568.0,,1930608,"+2,141",266483,4798.0,18596.0,1717.0,7060910.0,54243.0,"130,172,111 ",North America,54,582,18,53,,"2,047"
16,Ukraine,2206836,2205.0,50857.0,158.0,2062572,"+9,405",93407,177.0,50741.0,1169.0,10207245.0,234691.0,"43,492,344 ",Europe,20,855,4,51,4,"2,148"
17,Peru,1961087,,69342.0,,1720665,,171080,2652.0,58730.0,2077.0,12911851.0,386679.0,"33,391,639 ",South America,17,482,3,,,"5,123"
18,Indonesia,1826527,,50723.0,,1674479,,101325,,6614.0,184.0,16825291.0,60924.0,"276,169,794 ",Asia,151,"5,445",16,,,367
19,South Africa,1669231,,56601.0,,1563719,,48911,546.0,27824.0,943.0,11667916.0,194490.0,"59,992,399 ",Africa,36,"1,060",5,,,815
20,Czechia,1661780,,30119.0,,1621262,,10399,92.0,154913.0,2808.0,24676793.0,2300394.0,"10,727,201 ",Europe,6,356,0,,,969
21,Netherlands,1651780,,17632.0,,1489983,,144165,447.0,96204.0,1027.0,14036639.0,817527.0,"17,169,639 ",Europe,10,974,1,,,"8,397"
22,Chile,1389357,,29344.0,,1315860,,44153,3193.0,72113.0,1523.0,14868570.0,771735.0,"19,266,415 ",South America,14,657,1,,,"2,292"
23,Canada,1383215,,25566.0,,1326485,,31164,1122.0,36357.0,672.0,34790069.0,914444.0,"38,045,067 ",North America,28,"1,488",1,,,819
24,Philippines,1235467,,21012.0,,1161252,,53203,1704.0,11139.0,189.0,13451198.0,121276.0,"110,914,345 ",Asia,90,"5,279",8,,,480
25,Iraq,1205522,,16405.0,,1120799,,68318,417.0,29371.0,400.0,10483971.0,255425.0,"41,045,173 ",Asia,34,"2,502",4,,,"1,664"
26,Romania,1077978,,30353.0,,1040527,,7098,410.0,56380.0,1588.0,9087915.0,475315.0,"19,119,757 ",Europe,18,630,2,,,371
27,Sweden,1068473,,14413.0,,970963,,83097,198.0,105196.0,1419.0,10016375.0,986160.0,"10,156,951 ",Europe,10,705,1,,,"8,181"
28,Belgium,1063499,1498.0,24968.0,13.0,968479,"+3,190",70052,439.0,91398.0,2146.0,14012693.0,1204269.0,"11,635,850 ",Europe,11,466,1,129,1,"6,020"
29,Pakistan,924667,1843.0,20930.0,80.0,848685,"+4,047",55052,3767.0,4113.0,93.0,13316397.0,59235.0,"224,805,602 ",Asia,243,"10,741",17,8,0.4,245
30,Portugal,849538,,17025.0,,809813,,22700,50.0,83539.0,1674.0,11815476.0,1161864.0,"10,169,411 ",Europe,12,597,1,,,"2,232"
31,Israel,839511,,6413.0,,832742,,356,46.0,90018.0,688.0,14739061.0,1580427.0,"9,326,000 ",Asia,11,"1,454",1,,,38
32,Hungary,804712,,29761.0,,703352,,71599,100.0,83495.0,3088.0,5837630.0,605700.0,"9,637,831 ",Europe,12,324,2,,,"7,429"
33,Bangladesh,802305,,12660.0,,742151,,47494,1138.0,4828.0,76.0,5965763.0,35897.0,"166,190,773 ",Asia,207,"13,127",28,,,286
34,Japan,746713,,13048.0,,680621,,53044,1323.0,5921.0,103.0,14453145.0,114597.0,"126,120,950 ",Asia,169,"9,666",9,,,421
35,Jordan,737284,,9472.0,,716960,,10852,637.0,71610.0,920.0,7314157.0,710400.0,"10,295,822 ",Asia,14,"1,087",1,,,"1,054"
