#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,9640528,4245.0,327268.0,181.0,6364844.0,"+5,490",2948416,18201.0,,,,,,North America,"
",,
,Asia,11927955,7874.0,214706.0,53.0,10263777.0,"+7,585",1449472,20954.0,,,,,,Asia,"
",,
,South America,8701475,121.0,272291.0,18.0,7585707.0,420,843477,17583.0,,,,,,South America,"
",,
,Europe,6170904,23673.0,232223.0,399.0,3056617.0,"+12,718",2882064,10675.0,,,,,,Europe,"
",,
,Africa,1593247,,38362.0,,1318297.0,,236588,1685.0,,,,,,Africa,"
",,
,Oceania,33059,25.0,944.0,1.0,29553.0,9,2562,10.0,,,,,,Australia/Oceania,"
",,
,World,38067889,35938.0,1085809.0,652.0,28619454.0,"+26,222",8362626,69112.0,4884.0,139.3,,,,All,"
",,
1,USA,8038037,248.0,220018.0,7.0,5185986.0,"+1,371",2632033,14914.0,24244.0,664.0,119499214.0,360423.0,"331,552,784 ",North America,41,"1,507",3
2,India,7177783,4218.0,109917.0,23.0,6227295.0,"+2,503",840571,8944.0,5187.0,79.0,88945107.0,64275.0,"1,383,826,697 ",Asia,193,"12,590",16
3,Brazil,5103408,,150709.0,,4495269.0,,457430,8318.0,23961.0,708.0,17900000.0,84043.0,"212,986,866 ",South America,42,"1,413",12
4,Russia,1326178,13868.0,22966.0,244.0,1031785.0,"+7,550",271427,2300.0,9086.0,157.0,51364269.0,351925.0,"145,952,340 ",Europe,110,"6,355",3
5,Colombia,919083,,27985.0,,798396.0,,92702,2220.0,18009.0,548.0,4202181.0,82338.0,"51,035,485 ",South America,56,"1,824",12
6,Spain,918223,,33124.0,,0.0,N/A,0,1546.0,19637.0,708.0,14590713.0,312034.0,"46,759,952 ",Europe,51,"1,412",3
7,Argentina,903730,,24186.0,,732582.0,,146962,4287.0,19944.0,534.0,2239514.0,49424.0,"45,312,730 ",South America,50,"1,874",20
8,Peru,851171,,33357.0,,748097.0,,69717,1182.0,25715.0,1008.0,4092566.0,123641.0,"33,100,421 ",South America,39,992,8
9,Mexico,821045,3542.0,83945.0,164.0,597991.0,"+3,811",139109,2379.0,6349.0,649.0,2093408.0,16189.0,"129,313,982 ",North America,157,"1,540",62
10,France,743479,,32779.0,,100828.0,,609872,1448.0,11383.0,502.0,12394558.0,189767.0,"65,314,670 ",Europe,88,"1,993",5
11,South Africa,693359,,17863.0,,624659.0,,50837,546.0,11649.0,300.0,4418418.0,74236.0,"59,518,442 ",Africa,86,"3,332",13
12,UK,617688,,42875.0,,0.0,N/A,0,442.0,9085.0,631.0,27831743.0,409368.0,"67,987,176 ",Europe,110,"1,586",2
13,Iran,504281,,28816.0,,409121.0,,66344,4533.0,5982.0,342.0,4340831.0,51496.0,"84,294,420 ",Asia,167,"2,925",19
14,Chile,482888,,13379.0,,454484.0,,15025,785.0,25200.0,698.0,3729159.0,194607.0,"19,162,518 ",South America,40,"1,432",5
15,Iraq,405437,,9912.0,,340050.0,,55475,489.0,10018.0,245.0,2507551.0,61958.0,"40,471,654 ",Asia,100,"4,083",16
16,Bangladesh,379738,,5555.0,,294391.0,,79792,,2299.0,34.0,2084222.0,12620.0,"165,151,528 ",Asia,435,"29,730",79
17,Italy,359569,,36205.0,,240600.0,,82764,452.0,5950.0,599.0,12650155.0,209314.0,"60,436,357 ",Europe,168,"1,669",5
18,Philippines,342816,,6332.0,,293152.0,,43332,1758.0,3117.0,58.0,4168181.0,37896.0,"109,989,739 ",Asia,321,"17,370",26
19,Saudi Arabia,339615,,5068.0,,325839.0,,8708,842.0,9713.0,145.0,7060483.0,201929.0,"34,965,237 ",Asia,103,"6,899",5
20,Turkey,337147,,8895.0,,295658.0,,32594,1417.0,3985.0,105.0,11731350.0,138678.0,"84,594,371 ",Asia,251,"9,510",7
21,Indonesia,336716,,11935.0,,258519.0,,66262,,1227.0,44.0,3802093.0,13859.0,"274,337,514 ",Asia,815,"22,986",72
