#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,38100655,4628.0,857857.0,459.0,29794466,"+3,067",7448332,17533.0,,,,,,North America,"
",,,,,
,Asia,37995486,21281.0,505171.0,273.0,32579975,"+19,264",4910340,31274.0,,,,,,Asia,"
",,,,,
,South America,24484791,1480.0,659088.0,24.0,22131089,"+1,288",1694614,27657.0,,,,,,South America,"
",,,,,
,Europe,44152306,12536.0,1004957.0,480.0,38891856,"+46,868",4255493,31010.0,,,,,,Europe,"
",,,,,
,Africa,4562512,,121111.0,,4085694,,355707,3798.0,,,,,,Africa,"
",,,,,
,Oceania,62647,26.0,1190.0,,44714,10,16743,7.0,,,,,,Australia/Oceania,"
",,,,,
,World,149359118,39951.0,3149389.0,1236.0,127528500,"+70,497",18681229,111279.0,19161.0,404.0,,,,All,"
",,,,,
1,USA,32927091,,587384.0,,25521913,,6817794,9863.0,99000.0,1766.0,442210652.0,1329575.0,"332,595,570 ",North America,10,566,1,,,"20,499"
2,India,17997267,8630.0,201187.0,22.0,14817371,"+9,667",2978709,8944.0,12937.0,145.0,282703789.0,203220.0,"1,391,123,637 ",Asia,77,"6,915",5,6,0.02,"2,141"
3,Brazil,14446541,,395324.0,,12992442,,1058775,8318.0,67571.0,1849.0,43538104.0,203640.0,"213,798,900 ",South America,15,541,5,,,"4,952"
4,France,5534313,,103603.0,,4441986,,988724,5943.0,84633.0,1584.0,75122498.0,1148799.0,"65,392,188 ",Europe,12,631,1,,,"15,120"
5,Russia,4779425,,108980.0,,4402678,,267767,2300.0,32739.0,747.0,128200000.0,878167.0,"145,985,907 ",Europe,31,"1,340",1,,,"1,834"
6,Turkey,4710582,,39057.0,,4167263,,504262,3549.0,55365.0,459.0,46435343.0,545768.0,"85,082,577 ",Asia,18,"2,178",2,,,"5,927"
7,UK,4409631,,127451.0,,4202311,,79869,227.0,64678.0,1869.0,151605651.0,2223650.0,"68,178,729 ",Europe,15,535,0,,,"1,171"
8,Italy,3981512,,119912.0,,3413451,,448149,2748.0,65931.0,1986.0,57574570.0,953400.0,"60,388,692 ",Europe,15,504,1,,,"7,421"
9,Spain,3496134,,77855.0,,3186967,,231312,2331.0,74752.0,1665.0,46199597.0,987811.0,"46,769,666 ",Europe,13,601,1,,,"4,946"
10,Germany,3326778,,82698.0,,2954000,"+22,600",290080,5049.0,39603.0,984.0,54061332.0,643557.0,"84,003,996 ",Europe,25,"1,016",2,,,"3,453"
11,Argentina,2905172,,62599.0,,2563223,,279350,5134.0,63800.0,1375.0,10887878.0,239106.0,"45,535,740 ",South America,16,727,4,,,"6,135"
12,Colombia,2804881,,72235.0,,2616821,,115825,6006.0,54647.0,1407.0,14541843.0,283316.0,"51,327,231 ",South America,18,711,4,,,"2,257"
13,Poland,2768034,,65897.0,,2467036,,235101,3041.0,73204.0,1743.0,14057613.0,371771.0,"37,812,517 ",Europe,14,574,3,,,"6,218"
14,Iran,2438193,,70532.0,,1907190,,460471,5287.0,28728.0,831.0,15435147.0,181862.0,"84,873,060 ",Asia,35,"1,203",5,,,"5,425"
15,Mexico,2333126,3592.0,215547.0,434.0,1856543,"+2,754",261036,4798.0,17941.0,1658.0,6567070.0,50499.0,"130,042,652 ",North America,56,603,20,28,3,"2,007"
