#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,40003461,1432.0,903164.0,53.0,32999855,"+2,548",6100442,12775.0,,,,,,North America,"
",,,,,
,Asia,52607167,7943.0,714888.0,130.0,49324711,"+13,747",2567568,28452.0,,,,,,Asia,"
",,,,,
,South America,29796980,2832.0,920090.0,58.0,26943195,"+2,152",1933695,30781.0,,,,,,South America,"
",,,,,
,Europe,46928129,2071.0,1079854.0,126.0,44112251,"+13,874",1736024,12071.0,,,,,,Europe,"
",,,,,
,Africa,4976044,,132947.0,,4478777,,364320,2428.0,,,,,,Africa,"
",,,,,
,Oceania,69520,15.0,1254.0,,66935,5,1331,11.0,,,,,,Australia/Oceania,"
",,,,,
,World,174382022,14293.0,3752212.0,367.0,157926430,"+32,326",12703380,86518.0,22372.0,481.4,,,,All,"
",,,,,
1,USA,34227237,,612701.0,,28177659,,5436877,5186.0,102842.0,1841.0,489733608.0,1471500.0,"332,812,597 ",North America,10,543,1,,,"16,336"
2,India,28996949,,351344.0,,27341462,"+4,663",1304143,8944.0,20822.0,252.0,368207596.0,264395.0,"1,392,642,289 ",Asia,48,"3,964",4,,,936
3,Brazil,16985812,,474614.0,,15408401,,1102797,8318.0,79385.0,2218.0,50028915.0,233815.0,"213,967,902 ",South America,13,451,4,,,"5,154"
4,France,5713917,,110062.0,,5425197,,178658,2472.0,87358.0,1683.0,87363010.0,1335656.0,"65,408,321 ",Europe,11,594,1,,,"2,731"
5,Turkey,5293627,,48255.0,,5167350,,78022,1060.0,62143.0,566.0,55673616.0,653568.0,"85,184,183 ",Asia,16,"1,765",2,,,916
