#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,40365944,1588.0,912355.0,63.0,33748664,"+2,919",5704925,11144.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,54610336,14784.0,769807.0,145.0,51989503,"+20,323",1851026,26844.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,31730020,764.0,973747.0,42.0,28772945,"+1,855",1983328,31568.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,47502899,225.0,1093313.0,5.0,45014333,"+2,817",1395253,8419.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,5272941,,138349.0,,4665719,,468873,4276.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,71767,10.0,1266.0,,68203,,2298,10.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,179554628,17371.0,3888852.0,255.0,164260073,"+27,914",11405703,82261.0,23035.0,498.9,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34419838,,617463.0,,28767507,,5034868,3942.0,103398.0,1855.0,500148116.0,1502457.0,"332,886,703 ",North America,10,539,1,,,"15,125",Dummy,Dummy
2,India,29977861,4404.0,389302.0,34.0,28926038,"+12,847",662521,8944.0,21518.0,279.0,394072142.0,282862.0,"1,393,160,854 ",Asia,46,"3,579",4,3,0.02,476,Dummy,Dummy
3,Brazil,17969806,,502817.0,,16288392,,1178597,8318.0,83961.0,2349.0,52820657.0,246796.0,"214,025,610 ",South America,12,426,4,,,"5,507",Dummy,Dummy
4,France,5757798,,110778.0,,5566394,,80626,1655.0,88021.0,1693.0,91168858.0,1393725.0,"65,413,830 ",Europe,11,590,1,,,"1,233",Dummy,Dummy
5,Turkey,5375593,,49236.0,,5237731,,88626,808.0,63080.0,578.0,58773835.0,689681.0,"85,218,878 ",Asia,16,"1,731",1,,,"1,040",Dummy,Dummy
6,Russia,5334204,,129801.0,,4878333,,326070,2300.0,36537.0,889.0,145700000.0,997977.0,"145,995,278 ",Europe,27,"1,125",1,,,"2,233",Dummy,Dummy
7,UK,4640507,,127981.0,,4303996,,208530,223.0,68011.0,1876.0,200024844.0,2931531.0,"68,232,208 ",Europe,15,533,0,,,"3,056",Dummy,Dummy
8,Argentina,4277395,,89490.0,,3910835,,277070,7345.0,93807.0,1963.0,15880194.0,348265.0,"45,598,001 ",South America,11,510,3,,,"6,076",Dummy,Dummy
9,Italy,4253460,,127291.0,,4049316,,76853,385.0,70450.0,2108.0,69997973.0,1159379.0,"60,375,384 ",Europe,14,474,1,,,"1,273",Dummy,Dummy
10,Colombia,3968405,,100582.0,,3685947,,181876,8155.0,77193.0,1957.0,18929047.0,368207.0,"51,408,682 ",South America,13,511,3,,,"3,538",Dummy,Dummy
11,Spain,3764651,,80689.0,,3560034,,123928,793.0,80489.0,1725.0,51240666.0,1095533.0,"46,772,379 ",Europe,12,580,1,,,"2,650",Dummy,Dummy
12,Germany,3730599,,91007.0,,3608100,"+2,900",31492,889.0,44389.0,1083.0,63091197.0,750691.0,"84,044,150 ",Europe,23,923,1,,,375,Dummy,Dummy
13,Iran,3105620,,83101.0,,2760229,,262290,3258.0,36522.0,977.0,22321457.0,262498.0,"85,034,610 ",Asia,27,"1,023",4,,,"3,085",Dummy,Dummy
14,Poland,2878840,,74829.0,,2650648,,153363,242.0,76147.0,1979.0,16990594.0,449412.0,"37,806,312 ",Europe,13,505,2,,,"4,057",Dummy,Dummy
