#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,39940521,3466.0,902061.0,245.0,32850590,"+1,821",6187870,13326.0,,,,,,North America,"
",,,,,
,Asia,52111092,11237.0,704003.0,181.0,48528743,"+20,764",2878346,28978.0,,,,,,Asia,"
",,,,,
,South America,29451286,3000.0,911112.0,68.0,26531870,"+2,198",2008304,30651.0,,,,,,South America,"
",,,,,
,Europe,46821524,3969.0,1077215.0,131.0,43899579,"+18,382",1844730,12764.0,,,,,,Europe,"
",,,,,
,Africa,4939247,,132157.0,,4450077,,357013,2355.0,,,,,,Africa,"
",,,,,
,Oceania,69089,7.0,1252.0,,66602,,1235,4.0,,,,,,Australia/Oceania,"
",,,,,
,World,173333480,21679.0,3727815.0,625.0,156328167,"+43,165",13277498,88078.0,22237.0,478.2,,,,All,"
",,,,,
1,USA,34192023,,612240.0,,28054995,,5524788,5631.0,102741.0,1840.0,483364333.0,1452431.0,"332,796,717 ",North America,10,544,1,,,"16,601"
2,India,28694879,1044.0,344101.0,,26795549,"+8,419",1555229,8944.0,20606.0,247.0,361174142.0,259365.0,"1,392,531,169 ",Asia,49,"4,047",4,0.7,,"1,117"
3,Brazil,16841954,,470968.0,,15239692,,1131294,8318.0,78717.0,2201.0,49842105.0,232955.0,"213,955,536 ",South America,13,454,4,,,"5,288"
4,France,5701029,,109916.0,,5392959,,198154,2571.0,87162.0,1680.0,86268096.0,1318940.0,"65,407,141 ",Europe,11,595,1,,,"3,030"
5,Turkey,5276468,,47976.0,,5147610,,80882,1183.0,61947.0,563.0,55034469.0,646121.0,"85,176,748 ",Asia,16,"1,775",2,,,950
6,Russia,5108129,,123037.0,,4720512,,264580,2300.0,34989.0,843.0,139500000.0,955529.0,"145,992,382 ",Europe,29,"1,187",1,,,"1,812"
7,UK,4506016,,127823.0,,4270560,,107633,134.0,66055.0,1874.0,186643217.0,2736075.0,"68,215,678 ",Europe,15,534,0,,,"1,578"
8,Italy,4227719,,126415.0,,3901112,,200192,836.0,70019.0,2094.0,66938917.0,1108637.0,"60,379,497 ",Europe,14,478,1,,,"3,316"
9,Argentina,3915397,,80411.0,,3465137,,369849,7668.0,85904.0,1764.0,14400158.0,315940.0,"45,578,757 ",South America,12,567,3,,,"8,115"
10,Germany,3704685,,89733.0,,3533900,"+6,900",81052,2036.0,44087.0,1068.0,61380686.0,730446.0,"84,031,739 ",Europe,23,936,1,,,965
11,Spain,3697987,,80196.0,,3471163,,146628,1163.0,79065.0,1715.0,49708830.0,1062801.0,"46,771,540 ",Europe,13,583,1,,,"3,135"
12,Colombia,3518046,,90890.0,,3267100,,160056,6582.0,68466.0,1769.0,17402787.0,338684.0,"51,383,506 ",South America,15,565,3,,,"3,115"
13,Iran,2954309,,80813.0,,2522702,,350794,3852.0,34763.0,951.0,20441555.0,240532.0,"84,984,676 ",Asia,29,"1,052",4,,,"4,128"
14,Poland,2874411,,74101.0,,2643313,,156997,510.0,76026.0,1960.0,16131930.0,426678.0,"37,808,230 ",Europe,13,510,2,,,"4,152"
15,Mexico,2429631,2809.0,228568.0,206.0,1936266,"+1,725",264797,4798.0,18663.0,1756.0,7111318.0,54625.0,"130,183,208 ",North America,54,570,18,22,2,"2,034"
16,Ukraine,2213580,1897.0,51140.0,86.0,2088712,"+8,330",73728,177.0,50898.0,1176.0,10290345.0,236613.0,"43,490,201 ",Europe,20,850,4,44,2,"1,695"
17,Peru,1976166,,185813.0,,0,N/A,0,2651.0,59175.0,5564.0,13076134.0,391555.0,"33,395,404 ",South America,17,180,3,,,"2,087"
18,Indonesia,1843612,,51296.0,,1697543,,94773,,6675.0,186.0,17092957.0,61888.0,"276,193,488 ",Asia,150,"5,384",16,,,343
19,South Africa,1686041,,56832.0,,1570975,,58234,546.0,28101.0,947.0,11800313.0,196677.0,"59,998,528 ",Africa,36,"1,056",5,,,971
20,Czechia,1663363,323.0,30157.0,2.0,1624712,27,8494,58.0,155058.0,2811.0,25544970.0,2381291.0,"10,727,364 ",Europe,6,356,0,30,0.2,792
21,Netherlands,1659399,,17666.0,,1514134,,127599,374.0,96646.0,1029.0,14036639.0,817512.0,"17,169,949 ",Europe,10,972,1,,,"7,432"
22,Chile,1411346,,29696.0,,1333631,,48019,3216.0,73249.0,1541.0,15053577.0,781283.0,"19,267,758 ",South America,14,649,1,,,"2,492"
23,Canada,1389508,,25679.0,,1337254,,26575,981.0,36520.0,675.0,35104681.0,922647.0,"38,047,777 ",North America,27,"1,482",1,,,698
24,Philippines,1255337,,21537.0,,1173006,,60794,1704.0,11317.0,194.0,13620415.0,122788.0,"110,926,301 ",Asia,88,"5,150",8,,,548
25,Iraq,1218524,,16488.0,,1133347,,68689,406.0,29682.0,402.0,10615360.0,258580.0,"41,052,589 ",Asia,34,"2,490",4,,,"1,673"
26,Romania,1078563,,30612.0,,1041924,,6027,341.0,56414.0,1601.0,9168987.0,479582.0,"19,118,710 ",Europe,18,625,2,,,315
27,Sweden,1078062,,14485.0,,987471,,76106,155.0,106135.0,1426.0,10016375.0,986110.0,"10,157,466 ",Europe,9,701,1,,,"7,493"
28,Belgium,1068406,1449.0,25014.0,19.0,971914,,71478,364.0,91817.0,2150.0,14166984.0,1217486.0,"11,636,263 ",Europe,11,465,1,125,2,"6,143"
29,Pakistan,930511,1923.0,21189.0,84.0,860385,"+4,380",48937,3452.0,4139.0,94.0,13471172.0,59914.0,"224,840,817 ",Asia,242,"10,611",17,9,0.4,218
30,Portugal,851461,,17029.0,,810959,,23473,53.0,83730.0,1675.0,11966284.0,1176722.0,"10,169,168 ",Europe,12,597,1,,,"2,308"
31,Israel,839539,,6417.0,,832923,,199,39.0,90021.0,688.0,14739061.0,1580427.0,"9,326,000 ",Asia,11,"1,453",1,,,21
32,Bangladesh,807867,,12758.0,,747758,,47351,1126.0,4861.0,77.0,6021145.0,36227.0,"166,204,212 ",Asia,206,"13,027",28,,,285
33,Hungary,805871,300.0,29842.0,24.0,714329,"+3,224",61700,70.0,83617.0,3096.0,5897459.0,611920.0,"9,637,630 ",Europe,12,323,2,31,2,"6,402"
34,Japan,755065,,13364.0,,695010,,46691,1198.0,5987.0,106.0,14778824.0,117183.0,"126,117,791 ",Asia,167,"9,437",9,,,370
35,Jordan,739015,,9509.0,,719676,,9830,637.0,71772.0,924.0,7375659.0,716316.0,"10,296,651 ",Asia,14,"1,083",1,,,955
36,Serbia,713417,,6900.0,,699568,,6949,29.0,81957.0,793.0,4196260.0,482065.0,"8,704,761 ",Europe,12,"1,262",2,,,798
37,Switzerland,697292,,10831.0,,656591,,29870,107.0,80028.0,1243.0,7799402.0,895135.0,"8,713,100 ",Europe,12,804,1,,,"3,428"
38,Austria,646167,,10631.0,,631138,,4398,118.0,71369.0,1174.0,44110345.0,4871972.0,"9,053,899 ",Europe,14,852,0,,,486
39,Malaysia,603122,,3182.0,,515571,,84369,883.0,18417.0,97.0,12476699.0,380985.0,"32,748,535 ",Asia,54,"10,292",3,,,"2,576"
40,Nepal,581560,,7731.0,,476130,,97699,,19634.0,261.0,3121120.0,105374.0,"29,619,460 ",Asia,51,"3,831",9,,,"3,298"
41,UAE,579009,,1691.0,,558584,,18734,,57897.0,169.0,51237414.0,5123403.0,"10,000,660 ",Asia,17,"5,914",0,,,"1,873"
42,Lebanon,541232,,7752.0,,522465,,11015,109.0,79627.0,1140.0,4413485.0,649317.0,"6,797,121 ",Asia,13,877,2,,,"1,621"
43,Morocco,520769,,9169.0,,508570,,3030,114.0,13956.0,246.0,6550909.0,175561.0,"37,314,253 ",Africa,72,"4,070",6,,,81
44,Saudi Arabia,455418,,7424.0,,438206,,9788,1528.0,12896.0,210.0,19592843.0,554824.0,"35,313,591 ",Asia,78,"4,757",2,,,277
45,Ecuador,430739,,20755.0,,375151,,34833,491.0,24077.0,1160.0,1439532.0,80466.0,"17,890,013 ",South America,42,862,12,,,"1,947"
46,Bulgaria,419337,,17810.0,,385931,,15596,293.0,60774.0,2581.0,2892784.0,419248.0,"6,899,941 ",Europe,16,387,2,,,"2,260"
47,Greece,407857,,12218.0,,377620,,18019,445.0,39308.0,1178.0,9721452.0,936929.0,"10,375,871 ",Europe,25,849,1,,,"1,737"
48,Belarus,398052,,2892.0,,389929,,5231,,42138.0,306.0,6394155.0,676885.0,"9,446,446 ",Europe,24,"3,266",1,,,554
49,Kazakhstan,392884,1189.0,4042.0,20.0,364975,"+1,371",23867,221.0,20696.0,213.0,11575012.0,609726.0,"18,983,943 ",Asia,48,"4,697",2,63,1,"1,257"
50,Slovakia,390223,,12382.0,,376147,,1694,65.0,71442.0,2267.0,2854008.0,522512.0,"5,462,090 ",Europe,14,441,2,,,310
51,Bolivia,383457,3000.0,14900.0,68.0,303358,"+2,198",65199,200.0,32442.0,1261.0,1534746.0,129845.0,"11,819,869 ",South America,31,793,8,254,6,"5,516"
52,Panama,381122,,6389.0,,367549,,7184,105.0,87066.0,1460.0,2701741.0,617207.0,"4,377,367 ",North America,11,685,2,,,"1,641"
53,Paraguay,368183,,9609.0,,301909,,56665,605.0,51042.0,1332.0,1333804.0,184907.0,"7,213,372 ",South America,20,751,5,,,"7,856"
54,Croatia,357197,,8067.0,,347448,,1682,63.0,87510.0,1976.0,2034875.0,498524.0,"4,081,798 ",Europe,11,506,2,,,412
55,Tunisia,352303,,12902.0,,309126,,30275,424.0,29524.0,1081.0,1502976.0,125954.0,"11,932,777 ",Africa,34,925,8,,,"2,537"
56,Georgia,348594,832.0,4893.0,17.0,332304,624,11397,,87541.0,1229.0,5128745.0,1287958.0,"3,982,075 ",Asia,11,814,1,209,4,"2,862"
57,Azerbaijan,334539,,4933.0,,326269,,3337,,32722.0,483.0,3551620.0,347395.0,"10,223,575 ",Asia,31,"2,072",3,,,326
58,Costa Rica,327979,,4153.0,,247905,,75921,520.0,63845.0,808.0,1267269.0,246691.0,"5,137,075 ",North America,16,"1,237",4,,,"14,779"
59,Kuwait,314569,,1787.0,,298485,,14297,151.0,72669.0,413.0,2651652.0,612561.0,"4,328,797 ",Asia,14,"2,422",2,,,"3,303"
60,Palestine,309644,,3511.0,,301544,,4589,22.0,59428.0,674.0,1836142.0,352396.0,"5,210,449 ",Asia,17,"1,484",3,,,881
61,Uruguay,308490,,4516.0,,267776,,36198,532.0,88523.0,1296.0,2350862.0,674592.0,"3,484,864 ",South America,11,772,1,,,"10,387"
62,Dominican Republic,298414,,3646.0,,243692,,51076,428.0,27257.0,333.0,1573448.0,143716.0,"10,948,342 ",North America,37,"3,003",7,,,"4,665"
63,Denmark,285044,,2517.0,,269956,,12571,22.0,49052.0,433.0,57966838.0,9975249.0,"5,811,067 ",Europe,20,"2,309",0,,,"2,163"
64,Lithuania,275915,,4297.0,,258341,,13277,120.0,102685.0,1599.0,3453720.0,1285336.0,"2,687,017 ",Europe,10,625,1,,,"4,941"
65,Ethiopia,272632,,4193.0,,244650,,23789,329.0,2319.0,36.0,2743647.0,23334.0,"117,580,540 ",Africa,431,"28,042",43,,,202
66,Egypt,266350,,15268.0,,195072,,56010,90.0,2558.0,147.0,2869589.0,27563.0,"104,111,544 ",Africa,391,"6,819",36,,,538
67,Ireland,263720,,4941.0,,246146,,12633,28.0,52864.0,990.0,4729538.0,948052.0,"4,988,691 ",Europe,19,"1,010",1,,,"2,532"
68,Guatemala,259954,,8258.0,,237398,,14298,5.0,14267.0,453.0,1445393.0,79327.0,"18,220,742 ",North America,70,"2,206",13,,,785
69,Moldova,255402,,6129.0,,247935,,1338,64.0,63450.0,1523.0,1130087.0,280747.0,"4,025,279 ",Europe,16,657,4,,,332
70,Slovenia,254973,,4385.0,,246764,,3824,59.0,122630.0,2109.0,1294252.0,622475.0,"2,079,203 ",Europe,8,474,2,,,"1,839"
71,Bahrain,248150,,1069.0,,221508,,25573,319.0,141336.0,609.0,4702914.0,2678577.0,"1,755,751 ",Asia,7,"1,642",0,,,"14,565"
72,Honduras,241039,657.0,6454.0,39.0,85977,96,148608,549.0,23984.0,642.0,731682.0,72806.0,"10,049,786 ",North America,42,"1,557",14,65,4,"14,787"
73,Venezuela,239252,,2698.0,,219971,,16583,306.0,8436.0,95.0,3359014.0,118437.0,"28,361,307 ",South America,119,"10,512",8,,,585
74,Armenia,223050,,4452.0,,214059,,4539,,75142.0,1500.0,1096581.0,369422.0,"2,968,368  ",Asia,13,667,3,,,"1,529"
75,Oman,220702,,2385.0,,202021,,16296,264.0,42232.0,456.0,1550000.0,296597.0,"5,225,953 ",Asia,24,"2,191",3,,,"3,118"
76,Qatar,218263,,565.0,,214625,,3073,118.0,77734.0,201.0,2040984.0,726897.0,"2,807,805 ",Asia,13,"4,970",1,,,"1,094"
77,Bosnia and Herzegovina,204304,,9374.0,,176286,,18644,,62633.0,2874.0,986578.0,302455.0,"3,261,901 ",Europe,16,348,3,,,"5,716"
78,Sri Lanka,199254,,1656.0,,164281,,33317,,9269.0,77.0,3474076.0,161613.0,"21,496,273 ",Asia,108,"12,981",6,,,"1,550"
79,Libya,186953,,3137.0,,172916,,10900,,26871.0,451.0,1040843.0,149601.0,"6,957,465 ",Africa,37,"2,218",7,,,"1,567"
80,Thailand,174796,2817.0,1213.0,36.0,124093,"+3,396",49490,1169.0,2498.0,17.0,8124896.0,116133.0,"69,962,009 ",Asia,400,"57,677",9,40,0.5,707
81,Kenya,171942,,3240.0,,117469,,51233,121.0,3134.0,59.0,1826756.0,33298.0,"54,860,740 ",Africa,319,"16,932",30,,,934
82,Nigeria,166730,,2117.0,,162584,,2029,11.0,791.0,10.0,2133061.0,10117.0,"210,834,825 ",Africa,"1,265","99,591",99,,,10
83,North Macedonia,155379,,5442.0,,148910,,1027,25.0,74583.0,2612.0,804728.0,386277.0,"2,083,295 ",Europe,13,383,3,,,493
84,Cuba,146696,,992.0,,139850,,5854,161.0,12959.0,88.0,4417769.0,390255.0,"11,320,215 ",North America,77,"11,412",3,,,517
85,Myanmar,144157,,3221.0,,132415,,8521,,2633.0,59.0,2628246.0,48007.0,"54,746,867 ",Asia,380,"16,997",21,,,156
86,S. Korea,143596,744.0,1971.0,2.0,133763,474,7862,151.0,2799.0,38.0,9945954.0,193840.0,"51,310,021 ",Asia,357,"26,032",5,15,0.04,153
87,Latvia,134421,,2402.0,,127493,,4526,58.0,72004.0,1287.0,2706247.0,1449637.0,"1,866,845 ",Europe,14,777,1,,,"2,424"
88,Albania,132372,,2451.0,,129598,,323,18.0,46044.0,853.0,733694.0,255208.0,"2,874,887 ",Europe,22,"1,173",4,,,112
89,Algeria,130361,,3504.0,,90767,,36090,23.0,2924.0,79.0,230861.0,5179.0,"44,580,305 ",Africa,342,"12,723",193,,,810
90,Estonia,130005,,1260.0,,124161,,4584,12.0,97942.0,949.0,1441234.0,1085789.0,"1,327,361 ",Europe,10,"1,053",1,,,"3,453"
91,Norway,126521,,785.0,,88952,,36784,12.0,23171.0,144.0,5847413.0,1070876.0,"5,460,402 ",Europe,43,"6,956",1,,,"6,737"
92,Kyrgyzstan,106636,413.0,1842.0,5.0,100114,320,4680,86.0,16100.0,278.0,1156573.0,174620.0,"6,623,377 ",Asia,62,"3,596",6,62,0.8,707
