#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,40552789,1661.0,916988.0,44.0,34018050,"+3,404",5617751,10985.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,55559981,13673.0,787300.0,155.0,52950913,"+17,524",1821768,26644.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,32677212,1633.0,997811.0,50.0,29596912,"+2,006",2082489,30706.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,47853821,502.0,1100288.0,10.0,45330574,"+2,729",1422959,7283.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,5486324,,142050.0,,4800359,,543915,4754.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,73834,28.0,1276.0,,68653,1,3905,29.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,182204682,17497.0,3945728.0,259.0,166766167,"+25,664",11492787,80401.0,23375.0,506.2,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34511636,,619595.0,,28962849,,4929192,3836.0,103662.0,1861.0,504736834.0,1516073.0,"332,923,757 ",North America,10,537,1,,,"14,806",Dummy,Dummy
2,India,30316897,897.0,397668.0,,29366601,"+7,393",552628,8944.0,21757.0,285.0,408139287.0,292905.0,"1,393,420,136 ",Asia,46,"3,504",3,0.6,,397,Dummy,Dummy
3,Brazil,18448402,,514202.0,,16673329,,1260871,8318.0,86186.0,2402.0,53209627.0,248580.0,"214,054,464 ",South America,12,416,4,,,"5,890",Dummy,Dummy
4,France,5770530,,111012.0,,5608923,,50595,1304.0,88212.0,1697.0,92869326.0,1419660.0,"65,416,584 ",Europe,11,589,1,,,773,Dummy,Dummy
5,Russia,5472941,,133893.0,,4969340,,369708,2300.0,37487.0,917.0,148900000.0,1019888.0,"145,996,471 ",Europe,27,"1,090",1,,,"2,532",Dummy,Dummy
6,Turkey,5414310,,49634.0,,5280558,,84118,751.0,63521.0,582.0,60328966.0,707786.0,"85,236,225 ",Asia,16,"1,717",1,,,987,Dummy,Dummy
7,UK,4755078,,128103.0,,4319199,,307776,257.0,69683.0,1877.0,209994920.0,3077344.0,"68,239,014 ",Europe,14,533,0,,,"4,510",Dummy,Dummy
8,Argentina,4423636,,93142.0,,4046308,,284186,6869.0,96997.0,2042.0,16502856.0,361858.0,"45,605,925 ",South America,10,490,3,,,"6,231",Dummy,Dummy
9,Italy,4258456,,127500.0,,4076274,,54682,289.0,70535.0,2112.0,71207555.0,1179447.0,"60,373,691 ",Europe,14,474,1,,,906,Dummy,Dummy
10,Colombia,4187194,,105326.0,,3880261,,201607,8155.0,81433.0,2048.0,19695665.0,383042.0,"51,419,049 ",South America,12,488,3,,,"3,921",Dummy,Dummy
11,Spain,3792642,,80789.0,,3591599,,120254,644.0,81087.0,1727.0,52691812.0,1126550.0,"46,772,724 ",Europe,12,579,1,,,"2,571",Dummy,Dummy
12,Germany,3734812,,91336.0,,3622600,"+1,800",20876,736.0,44436.0,1087.0,63813168.0,759235.0,"84,049,260 ",Europe,23,920,1,,,248,Dummy,Dummy
13,Iran,3180092,,83985.0,,2848042,,248065,3185.0,37389.0,987.0,23308926.0,274045.0,"85,055,171 ",Asia,27,"1,013",4,,,"2,917",Dummy,Dummy
14,Poland,2879689,,74979.0,,2651681,,153029,163.0,76171.0,1983.0,17280059.0,457078.0,"37,805,522 ",Europe,13,504,2,,,"4,048",Dummy,Dummy
15,Mexico,2507453,1661.0,232608.0,44.0,1994014,"+3,404",280831,4798.0,19248.0,1786.0,7459703.0,57263.0,"130,271,980 ",North America,52,560,17,13,0.3,"2,156",Dummy,Dummy
16,Ukraine,2234463,182.0,52300.0,5.0,2164374,582,17789,177.0,51399.0,1203.0,10817822.0,248840.0,"43,473,063 ",Europe,19,831,4,4,0.1,409,Dummy,Dummy
17,Indonesia,2135998,,57561.0,,1859961,,0,,7728.0,208.0,19637392.0,71051.0,"276,383,034 ",Asia,129,"4,802",14,,,790,Dummy,Dummy
18,Peru,2049567,,192163.0,,0,N/A,0,2422.0,61317.0,5749.0,14102037.0,421894.0,"33,425,530 ",South America,16,174,2,,,"4,091",Dummy,Dummy
19,South Africa,1941119,,60038.0,,1723882,,157199,546.0,32326.0,1000.0,13011903.0,216693.0,"60,047,558 ",Africa,31,"1,000",5,,,"2,618",Dummy,Dummy
20,Netherlands,1683828,,17741.0,,1626958,,39129,153.0,98054.0,1033.0,14730069.0,857774.0,"17,172,428 ",Europe,10,968,1,,,"2,279",Dummy,Dummy
21,Czechia,1667115,157.0,30298.0,,1635407,16,1410,7.0,155389.0,2824.0,29083531.0,2710826.0,"10,728,662 ",Europe,6,354,0,15,,131,Dummy,Dummy
22,Chile,1551137,,32454.0,,1489537,,29146,3050.0,80459.0,1683.0,16908987.0,877090.0,"19,278,506 ",South America,12,594,1,,,"1,512",Dummy,Dummy
23,Canada,1414134,,26238.0,,1380108,,7788,466.0,37146.0,689.0,36643986.0,962556.0,"38,069,453 ",North America,27,"1,451",1,,,205,Dummy,Dummy
24,Philippines,1403588,,24456.0,,1327103,,52029,1957.0,12642.0,220.0,14833058.0,133605.0,"111,021,950 ",Asia,79,"4,540",7,,,469,Dummy,Dummy
25,Iraq,1332046,,17121.0,,1235923,,79002,577.0,32400.0,416.0,11622420.0,282702.0,"41,111,918 ",Asia,31,"2,401",4,,,"1,922",Dummy,Dummy
26,Sweden,1088896,,14584.0,,1054558,,19754,55.0,107158.0,1435.0,10828578.0,1065638.0,"10,161,588 ",Europe,9,697,1,,,"1,944",Dummy,Dummy
27,Belgium,1083478,94.0,25168.0,3.0,1025525,,32785,175.0,93086.0,2162.0,15135857.0,1300380.0,"11,639,563 ",Europe,11,462,1,8,0.3,"2,817",Dummy,Dummy
28,Romania,1080667,,33311.0,,1045351,,2005,86.0,56549.0,1743.0,9749560.0,510172.0,"19,110,341 ",Europe,18,574,2,,,105,Dummy,Dummy
29,Pakistan,956392,735.0,22254.0,23.0,901985,784,32153,1946.0,4248.0,99.0,14502023.0,64418.0,"225,122,536 ",Asia,235,"10,116",16,3,0.1,143,Dummy,Dummy
30,Bangladesh,896770,,14276.0,,807673,,74821,1192.0,5392.0,86.0,6541840.0,39335.0,"166,311,720 ",Asia,185,"11,650",25,,,450,Dummy,Dummy
31,Portugal,875449,,17086.0,,826292,,32071,115.0,86105.0,1680.0,13137838.0,1292175.0,"10,167,227 ",Europe,12,595,1,,,"3,154",Dummy,Dummy
32,Israel,841196,,6430.0,,833329,,1437,22.0,90199.0,689.0,14964305.0,1604579.0,"9,326,000 ",Asia,11,"1,450",1,,,154,Dummy,Dummy
33,Hungary,808076,34.0,29991.0,2.0,738542,151,39543,22.0,83860.0,3112.0,6120838.0,635203.0,"9,636,029 ",Europe,12,321,2,4,0.2,"4,104",Dummy,Dummy
34,Japan,795756,,14669.0,,763364,,17723,564.0,6311.0,116.0,16245155.0,128835.0,"126,092,514 ",Asia,158,"8,596",8,,,141,Dummy,Dummy
35,Jordan,750389,,9737.0,,734140,,6512,470.0,72830.0,945.0,7825699.0,759534.0,"10,303,288 ",Asia,14,"1,058",1,,,632,Dummy,Dummy
36,Malaysia,739266,,5001.0,,672453,,61812,899.0,22555.0,153.0,14344758.0,437664.0,"32,775,727 ",Asia,44,"6,554",2,,,"1,886",Dummy,Dummy
37,Serbia,716385,,7039.0,,707221,,2125,13.0,82320.0,809.0,4397216.0,505284.0,"8,702,464 ",Europe,12,"1,236",2,,,244,Dummy,Dummy
38,Switzerland,702746,,10885.0,,682154,,9707,48.0,80616.0,1249.0,8273152.0,949056.0,"8,717,244 ",Europe,12,801,1,,,"1,114",Dummy,Dummy
39,Austria,650324,,10701.0,,637545,,2078,59.0,71801.0,1181.0,54454062.0,6012199.0,"9,057,262 ",Europe,14,846,0,,,229,Dummy,Dummy
40,Nepal,635188,,9051.0,,588187,,37950,,21420.0,305.0,3329687.0,112285.0,"29,653,869 ",Asia,47,"3,276",9,,,"1,280",Dummy,Dummy
41,UAE,628976,,1802.0,,607606,,19568,,62844.0,180.0,57152316.0,5710381.0,"10,008,494 ",Asia,16,"5,554",0,,,"1,955",Dummy,Dummy
42,Lebanon,544520,,7845.0,,532287,,4388,54.0,80134.0,1155.0,4731376.0,696290.0,"6,795,126 ",Asia,12,866,1,,,646,Dummy,Dummy
43,Morocco,529895,,9283.0,,516529,,4083,131.0,14190.0,249.0,6803118.0,182180.0,"37,342,933 ",Africa,70,"4,023",5,,,109,Dummy,Dummy
44,Saudi Arabia,484539,,7789.0,,465546,,11204,1438.0,13707.0,220.0,21688368.0,613547.0,"35,349,168 ",Asia,73,"4,538",2,,,317,Dummy,Dummy
45,Ecuador,455743,,21523.0,,423688,,10532,437.0,25450.0,1202.0,1533638.0,85642.0,"17,907,590 ",South America,39,832,12,,,588,Dummy,Dummy
46,Bolivia,435568,1633.0,16631.0,50.0,356575,"+2,006",62362,200.0,36818.0,1406.0,1800910.0,152228.0,"11,830,312 ",South America,27,711,7,138,4,"5,271",Dummy,Dummy
47,Bulgaria,421646,,18040.0,,394242,,9364,186.0,61139.0,2616.0,3162240.0,458526.0,"6,896,531 ",Europe,16,382,2,,,"1,358",Dummy,Dummy
48,Greece,421266,,12663.0,,404086,,4517,215.0,40614.0,1221.0,10548412.0,1016955.0,"10,372,549 ",Europe,25,819,1,,,435,Dummy,Dummy
49,Kazakhstan,421121,1321.0,4336.0,20.0,394039,"+1,262",22746,221.0,22166.0,228.0,11575012.0,609254.0,"18,998,667 ",Asia,45,"4,382",2,70,1,"1,197",Dummy,Dummy
50,Paraguay,419764,,12641.0,,365361,,41762,532.0,58146.0,1751.0,1518433.0,210335.0,"7,219,116 ",South America,17,571,5,,,"5,785",Dummy,Dummy
51,Belarus,415780,,3122.0,,408503,,4155,,44015.0,331.0,6764743.0,716131.0,"9,446,242 ",Europe,23,"3,026",1,,,440,Dummy,Dummy
52,Tunisia,408931,,14737.0,,350262,,43932,526.0,34246.0,1234.0,1688000.0,141363.0,"11,940,881 ",Africa,29,810,7,,,"3,679",Dummy,Dummy
53,Panama,401332,,6529.0,,382671,,12132,84.0,91590.0,1490.0,2969611.0,677711.0,"4,381,824 ",North America,11,671,1,,,"2,769",Dummy,Dummy
54,Slovakia,391566,,12509.0,,378529,,528,30.0,71686.0,2290.0,2947897.0,539684.0,"5,462,263 ",Europe,14,437,2,,,97,Dummy,Dummy
55,Uruguay,366915,,5524.0,,344803,,16588,285.0,105264.0,1585.0,2777583.0,796862.0,"3,485,652 ",South America,9,631,1,,,"4,759",Dummy,Dummy
56,Georgia,365068,1194.0,5297.0,22.0,351144,678,8627,,91689.0,1330.0,5787920.0,1453676.0,"3,981,575 ",Asia,11,752,1,300,6,"2,167",Dummy,Dummy
57,Costa Rica,364304,,4648.0,,289545,,70111,434.0,70875.0,904.0,1468597.0,285712.0,"5,140,122 ",North America,14,"1,106",4,,,"13,640",Dummy,Dummy
58,Croatia,359666,,8202.0,,351039,,425,10.0,88150.0,2010.0,2138094.0,524024.0,"4,080,147 ",Europe,11,497,2,,,104,Dummy,Dummy
59,Kuwait,353133,,1943.0,,332678,,18512,280.0,81500.0,448.0,2947335.0,680216.0,"4,332,940 ",Asia,12,"2,230",1,,,"4,272",Dummy,Dummy
60,Azerbaijan,335874,,4970.0,,330123,,781,,32834.0,486.0,3733194.0,364942.0,"10,229,561 ",Asia,30,"2,058",3,,,76,Dummy,Dummy
61,Dominican Republic,323650,,3801.0,,265000,,54849,422.0,29542.0,347.0,1701922.0,155349.0,"10,955,470 ",North America,34,"2,882",6,,,"5,007",Dummy,Dummy
62,Palestine,313851,,3561.0,,307892,,2398,7.0,60145.0,682.0,1896445.0,363426.0,"5,218,246 ",Asia,17,"1,465",3,,,460,Dummy,Dummy
63,Denmark,293094,,2533.0,,287570,,2991,14.0,50426.0,436.0,68046253.0,11707082.0,"5,812,401 ",Europe,20,"2,295",0,,,515,Dummy,Dummy
64,Guatemala,291977,,9089.0,,263025,,19863,5.0,16005.0,498.0,1577795.0,86490.0,"18,242,505 ",North America,62,"2,007",12,,,"1,089",Dummy,Dummy
65,Egypt,280770,,16125.0,,210482,,54163,90.0,2694.0,155.0,2869589.0,27529.0,"104,238,300 ",Africa,371,"6,464",36,,,520,Dummy,Dummy
66,Lithuania,278726,35.0,4381.0,,267565,228,6780,49.0,103826.0,1632.0,3750248.0,1396977.0,"2,684,546 ",Europe,10,613,1,13,,"2,526",Dummy,Dummy
67,Ethiopia,275974,,4315.0,,259617,,12042,151.0,2343.0,37.0,2857048.0,24260.0,"117,767,835 ",Africa,427,"27,293",41,,,102,Dummy,Dummy
68,Ireland,271589,,4989.0,,256241,,10359,16.0,54402.0,999.0,4729538.0,947365.0,"4,992,307 ",Europe,18,"1,001",1,,,"2,075",Dummy,Dummy
