#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,38569976,4422.0,866138.0,414.0,30347805,"+2,893",7356033,17290.0,,,,,,North America,"
",,,,,
,Asia,41463255,18331.0,541528.0,201.0,35659029,"+26,194",5262698,33565.0,,,,,,Asia,"
",,,,,
,South America,25305657,,686364.0,,22958309,,1660984,27842.0,,,,,,South America,"
",,,,,
,Europe,44967929,5307.0,1022999.0,206.0,40046222,"+30,535",3898708,28773.0,,,,,,Europe,"
",,,,,
,Africa,4627444,,123210.0,,4157528,,346706,3484.0,,,,,,Africa,"
",,,,,
,Oceania,63256,16.0,1208.0,,59859,5,2189,4.0,,,,,,Australia/Oceania,"
",,,,,
,World,154998238,28076.0,3241462.0,821.0,133229458,"+59,627",18527318,110958.0,19885.0,415.8,,,,All,"
",,,,,
1,USA,33274659,,592409.0,,25966389,,6715861,9451.0,100034.0,1781.0,451246395.0,1356591.0,"332,632,623 ",North America,10,561,1,,,"20,190"
2,India,20665148,6914.0,226188.0,19.0,16951731,"+13,331",3487229,8944.0,14852.0,163.0,294852078.0,211913.0,"1,391,382,919 ",Asia,67,"6,151",5,5,0.01,"2,506"
3,Brazil,14860812,,411854.0,,13442996,,1005962,8318.0,69499.0,1926.0,46439030.0,217180.0,"213,827,754 ",South America,14,519,5,,,"4,705"
4,France,5680378,,105387.0,,4717083,,857908,5504.0,86863.0,1612.0,77243683.0,1181187.0,"65,394,942 ",Europe,12,621,1,,,"13,119"
5,Turkey,4929118,,41527.0,,4554037,,333554,3452.0,57922.0,488.0,48229733.0,566742.0,"85,099,924 ",Asia,17,"2,049",2,,,"3,920"
6,Russia,4839514,,111535.0,,4457044,,270935,2300.0,33150.0,764.0,130200000.0,891860.0,"145,987,100 ",Europe,30,"1,309",1,,,"1,856"
7,UK,4423796,,127543.0,,4234772,,61481,185.0,64879.0,1871.0,159657232.0,2341512.0,"68,185,535 ",Europe,15,535,0,,,902
