#,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,NewRecovered,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,"
",,,1748484,North America,North America,,5976.0,292.0,"+3,692",,19187.0,,3494700,175651.0,1570565.0,,
,"
",,,865742,South America,South America,,1226.0,56.0,395,,13499.0,,2515360,93741.0,1555877.0,,
,"
",,,785044,Asia,Asia,,14335.0,227.0,"+7,884",,19462.0,,2593787,62390.0,1746353.0,,
,"
",,,855993,Europe,Europe,,7821.0,173.0,"+4,910",,5563.0,,2485393,193870.0,1435530.0,,
,"
",,,238644,Africa,Africa,,330.0,2.0,113,,945.0,,480175,11402.0,230129.0,,
,"
",,,1088,Australia/Oceania,Oceania,,139.0,2.0,21,,7.0,,10233,128.0,9017.0,,
,"
",,,4495050,All,World,68.9,29827.0,752.0,"+17,015",,58667.0,,11580369,537197.0,6548122.0,,1486.0
1,111,"2,497",9,1560897,North America,USA,400.0,227.0,2.0,123,"331,028,744 ",16038.0,113593.0,2983155,132571.0,1289687.0,37602471.0,9012.0
2,132,"3,275",64,561070,South America,Brazil,305.0,,,,"212,578,788 ",8318.0,15667.0,1604585,64900.0,978615.0,3330562.0,7548.0
3,"1,973","70,034",138,254625,Asia,India,14.0,1566.0,7.0,179,"1,380,159,707 ",8944.0,7224.0,699402,19707.0,425070.0,9969662.0,507.0
4,212,"14,174",7,223237,Europe,Russia,71.0,6611.0,135.0,"+3,579","145,935,471 ",2300.0,146197.0,687862,10296.0,454329.0,21335394.0,4713.0
5,109,"3,114",18,98172,South America,Peru,321.0,,,,"32,976,151 ",1227.0,54065.0,302718,10589.0,193957.0,1782846.0,9180.0
6,157,"1,647",9,0,Europe,Spain,607.0,,,N/A,"46,755,070 ",617.0,116543.0,297625,28385.0,0.0,5448984.0,6366.0
