ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
1030875,North America,North America,,2201.0,221.0,17016.0,,1378102,82648.0,264579.0,,
782006,Europe,Europe,,,,15843.0,,1524904,146631.0,596267.0,,
255711,Asia,Asia,,930.0,21.0,5229.0,,603995,20827.0,327457.0,,
150511,South America,South America,,84.0,5.0,9958.0,,251695,12830.0,88354.0,,
32412,Africa,Africa,,,,128.0,,52713,2015.0,18286.0,,
902,Australia/Oceania,Oceania,,20.0,,30.0,,8487,118.0,7467.0,,
2252478,All,World,34.0,3235.0,247.0,48208.0,,3820617,265084.0,1303055.0,,490.0
975292,North America,USA,226.0,91.0,8.0,15827.0,24186.0,1263183,74807.0,213084.0,8005589.0,3816.0
68466,Europe,Spain,553.0,,,2075.0,41332.0,253682,25857.0,159359.0,1932455.0,5426.0
91528,Europe,Italy,491.0,,,1333.0,38221.0,214457,29684.0,93245.0,2310929.0,3547.0
170681,Europe,UK,443.0,,,1559.0,21330.0,201101,30076.0,0.0,1448010.0,2962.0
94410,Europe,France,395.0,,,3147.0,16856.0,174191,25809.0,53972.0,1100228.0,2669.0
20987,Europe,Germany,87.0,,,1884.0,32891.0,168162,7275.0,139900.0,2755770.0,2007.0
143065,Europe,Russia,11.0,,,2300.0,31752.0,165929,1537.0,21327.0,4633731.0,1137.0
49958,Asia,Turkey,42.0,,,1278.0,14640.0,131744,3584.0,78202.0,1234724.0,1562.0
66653,South America,Brazil,40.0,,,8318.0,1597.0,126611,8588.0,51370.0,339552.0,596.0
13645,Asia,Iran,76.0,,,2735.0,6325.0,101650,6418.0,81587.0,531275.0,1210.0
31093,North America,Canada,112.0,,,502.0,25795.0,63496,4232.0,28171.0,973558.0,1682.0
35757,South America,Peru,46.0,,,717.0,13025.0,54817,1533.0,17527.0,429458.0,1663.0
35909,Asia,India,1.0,38.0,,,984.0,53025,1785.0,15331.0,1357413.0,38.0
29711,Europe,Belgium,720.0,,,646.0,40914.0,50781,8339.0,12731.0,474176.0,4382.0
35865,Europe,Netherlands,304.0,,,628.0,14198.0,41319,5204.0,0.0,243277.0,2411.0
24946,Asia,Saudi Arabia,6.0,,,137.0,11193.0,31938,209.0,6783.0,389659.0,917.0
2555,Europe,Switzerland,209.0,,,121.0,33550.0,30060,1805.0,25700.0,290365.0,3473.0
24369,South America,Ecuador,92.0,,,156.0,4613.0,29420,1618.0,3433.0,81392.0,1668.0
7149,North America,Mexico,21.0,1609.0,197.0,378.0,820.0,27634,2704.0,17781.0,105664.0,214.0
23017,Europe,Portugal,107.0,,,136.0,46116.0,26182,1089.0,2076.0,470234.0,2568.0
17045,Asia,Pakistan,3.0,859.0,20.0,111.0,1108.0,24073,564.0,6464.0,244778.0,109.0
16903,Europe,Sweden,291.0,,,425.0,14704.0,23918,2941.0,4074.0,148500.0,2368.0
11578,South America,Chile,15.0,,,470.0,12142.0,23048,281.0,11189.0,232108.0,1206.0
