#,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,NewRecovered,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,"
",,,1216552,North America,North America,,4183.0,221.0,"+3,056",,19428.0,,2282663,135758.0,930353.0,,
,"
",,,564161,South America,South America,,285.0,824.0,184,,11783.0,,1146755,51046.0,531548.0,,
,"
",,,837829,Europe,Europe,,9480.0,125.0,"+4,763",,7181.0,,2103788,179068.0,1086891.0,,
,"
",,,508992,Asia,Asia,,6816.0,92.0,"+1,640",,14880.0,,1368045,35117.0,823936.0,,
,"
",,,101984,Africa,Africa,,,,,,469.0,,192118,5215.0,84919.0,,
,"
",,,458,Australia/Oceania,Oceania,,5.0,,4,,3.0,,8875,124.0,8293.0,,
,"
",,,3230031,All,World,52.1,20769.0,1262.0,"+9,647",,53748.0,,7102965,406343.0,3466591.0,,911.0
1,165,"2,942",16,1133272,North America,USA,340.0,,,,"330,880,530 ",16923.0,64349.0,2007449,112469.0,761708.0,21291677.0,6067.0
2,307,"5,694",212,352566,South America,Brazil,176.0,,813.0,,"212,463,372 ",8318.0,4706.0,691962,37312.0,302084.0,999836.0,3257.0
3,306,"24,440",11,239999,Europe,Russia,41.0,8985.0,112.0,"+3,957","145,930,700 ",2300.0,89083.0,476658,5971.0,230688.0,13000000.0,3266.0
4,162,"1,723",10,0,Europe,Spain,580.0,,,N/A,"46,753,690 ",617.0,95508.0,288630,27136.0,0.0,4465338.0,6173.0
5,237,"1,674",12,0,Europe,UK,597.0,,,N/A,"67,863,688 ",604.0,82239.0,286194,40542.0,0.0,5581073.0,4217.0
6,"5,344","191,359",289,126788,Asia,India,5.0,604.0,,247,"1,379,122,578 ",8944.0,3462.0,258090,7207.0,124095.0,4774434.0,187.0
7,257,"1,784",14,35262,Europe,Italy,561.0,,,,"60,467,085 ",287.0,70063.0,234998,33899.0,165837.0,4236535.0,3886.0
8,168,"6,028",28,104831,South America,Peru,166.0,,,,"32,941,004 ",1062.0,36185.0,196515,5465.0,86219.0,1191956.0,5966.0
9,451,"9,545",19,7493,Europe,Germany,105.0,,,500,"83,767,456 ",568.0,51916.0,185869,8776.0,169600.0,4348880.0,2219.0
10,489,"10,134",77,29159,Asia,Iran,99.0,,,,"83,921,387 ",2596.0,12927.0,171789,8281.0,134349.0,1084857.0,2047.0
11,495,"17,962",36,27471,Asia,Turkey,56.0,,,,"84,279,639 ",613.0,27748.0,170132,4692.0,137969.0,2338593.0,2019.0
12,424,"2,239",47,53980,Europe,France,447.0,,,,"65,264,696 ",1053.0,21216.0,153977,29155.0,70842.0,1384633.0,2359.0
13,142,"8,724",27,36329,South America,Chile,115.0,,,,"19,105,644 ",1558.0,37098.0,134150,2190.0,95631.0,708773.0,7021.0
14,"1,100","9,405",383,18985,North America,Mexico,106.0,3484.0,188.0,"+2,875","128,844,230 ",378.0,2611.0,117103,13699.0,84419.0,336395.0,909.0
15,"2,128","106,721",313,67249,Asia,Pakistan,9.0,4728.0,65.0,890,"220,591,553 ",111.0,3200.0,103671,2067.0,34355.0,705833.0,470.0
16,341,"48,844",36,28385,Asia,Saudi Arabia,20.0,,,,"34,776,977 ",1564.0,27554.0,101914,712.0,72817.0,958237.0,2931.0
17,394,"4,836",20,33666,North America,Canada,207.0,,,,"37,720,832 ",1816.0,50286.0,95699,7800.0,54233.0,1896822.0,2537.0
18,41,"51,996",11,24398,Asia,Qatar,19.0,,,,"2,807,805 ",245.0,91008.0,68790,54.0,44338.0,255533.0,24500.0
19,"2,502","185,341",414,50978,Asia,Bangladesh,5.0,,,,"164,582,631 ",1.0,2418.0,65769,888.0,13903.0,397987.0,400.0
20,196,"1,208",12,33340,Europe,Belgium,828.0,,,,"11,586,489 ",111.0,80755.0,59226,9595.0,16291.0,935670.0,5112.0
21,194,"35,128",15,24714,Europe,Belarus,28.0,,,,"9,449,509 ",92.0,65857.0,48630,269.0,23647.0,622313.0,5146.0
22,"1,227","59,378",64,22923,Africa,South Africa,17.0,,,,"59,258,991 ",208.0,15526.0,48285,998.0,24364.0,920064.0,815.0
23,360,"2,849",44,0,Europe,Netherlands,351.0,,,N/A,"17,132,558 ",97.0,22654.0,47574,6013.0,0.0,388113.0,2777.0
24,226,"2,167",37,0,Europe,Sweden,462.0,,,N/A,"10,095,291 ",198.0,27290.0,44730,4659.0,0.0,275500.0,4431.0
25,409,"4,867",138,18479,South America,Ecuador,205.0,,,,"17,624,879 ",222.0,7229.0,43120,3621.0,21020.0,127414.0,2447.0
26,"1,296","40,387",124,22655,South America,Colombia,25.0,,,,"50,847,406 ",335.0,8077.0,39236,1259.0,15322.0,410719.0,772.0
27,255,"35,806",4,16726,Asia,UAE,28.0,,,,"9,882,493 ",1.0,252973.0,38808,276.0,21806.0,2500000.0,3927.0
28,153,"233,896",14,13385,Asia,Singapore,4.0,386.0,,,"5,847,399 ",3.0,69859.0,38296,25.0,24886.0,408495.0,6549.0
29,294,"6,896",12,12219,Europe,Portugal,145.0,,,,"10,198,446 ",58.0,85699.0,34693,1479.0,20995.0,873998.0,3402.0
30,"2,999","82,619",757,23881,Africa,Egypt,12.0,,,,"102,199,634 ",41.0,1321.0,34079,1237.0,8961.0,135000.0,333.0
31,134,"16,160",14,11379,Asia,Kuwait,62.0,,,,"4,266,300 ",196.0,73901.0,31848,264.0,20205.0,315285.0,7465.0
32,"8,765","147,669",673,18837,Asia,Indonesia,7.0,,,,"273,334,499 ",,1485.0,31186,1851.0,10498.0,405992.0,114.0
33,279,"4,503",20,344,Europe,Switzerland,222.0,,,,"8,650,592 ",28.0,48952.0,30965,1921.0,28700.0,423468.0,3580.0
34,"1,593","54,892",101,14470,Europe,Ukraine,18.0,463.0,9.0,141,"43,748,704 ",304.0,9854.0,27462,797.0,12195.0,431085.0,628.0
35,"1,425","32,713",36,12406,Europe,Poland,31.0,,,143,"37,849,071 ",160.0,27911.0,26561,1157.0,12998.0,1056396.0,702.0
36,196,"2,939",14,824,Europe,Ireland,340.0,,,,"4,934,162 ",36.0,70613.0,25201,1679.0,22698.0,348416.0,5107.0
37,"1,982","68,026",233,15221,South America,Argentina,15.0,,,,"45,168,963 ",274.0,4293.0,22794,664.0,6909.0,193923.0,505.0
38,"5,000","109,156",255,16362,Asia,Philippines,9.0,,,,"109,483,597 ",82.0,3928.0,21895,1003.0,4530.0,430081.0,200.0
39,"1,858","105,326",805,18377,Asia,Afghanistan,9.0,575.0,12.0,296,"38,865,373 ",19.0,1243.0,20917,369.0,2171.0,48305.0,538.0
40,940,"14,437",38,4508,Europe,Romania,69.0,,,,"19,244,947 ",144.0,26147.0,20479,1333.0,14638.0,503200.0,1064.0
41,553,"20,150",115,7055,North America,Dominican Republic,50.0,,,,"10,840,829 ",110.0,8718.0,19600,538.0,12007.0,94511.0,1808.0
42,513,"30,864",14,2515,Asia,Israel,32.0,52.0,,11,"9,197,590 ",27.0,72075.0,17915,298.0,15102.0,662916.0,1948.0
43,"7,380","138,099",402,1086,Asia,Japan,7.0,,,,"126,499,051 ",98.0,2486.0,17141,916.0,15139.0,314483.0,136.0
44,533,"13,398",18,437,Europe,Austria,75.0,,,,"9,003,169 ",17.0,54381.0,16902,672.0,15793.0,489597.0,1877.0
45,302,"67,961",47,13356,Asia,Oman,15.0,,,,"5,097,088 ",75.0,21322.0,16882,75.0,3451.0,108679.0,3312.0
46,262,"10,967",59,5814,North America,Panama,91.0,,,,"4,310,139 ",84.0,16867.0,16425,393.0,10218.0,72697.0,3811.0
47,115,"65,266",5,5269,Asia,Bahrain,15.0,,,,"1,696,917 ",13.0,216308.0,14763,26.0,9468.0,367056.0,8700.0
48,855,"25,080",319,11092,South America,Bolivia,40.0,285.0,11.0,184,"11,662,351 ",3.0,3132.0,13643,465.0,2086.0,36530.0,1170.0
49,222,"14,042",42,9015,Asia,Armenia,71.0,195.0,11.0,85,"2,962,906 ",10.0,23625.0,13325,211.0,4099.0,70000.0,4497.0
50,"1,459","335,033",19,5427,Asia,Kazakhstan,3.0,165.0,3.0,,"18,761,857 ",62.0,51439.0,12859,56.0,7376.0,965089.0,685.0
51,"16,480","581,260","2,679",8173,Africa,Nigeria,2.0,,,,"205,766,196 ",7.0,373.0,12486,354.0,3959.0,76802.0,61.0
52,"3,247","116,063",133,6834,Asia,Iraq,9.0,,,,"40,157,701 ",69.0,7547.0,12366,346.0,5186.0,303053.0,308.0
53,485,"9,832",8,604,Europe,Denmark,102.0,,,,"5,790,943 ",15.0,121991.0,11948,589.0,10755.0,706442.0,2063.0
54,739,"35,098",32,226,Europe,Serbia,28.0,,,,"8,739,407 ",15.0,31181.0,11823,249.0,11348.0,272502.0,1353.0
