#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,41007690,4555.0,924724.0,79.0,34461628,148,5621338,11291.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,57641440,20922.0,821274.0,142.0,54715659,"+19,751",2104507,28300.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,34012610,646.0,1036720.0,19.0,31272138,"+1,767",1703752,28243.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,48902264,174.0,1113100.0,7.0,45867491,932,1921673,6076.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,6001022,,152194.0,,5215847,,632981,4437.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,81468,114.0,1323.0,,70471,2,9674,47.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,187647215,26411.0,4049350.0,247.0,171603940,"+22,600",11993925,78394.0,24073.0,519.5,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34732753,,622845.0,,29244103,,4865805,4355.0,104305.0,1870.0,511805527.0,1536988.0,"332,992,570 ",North America,10,535,1,,,"14,612",Dummy,Dummy
2,India,30874376,469.0,408792.0,,30014713,"+7,513",450871,8944.0,22150.0,293.0,432317813.0,310149.0,"1,393,901,660 ",Asia,45,"3,410",3,0.3,,323,Dummy,Dummy
3,Brazil,19089940,,533546.0,,17588312,,968082,8318.0,89160.0,2492.0,54204686.0,253165.0,"214,108,050 ",South America,11,401,4,,,"4,521",Dummy,Dummy
4,France,5812639,,111325.0,,5646473,,54841,947.0,88849.0,1702.0,96391415.0,1473386.0,"65,421,700 ",Europe,11,588,1,,,838,Dummy,Dummy
5,Russia,5783333,,143002.0,,5200219,,440112,2300.0,39612.0,979.0,155500000.0,1065078.0,"145,998,686 ",Europe,25,"1,021",1,,,"3,014",Dummy,Dummy
6,Turkey,5481555,,50229.0,,5349344,,81982,684.0,64286.0,589.0,63244616.0,741712.0,"85,268,442 ",Asia,16,"1,698",1,,,961,Dummy,Dummy
7,UK,5121245,,128425.0,,4358554,,634266,417.0,75035.0,1882.0,222632706.0,3261939.0,"68,251,655 ",Europe,13,531,0,,,"9,293",Dummy,Dummy
8,Argentina,4647948,,98781.0,,4282904,,266263,5349.0,101883.0,2165.0,17623252.0,386300.0,"45,620,642 ",South America,10,462,3,,,"5,836",Dummy,Dummy
9,Colombia,4511960,,112826.0,,4254558,,144576,8155.0,87716.0,2193.0,21006376.0,408380.0,"51,438,301 ",South America,11,456,2,,,"2,811",Dummy,Dummy
10,Italy,4271276,,127775.0,,4102420,,41081,161.0,70751.0,2117.0,73509260.0,1217635.0,"60,370,545 ",Europe,14,472,1,,,680,Dummy,Dummy
11,Spain,3937192,,81003.0,,3635907,,220282,627.0,84176.0,1732.0,53392296.0,1141511.0,"46,773,365 ",Europe,12,577,1,,,"4,710",Dummy,Dummy
12,Germany,3743713,,91767.0,,3635100,700,16846,433.0,44537.0,1092.0,65247345.0,776211.0,"84,058,751 ",Europe,22,916,1,,,200,Dummy,Dummy
