#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,41399942,4438.0,929147.0,91.0,34723708,"+6,174",5747087,12890.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,59060572,25446.0,843127.0,181.0,55746062,"+21,502",2471383,29827.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,34595616,440.0,1054023.0,15.0,32011876,"+1,575",1529717,27086.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,49799841,182.0,1119837.0,5.0,46164972,"+1,581",2515032,6271.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,6284603,,158329.0,,5463367,,662907,4430.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,89377,119.0,1369.0,,72492,1,15516,65.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,191230672,30625.0,4105847.0,292.0,174183183,"+30,833",12941642,80569.0,24533.0,526.7,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34963907,,624746.0,,29376590,,4962571,5886.0,104987.0,1876.0,516487579.0,1550876.0,"333,029,623 ",North America,10,533,1,,,"14,901",Dummy,Dummy
2,India,31144229,634.0,414141.0,,30308456,"+7,694",421632,8944.0,22339.0,297.0,445422256.0,319491.0,"1,394,160,942 ",Asia,45,"3,366",3,0.5,,302,Dummy,Dummy
3,Brazil,19376574,,542262.0,,18023512,,810800,8318.0,90487.0,2532.0,54204686.0,253131.0,"214,136,904 ",South America,11,395,4,,,"3,786",Dummy,Dummy
4,Russia,5958133,,148419.0,,5341231,,468483,2300.0,40809.0,1017.0,159100000.0,1089727.0,"145,999,879 ",Europe,25,984,1,,,"3,209",Dummy,Dummy
5,France,5867730,,111472.0,,5659058,,97200,891.0,89687.0,1704.0,98645452.0,1507776.0,"65,424,454 ",Europe,11,587,1,,,"1,486",Dummy,Dummy
6,Turkey,5529719,,50554.0,,5386587,,92578,543.0,64838.0,593.0,64875141.0,760679.0,"85,285,789 ",Asia,15,"1,687",1,,,"1,086",Dummy,Dummy
7,UK,5433939,,128708.0,,4396950,,908281,551.0,79608.0,1886.0,230446661.0,3376089.0,"68,258,461 ",Europe,13,530,0,,,"13,306",Dummy,Dummy
8,Argentina,4756378,,101549.0,,4394695,,260134,4783.0,104241.0,2226.0,18256320.0,400107.0,"45,628,566 ",South America,10,449,2,,,"5,701",Dummy,Dummy
9,Colombia,4639466,,116307.0,,4389277,,133882,8155.0,90177.0,2261.0,21612085.0,420071.0,"51,448,668 ",South America,11,442,2,,,"2,602",Dummy,Dummy
10,Italy,4287458,,127867.0,,4113478,,46113,156.0,71021.0,2118.0,74792563.0,1238926.0,"60,368,851 ",Europe,14,472,1,,,764,Dummy,Dummy
11,Spain,4100222,,81096.0,,3660683,,358443,872.0,87661.0,1734.0,54183930.0,1158427.0,"46,773,710 ",Europe,11,577,1,,,"7,663",Dummy,Dummy
12,Germany,3752219,,91896.0,,3640100,800,20223,370.0,44635.0,1093.0,65845568.0,783280.0,"84,063,861 ",Europe,22,915,1,,,241,Dummy,Dummy
13,Iran,3523263,,87161.0,,3135060,,301042,4306.0,41395.0,1024.0,24892912.0,292466.0,"85,113,916 ",Asia,24,977,3,,,"3,537",Dummy,Dummy
14,Poland,2881424,,75215.0,,2652984,,153225,60.0,76222.0,1990.0,18114809.0,479186.0,"37,803,266 ",Europe,13,503,2,,,"4,053",Dummy,Dummy
15,Indonesia,2877476,,73582.0,,2261658,,542236,,10405.0,266.0,23346777.0,84424.0,"276,540,989 ",Asia,96,"3,758",12,,,"1,961",Dummy,Dummy
16,Mexico,2659137,4438.0,236331.0,91.0,2086657,"+6,174",336149,4798.0,20401.0,1813.0,7950230.0,60993.0,"130,345,957 ",North America,49,552,16,34,0.7,"2,579",Dummy,Dummy
17,South Africa,2295095,,66859.0,,2050164,,0,546.0,38195.0,1113.0,14243586.0,237044.0,"60,088,416 ",Africa,26,899,4,,,"2,963",Dummy,Dummy
18,Ukraine,2244677,182.0,52731.0,5.0,2181385,187,10561,177.0,51651.0,1213.0,11161068.0,256820.0,"43,458,781 ",Europe,19,824,4,4,0.1,243,Dummy,Dummy
19,Peru,2093754,,195146.0,,0,N/A,0,2078.0,62592.0,5834.0,15011901.0,448778.0,"33,450,635 ",South America,16,171,2,,,"5,320",Dummy,Dummy
20,Netherlands,1798570,,17776.0,,1659820,,120974,83.0,104723.0,1035.0,15010077.0,873975.0,"17,174,494 ",Europe,10,966,1,,,"7,044",Dummy,Dummy
21,Czechia,1671027,,30338.0,,1637729,,2960,6.0,155738.0,2827.0,31533564.0,2938892.0,"10,729,745 ",Europe,6,354,0,,,276,Dummy,Dummy
22,Chile,1599879,,34514.0,,1551119,,14246,2025.0,82949.0,1789.0,18002227.0,933364.0,"19,287,463 ",South America,12,559,1,,,739,Dummy,Dummy
23,Philippines,1507755,,26714.0,,1433851,,47190,2031.0,13571.0,240.0,15994483.0,143963.0,"111,101,658 ",Asia,74,"4,159",7,,,425,Dummy,Dummy
24,Iraq,1491712,,17830.0,,1356267,,117615,651.0,36241.0,433.0,12506968.0,303852.0,"41,161,360 ",Asia,28,"2,309",3,,,"2,857",Dummy,Dummy
25,Canada,1423177,,26499.0,,1392062,,4616,264.0,37366.0,696.0,37798244.0,992405.0,"38,087,516 ",North America,27,"1,437",1,,,121,Dummy,Dummy
26,Bangladesh,1103989,,17894.0,,932008,,154087,1261.0,6634.0,108.0,7255387.0,43602.0,"166,401,310 ",Asia,151,"9,299",23,,,926,Dummy,Dummy
27,Belgium,1103413,,25209.0,,1051372,,26832,86.0,94776.0,2165.0,16330887.0,1402719.0,"11,642,312 ",Europe,11,462,1,,,"2,305",Dummy,Dummy
28,Sweden,1094287,,14609.0,,1072804,600,6874,23.0,107652.0,1437.0,11153755.0,1097268.0,"10,165,023 ",Europe,9,696,1,,,676,Dummy,Dummy
29,Romania,1081632,,34253.0,,1046739,,640,30.0,56620.0,1793.0,10215744.0,534761.0,"19,103,367 ",Europe,18,558,2,,,34,Dummy,Dummy
30,Pakistan,991727,2452.0,22811.0,30.0,920066,903,48850,2532.0,4401.0,101.0,15443477.0,68529.0,"225,357,302 ",Asia,227,"9,879",15,11,0.1,217,Dummy,Dummy
31,Portugal,930685,,17207.0,,861707,,51771,176.0,91552.0,1693.0,14366687.0,1413264.0,"10,165,609 ",Europe,11,591,1,,,"5,093",Dummy,Dummy
32,Malaysia,916561,,7019.0,,784949,,124593,909.0,27945.0,214.0,16396212.0,499909.0,"32,798,387 ",Asia,36,"4,673",2,,,"3,799",Dummy,Dummy
33,Israel,851723,,6449.0,,838564,,6710,61.0,91328.0,692.0,15777821.0,1691810.0,"9,326,000 ",Asia,11,"1,446",1,,,719,Dummy,Dummy
34,Japan,838432,,15040.0,,797208,,26184,378.0,6650.0,119.0,17506835.0,138864.0,"126,071,450 ",Asia,150,"8,382",7,,,208,Dummy,Dummy
35,Hungary,808725,,30015.0,,742632,,36078,10.0,83939.0,3115.0,6238275.0,647480.0,"9,634,694 ",Europe,12,321,2,,,"3,745",Dummy,Dummy
36,Jordan,761225,,9896.0,,743296,,8033,504.0,73842.0,960.0,8228212.0,798172.0,"10,308,819 ",Asia,14,"1,042",1,,,779,Dummy,Dummy
37,Serbia,718590,,7083.0,,709378,,2129,8.0,82591.0,814.0,4554099.0,523427.0,"8,700,550 ",Europe,12,"1,228",2,,,245,Dummy,Dummy
38,Switzerland,707976,,10902.0,,690364,,6710,29.0,81183.0,1250.0,8735091.0,1001650.0,"8,720,698 ",Europe,12,800,1,,,769,Dummy,Dummy
39,Nepal,667109,,9550.0,,632074,,25485,,22475.0,322.0,3469685.0,116893.0,"29,682,542 ",Asia,44,"3,108",9,,,859,Dummy,Dummy
40,UAE,660978,,1898.0,,638771,,20309,,65999.0,190.0,62723053.0,6262897.0,"10,015,022 ",Asia,15,"5,277",0,,,"2,028",Dummy,Dummy
41,Austria,653735,,10729.0,,639573,,3433,32.0,72156.0,1184.0,61897934.0,6831953.0,"9,060,065 ",Europe,14,844,0,,,379,Dummy,Dummy
42,Morocco,557632,,9450.0,,531649,,16533,297.0,14923.0,253.0,7195174.0,192555.0,"37,366,833 ",Africa,67,"3,954",5,,,442,Dummy,Dummy
43,Lebanon,550942,,7885.0,,535216,,7841,54.0,81099.0,1161.0,4731376.0,696460.0,"6,793,464 ",Asia,12,862,1,,,"1,154",Dummy,Dummy
44,Tunisia,546233,,17527.0,,432241,,96465,630.0,45719.0,1467.0,2096314.0,175458.0,"11,947,635 ",Africa,22,682,6,,,"8,074",Dummy,Dummy
