#,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,NewRecovered,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,"
",,,1653835,North America,North America,,7370.0,832.0,"+3,565",,18964.0,,3246860,171261.0,1421764.0,,
,"
",,,763359,South America,South America,,1008.0,78.0,"+89,705",,12892.0,,2299908,87067.0,1449482.0,,
,"
",,,877616,Europe,Europe,,,,,,5636.0,,2456661,192122.0,1386923.0,,
,"
",,,752600,Asia,Asia,,6746.0,115.0,"+4,665",,19488.0,,2375132,58049.0,1564483.0,,
,"
",,,209944,Africa,Africa,,,,,,919.0,,421382,10443.0,200995.0,,
,"
",,,830,Australia/Oceania,Oceania,,83.0,,56,,6.0,,9643,126.0,8687.0,,
,"
",,,4258239,All,World,66.6,15207.0,1025.0,"+97,991",,57909.0,,10810307,519083.0,6032985.0,,1387.0
1,119,"2,531",9,1484475,North America,USA,395.0,,,,"331,007,570 ",15898.0,105302.0,2779953,130798.0,1164680.0,34855642.0,8398.0
2,146,"3,501",66,476509,South America,Brazil,286.0,,,"+89,281","212,562,300 ",8318.0,15184.0,1453369,60713.0,916147.0,3227591.0,6837.0
3,223,"15,304",7,221938,Europe,Russia,65.0,,,,"145,934,790 ",2300.0,136035.0,654405,9536.0,422931.0,19852167.0,4484.0
4,"2,280","77,320",152,227476,Asia,India,13.0,,,,"1,380,011,546 ",8944.0,6562.0,605220,17848.0,359896.0,9056173.0,439.0
5,217,"1,546",7,0,Europe,UK,647.0,,,N/A,"67,887,024 ",238.0,142325.0,313483,43906.0,0.0,9662051.0,4618.0
6,158,"1,648",9,0,Europe,Spain,607.0,,,N/A,"46,754,873 ",617.0,116544.0,296739,28363.0,0.0,5448984.0,6347.0
7,114,"3,344",19,100372,South America,Peru,299.0,,,,"32,971,130 ",1185.0,51541.0,288477,9860.0,178245.0,1699369.0,8749.0
8,68,"3,323",17,30847,South America,Chile,301.0,,,,"19,116,392 ",2075.0,58598.0,282043,5753.0,245443.0,1120177.0,14754.0
9,251,"1,738",11,15255,Europe,Italy,575.0,,,,"60,461,278 ",87.0,90066.0,240760,34788.0,190717.0,5445476.0,3982.0
10,556,"4,522",216,64941,North America,Mexico,221.0,5681.0,741.0,"+3,362","128,933,002 ",378.0,4622.0,231770,28510.0,138319.0,595917.0,1798.0
11,365,"7,665",50,27766,Asia,Iran,130.0,,,,"83,991,882 ",3081.0,20160.0,230211,10958.0,191487.0,1693242.0,2741.0
12,"1,014","49,379",166,108642,Asia,Pakistan,20.0,4339.0,78.0,"+3,892","220,873,273 ",2723.0,6011.0,217809,4473.0,104694.0,1327638.0,986.0
13,419,"16,377",25,20526,Asia,Turkey,61.0,,,,"84,339,116 ",1035.0,40716.0,201098,5150.0,175422.0,3433963.0,2384.0
14,427,"9,247",14,7463,Europe,Germany,108.0,,,,"83,784,978 ",329.0,70103.0,196324,9061.0,179800.0,5873563.0,2343.0
