#,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
24,896,Europe,Switzerland,219.0,,,"8,647,657 ",55.0,41825.0,30694,1898.0,27900.0,361692.0,3549.0
25,22183,Europe,Portugal,125.0,,,"10,199,821 ",93.0,66080.0,29912,1277.0,6452.0,674000.0,2933.0
26,17672,Asia,Singapore,4.0,,,"5,845,265 ",10.0,50368.0,29812,23.0,12117.0,294414.0,5100.0
27,22501,Asia,Bangladesh,2.0,,,"164,506,480 ",1.0,1302.0,28511,408.0,5602.0,214114.0,173.0
28,13906,Asia,UAE,24.0,,,"9,876,944 ",1.0,162087.0,26898,237.0,12755.0,1600923.0,2723.0
29,1748,Europe,Ireland,321.0,,,"4,931,601 ",54.0,59945.0,24391,1583.0,21060.0,295626.0,4946.0
30,14046,Asia,Indonesia,5.0,,,"273,200,237 ",,805.0,20162,1278.0,4838.0,219975.0,74.0
31,10719,Europe,Poland,26.0,,,"37,850,989 ",160.0,18420.0,20143,972.0,8452.0,697230.0,532.0
32,12900,Europe,Ukraine,13.0,,,"43,760,843 ",249.0,5893.0,19706,579.0,6227.0,257890.0,450.0
33,9818,Africa,South Africa,6.0,,,"59,224,262 ",119.0,8872.0,19137,369.0,8950.0,525433.0,323.0
34,13275,Asia,Kuwait,30.0,,,"4,263,365 ",181.0,61236.0,18609,129.0,5205.0,261071.0,4365.0
35,13247,South America,Colombia,13.0,,,"50,822,230 ",136.0,4221.0,18330,652.0,4431.0,214536.0,361.0
36,5848,Europe,Romania,60.0,,,"19,250,875 ",203.0,17790.0,17585,1156.0,10581.0,342466.0,913.0
37,2680,Asia,Israel,32.0,,,"8,640,028 ",47.0,60716.0,16683,279.0,13724.0,524584.0,1931.0
38,2975,Asia,Japan,6.0,,,"126,516,956 ",195.0,2067.0,16424,777.0,12672.0,261572.0,130.0
39,820,Europe,Austria,70.0,,,"9,000,787 ",32.0,42845.0,16404,633.0,14951.0,385637.0,1823.0
40,10090,Africa,Egypt,7.0,,,"102,109,848 ",41.0,1322.0,15003,696.0,4217.0,135000.0,147.0
41,5843,North America,Dominican Republic,41.0,,,"10,835,780 ",113.0,5660.0,13657,448.0,7366.0,61330.0,1260.0
42,9588,Asia,Philippines,8.0,,,"109,415,846 ",81.0,2444.0,13434,846.0,3000.0,267417.0,123.0
43,978,Europe,Denmark,97.0,,,"5,789,998 ",23.0,87093.0,11182,561.0,9643.0,504266.0,1931.0
44,716,Asia,S. Korea,5.0,20.0,,"51,264,480 ",15.0,15653.0,11142,264.0,10162.0,802418.0,217.0
45,5312,Europe,Serbia,27.0,,,"8,741,034 ",12.0,23315.0,10919,237.0,5370.0,203799.0,1249.0
46,3580,North America,Panama,68.0,,,"4,306,982 ",72.0,12521.0,10116,291.0,6245.0,53928.0,2349.0
47,6483,South America,Argentina,9.0,,,"45,149,718 ",171.0,2584.0,9931,416.0,3032.0,116689.0,220.0
48,2522,Europe,Czechia,29.0,,,"10,706,852 ",36.0,35468.0,8754,306.0,5926.0,379750.0,818.0
49,7545,Asia,Afghanistan,5.0,,,"38,824,552 ",19.0,688.0,8676,193.0,938.0,26707.0,223.0
50,8042,Europe,Norway,43.0,,,"5,416,564 ",14.0,41178.0,8309,235.0,32.0,223045.0,1534.0
51,4289,Asia,Bahrain,7.0,,,"1,694,155 ",9.0,154713.0,8174,12.0,3873.0,262107.0,4825.0
52,3091,Africa,Algeria,13.0,,,"43,759,272 ",22.0,,7728,575.0,4062.0,,177.0
53,3356,Asia,Kazakhstan,2.0,,,"18,751,427 ",31.0,31544.0,7234,35.0,3843.0,591502.0,386.0
54,2735,Africa,Morocco,5.0,,,"36,861,343 ",1.0,3065.0,7211,196.0,4280.0,112997.0,196.0
55,516,Australia/Oceania,Australia,4.0,14.0,1.0,"25,466,640 ",9.0,45863.0,7095,101.0,6478.0,1167973.0,279.0
56,1149,Asia,Malaysia,4.0,,,"32,319,132 ",10.0,14896.0,7059,114.0,5796.0,481411.0,218.0
57,4898,Africa,Nigeria,1.0,,,"205,528,166 ",7.0,195.0,7016,211.0,1907.0,40043.0,34.0
58,3518,Europe,Moldova,58.0,,,"4,034,947 ",251.0,10053.0,6704,233.0,2953.0,40565.0,1661.0
59,1387,Europe,Finland,55.0,,,"5,539,799 ",22.0,28914.0,6493,306.0,4800.0,160177.0,1172.0
60,4518,Asia,Oman,6.0,,,"5,091,036 ",31.0,14143.0,6370,31.0,1821.0,72000.0,1251.0
61,4340,Africa,Ghana,1.0,,,"30,996,750 ",8.0,6063.0,6269,31.0,1898.0,187929.0,202.0
62,2955,Asia,Armenia,24.0,,,"2,962,649 ",10.0,15467.0,5606,70.0,2581.0,45822.0,1892.0
63,4411,South America,Bolivia,18.0,268.0,16.0,"11,654,953 ",3.0,1270.0,5187,215.0,561.0,14803.0,445.0
64,2324,Africa,Cameroon,6.0,,,"26,466,746 ",28.0,,4288,156.0,1808.0,,162.0
65,130,Europe,Luxembourg,174.0,,,"624,808 ",6.0,104002.0,3980,109.0,3741.0,64981.0,6370.0
66,1254,Asia,Iraq,3.0,,,"40,115,676 ",,3732.0,3877,140.0,2483.0,149701.0,97.0
67,1365,Asia,Azerbaijan,4.0,,,"10,129,036 ",42.0,24928.0,3749,44.0,2340.0,252496.0,370.0
68,1659,Europe,Hungary,49.0,,,"9,662,923 ",27.0,15266.0,3641,473.0,1509.0,147511.0,377.0
69,2708,Africa,Sudan,3.0,,,"43,727,573 ",,6.0,3138,121.0,309.0,281.0,72.0
70,2594,North America,Honduras,15.0,,,"9,886,537 ",13.0,1144.0,3100,151.0,355.0,11315.0,314.0
71,1474,Africa,Guinea,1.0,,,"13,089,690 ",18.0,787.0,3067,18.0,1575.0,10304.0,234.0
72,84,Asia,Thailand,0.8,,,"69,781,150 ",61.0,4701.0,3037,56.0,2897.0,328073.0,44.0
73,544,Asia,Uzbekistan,0.4,,,"33,413,938 ",5.0,13767.0,2964,13.0,2407.0,460000.0,89.0
74,1311,Europe,Greece,16.0,,,"10,428,331 ",21.0,13816.0,2853,168.0,1374.0,144078.0,274.0
75,1528,Africa,Senegal,2.0,,,"16,690,729 ",6.0,1474.0,2812,33.0,1251.0,24599.0,168.0
76,2242,North America,Guatemala,3.0,247.0,3.0,"17,877,078 ",5.0,1165.0,2512,48.0,222.0,20820.0,141.0
77,614,Europe,Bosnia and Herzegovina,43.0,,,"3,282,920 ",4.0,17362.0,2350,140.0,1596.0,56997.0,716.0
78,1836,Asia,Tajikistan,5.0,,,"9,512,290 ",,,2350,44.0,470.0,,247.0
79,1484,Europe,Bulgaria,17.0,,,"6,953,796 ",31.0,10089.0,2331,120.0,727.0,70155.0,335.0
80,1172,Africa,Ivory Coast,1.0,,,"26,300,113 ",,801.0,2301,29.0,1100.0,21069.0,87.0
81,162,Europe,Croatia,24.0,,,"4,107,874 ",9.0,14141.0,2237,97.0,1978.0,58091.0,545.0
82,982,Africa,Djibouti,10.0,,,"986,363 ",,21448.0,2047,10.0,1055.0,21156.0,2075.0
83,225,North America,Cuba,7.0,,,"11,327,348 ",5.0,7860.0,1908,80.0,1603.0,89031.0,168.0
84,409,Europe,North Macedonia,53.0,,,"2,083,383 ",21.0,11191.0,1898,111.0,1378.0,23316.0,911.0
85,1471,Africa,DRC,0.7,,,"89,226,763 ",,,1835,61.0,303.0,,21.0
86,3,Europe,Iceland,29.0,,,"341,000 ",,170748.0,1803,10.0,1790.0,58225.0,5287.0
87,248,Europe,Estonia,48.0,,,"1,326,440 ",2.0,55586.0,1800,64.0,1488.0,73732.0,1357.0
88,1063,North America,El Salvador,5.0,,,"6,482,643 ",26.0,10062.0,1640,33.0,544.0,65226.0,253.0
89,1329,Africa,Somalia,4.0,,,"15,839,369 ",2.0,,1594,61.0,204.0,,101.0
90,483,Europe,Lithuania,22.0,,,"2,726,052 ",17.0,92810.0,1593,61.0,1049.0,253004.0,584.0
91,1190,Africa,Gabon,5.0,,,"2,219,485 ",6.0,3885.0,1567,12.0,365.0,8622.0,706.0
92,28,Australia/Oceania,New Zealand,4.0,1.0,,"4,817,906 ",1.0,51941.0,1504,21.0,1455.0,250246.0,312.0
93,229,Europe,Slovakia,5.0,,,"5,459,361 ",3.0,27801.0,1502,28.0,1245.0,151778.0,275.0
94,562,Africa,Mayotte,70.0,,,"272,030 ",11.0,19116.0,1475,19.0,894.0,5200.0,5422.0
95,22,Europe,Slovenia,51.0,,,"2,078,908 ",3.0,35705.0,1468,106.0,1340.0,74228.0,706.0
96,376,Asia,Kyrgyzstan,2.0,,,"6,511,813 ",5.0,14503.0,1313,14.0,923.0,94441.0,202.0
97,1121,Asia,Maldives,7.0,,,"539,443 ",9.0,21828.0,1216,4.0,91.0,11775.0,2254.0
98,684,Africa,Kenya,0.9,,,"53,631,400 ",1.0,979.0,1109,50.0,375.0,52507.0,21.0
99,1061,Africa,Guinea-Bissau,3.0,,,"1,962,465 ",,764.0,1109,6.0,42.0,1500.0,565.0
100,31,Asia,Hong Kong,0.5,,,"7,490,261 ",1.0,22468.0,1064,4.0,1029.0,168291.0,142.0
101,442,Asia,Sri Lanka,0.4,7.0,,"21,403,517 ",1.0,2295.0,1055,9.0,604.0,49124.0,49.0
102,116,Africa,Tunisia,4.0,,,"11,804,800 ",3.0,3838.0,1046,47.0,883.0,45308.0,89.0
103,309,Europe,Latvia,12.0,,,"1,888,294 ",2.0,50109.0,1025,22.0,694.0,94621.0,543.0
104,335,Asia,Lebanon,4.0,,,"6,828,619 ",3.0,9886.0,1024,26.0,663.0,67510.0,150.0
105,167,Europe,Albania,11.0,,,"2,878,129 ",3.0,4433.0,969,31.0,771.0,12759.0,337.0
106,329,Africa,Mali,3.0,,,"20,179,688 ",,173.0,947,60.0,558.0,3483.0,47.0
107,111,Africa,Niger,2.0,,,"24,095,961 ",,247.0,924,60.0,753.0,5949.0,38.0
108,345,Asia,Cyprus,14.0,,,"1,206,392 ",10.0,79036.0,923,17.0,561.0,95349.0,765.0
109,301,North America,Costa Rica,2.0,,,"5,088,953 ",3.0,4309.0,903,10.0,592.0,21929.0,177.0
110,871,Africa,Equatorial Guinea,7.0,,,"1,397,254 ",,611.0,903,10.0,22.0,854.0,646.0
111,610,South America,Venezuela,0.4,,,"28,444,376 ",2.0,24528.0,882,10.0,262.0,697691.0,31.0
112,557,Africa,Zambia,0.4,,,"18,321,393 ",1.0,1061.0,866,7.0,302.0,19432.0,47.0
113,569,South America,Paraguay,2.0,,,"7,122,661 ",,3087.0,836,11.0,256.0,21987.0,117.0
114,91,Africa,Burkina Faso,2.0,,,"20,833,816 ",,,812,52.0,669.0,,39.0
115,72,Europe,Andorra,660.0,,,"77,252 ",3.0,48542.0,762,51.0,639.0,3750.0,9864.0
116,135,South America,Uruguay,6.0,,,"3,472,430 ",4.0,10522.0,749,20.0,594.0,36537.0,216.0
117,688,North America,Haiti,2.0,71.0,3.0,"11,386,865 ",,221.0,734,25.0,21.0,2519.0,64.0
118,224,Asia,Georgia,3.0,,,"3,989,972 ",6.0,11052.0,721,12.0,485.0,44098.0,181.0
119,48,,Diamond Princess,,,, ,4.0,,712,13.0,651.0,,
120,218,Asia,Jordan,0.9,,,"10,191,845 ",5.0,15371.0,684,9.0,457.0,156663.0,67.0
121,382,Europe,San Marino,1209.0,,,"33,923 ",1.0,111399.0,658,41.0,235.0,3779.0,19397.0
122,125,Europe,Malta,14.0,,,"441,416 ",1.0,127372.0,599,6.0,468.0,56224.0,1357.0
123,344,Africa,Chad,4.0,,,"16,368,402 ",,,588,58.0,186.0,,36.0
124,345,Africa,Sierra Leone,4.0,,,"7,957,977 ",,,585,35.0,205.0,,74.0
125,5,Europe,Channel Islands,259.0,,,"173,685 ",,30757.0,558,45.0,508.0,5342.0,3213.0
126,344,North America,Jamaica,3.0,5.0,,"2,959,765 ",,3101.0,534,9.0,181.0,9178.0,180.0
127,305,Africa,Tanzania,0.4,,,"59,527,001 ",7.0,,509,21.0,183.0,,9.0
128,473,Africa,South Sudan,0.4,,,"11,178,970 ",,300.0,481,4.0,4.0,3356.0,43.0
129,316,Africa,Congo,3.0,,,"5,501,846 ",,,469,16.0,137.0,,85.0
130,405,Asia,Nepal,0.1,,,"29,076,092 ",1.0,4039.0,457,3.0,49.0,117431.0,16.0
131,37,Africa,Réunion,1.0,,,"894,609 ",2.0,19226.0,449,1.0,411.0,17200.0,502.0
132,27,Asia,Taiwan,0.3,,,"23,812,157 ",,2954.0,441,7.0,407.0,70338.0,19.0
133,418,Africa,CAR,,,,"4,820,066 ",,2343.0,436,,18.0,11294.0,90.0
134,75,Asia,Palestine,0.4,,,"5,087,326 ",,8821.0,423,2.0,346.0,44876.0,83.0
135,272,Africa,Madagascar,0.07,,,"27,605,453 ",1.0,205.0,405,2.0,131.0,5670.0,15.0
136,271,Africa,Ethiopia,0.04,,,"114,622,829 ",,607.0,399,5.0,123.0,69519.0,3.0
137,258,Africa,Cabo Verde,5.0,,,"555,311 ",,1606.0,356,3.0,95.0,892.0,641.0
138,224,Africa,Togo,1.0,,,"8,255,653 ",,1789.0,354,12.0,118.0,14767.0,43.0
139,9,Europe,Isle of Man,282.0,,,"84,984 ",2.0,51221.0,336,24.0,303.0,4353.0,3954.0
140,0,Africa,Mauritius,8.0,,,"1,271,542 ",,77131.0,332,10.0,322.0,98075.0,261.0
141,1,Europe,Montenegro,14.0,,,"628,058 ",2.0,16188.0,324,9.0,314.0,10167.0,516.0
142,58,Asia,Vietnam,,,,"97,241,403 ",2.0,2828.0,324,,266.0,275000.0,3.0
143,103,Africa,Rwanda,,,,"12,913,795 ",,4213.0,320,,217.0,54400.0,25.0
144,63,North America,Nicaragua,3.0,,,"6,615,686 ",,,279,17.0,199.0,,42.0
145,239,Africa,Sao Tome and Principe,37.0,,,"218,686 ",,800.0,251,8.0,4.0,175.0,1148.0
146,111,South America,French Guiana,3.0,,,"297,751 ",,,249,1.0,137.0,,836.0
147,86,Africa,Liberia,5.0,,,"5,043,542 ",,,240,23.0,131.0,,48.0
148,106,Africa,Eswatini,2.0,,,"1,158,822 ",,4310.0,220,2.0,112.0,4994.0,190.0
149,85,Asia,Myanmar,0.1,,,"54,369,777 ",,304.0,199,6.0,108.0,16550.0,4.0
150,159,Asia,Yemen,1.0,,,"29,748,378 ",,4.0,197,33.0,5.0,120.0,7.0
151,87,North America,Martinique,37.0,,,"375,296 ",,,192,14.0,91.0,,512.0
152,0,Europe,Faeroe Islands,,,,"48,843 ",,185984.0,187,,187.0,9084.0,3829.0
153,161,Africa,Mauritania,1.0,,,"4,634,928 ",,557.0,173,5.0,7.0,2583.0,37.0
154,114,Africa,Mozambique,,,,"31,149,023 ",,227.0,162,,48.0,7063.0,5.0
155,94,Africa,Uganda,,,,"45,562,477 ",,1733.0,160,,66.0,78953.0,4.0
156,33,North America,Guadeloupe,32.0,,,"400,117 ",3.0,7163.0,155,13.0,109.0,2866.0,387.0
157,5,Europe,Gibraltar,,,,"33,692 ",,173127.0,151,,146.0,5833.0,4482.0
158,4,Asia,Brunei ,2.0,,,"437,013 ",2.0,41212.0,141,1.0,136.0,18010.0,323.0
159,114,Asia,Mongolia,,,,"3,272,228 ",27.0,3591.0,140,,26.0,11750.0,43.0
160,71,Africa,Benin,0.2,,,"12,084,945 ",,2217.0,135,3.0,61.0,26792.0,11.0
161,60,South America,Guyana,13.0,,,"786,139 ",3.0,1691.0,127,10.0,57.0,1329.0,162.0
162,36,North America,Bermuda,144.0,,,"62,302 ",2.0,92838.0,125,9.0,80.0,5784.0,2006.0
163,1,Asia,Cambodia,,,,"16,692,685 ",,933.0,123,,122.0,15572.0,7.0
164,65,North America,Cayman Islands,15.0,,,"65,635 ",,121262.0,121,1.0,55.0,7959.0,1844.0
165,1,North America,Trinidad and Tobago,6.0,,,"1,398,999 ",,2005.0,116,8.0,107.0,2805.0,83.0
166,3,North America,Aruba,28.0,,,"106,717 ",4.0,19191.0,101,3.0,95.0,2048.0,946.0
167,42,North America,Bahamas,28.0,,,"392,826 ",1.0,4862.0,97,11.0,44.0,1910.0,247.0
168,3,Europe,Monaco,102.0,,,"39,211 ",1.0,,97,4.0,90.0,,2474.0
169,13,North America,Barbados,24.0,,,"287,337 ",4.0,15445.0,90,7.0,70.0,4438.0,313.0
170,26,Europe,Liechtenstein,26.0,,,"38,116 ",,23612.0,82,1.0,55.0,900.0,2151.0
171,8,North America,Sint Maarten,350.0,,,"42,821 ",7.0,9925.0,77,15.0,54.0,425.0,1798.0
172,42,Africa,Malawi,0.2,,,"19,070,499 ",1.0,95.0,72,3.0,27.0,1803.0,4.0
173,33,Africa,Libya,0.4,,,"6,860,692 ",,634.0,71,3.0,35.0,4351.0,10.0
174,0,Australia/Oceania,French Polynesia,,,,"280,731 ",,13130.0,60,,60.0,3686.0,214.0
175,38,Africa,Angola,0.09,,,"32,740,203 ",,187.0,58,3.0,17.0,6136.0,2.0
176,19,Asia,Syria,0.2,,,"17,449,901 ",,,58,3.0,36.0,,3.0
177,29,Africa,Zimbabwe,0.3,,,"14,838,265 ",,1888.0,51,4.0,18.0,28019.0,3.0
178,0,Asia,Macao,,,,"648,331 ",,,45,,45.0,,69.0
179,21,Africa,Burundi,0.08,,,"11,847,387 ",,24.0,42,1.0,20.0,284.0,4.0
180,4,North America,Saint Martin,78.0,,,"38,590 ",1.0,,40,3.0,33.0,,1037.0
181,0,Africa,Eritrea,,,,"3,540,846 ",,,39,,39.0,,11.0
182,25,Africa,Comoros,1.0,,,"867,421 ",,,34,1.0,8.0,,39.0
183,9,Africa,Botswana,0.4,,,"2,346,068 ",,6332.0,29,1.0,19.0,14855.0,12.0
184,3,North America,Antigua and Barbuda,31.0,,,"97,839 ",1.0,1870.0,25,3.0,19.0,183.0,256.0
185,10,Africa,Gambia,0.4,,,"2,408,415 ",,613.0,24,1.0,13.0,1476.0,10.0
186,0,Asia,Timor-Leste,,,,"1,315,521 ",,561.0,24,,24.0,738.0,18.0
187,5,North America,Grenada,,,,"112,466 ",4.0,26737.0,22,,17.0,3007.0,196.0
188,15,Asia,Bhutan,,,,"770,656 ",,18850.0,21,,6.0,14527.0,27.0
189,5,Asia,Laos,,,,"7,263,530 ",,662.0,19,,14.0,4812.0,3.0
190,0,North America,Belize,5.0,,,"396,791 ",,3435.0,18,2.0,16.0,1363.0,45.0
191,3,Australia/Oceania,Fiji,,,,"895,730 ",,1451.0,18,,15.0,1300.0,20.0
192,4,Africa,Namibia,,,,"2,535,571 ",,1020.0,18,,14.0,2586.0,7.0
193,0,Australia/Oceania,New Caledonia,,,,"285,193 ",,19124.0,18,,18.0,5454.0,63.0
194,0,North America,Saint Lucia,,,,"183,536 ",,4283.0,18,,18.0,786.0,98.0
195,4,North America,St. Vincent Grenadines,,,,"110,902 ",,1578.0,18,,14.0,175.0,162.0
196,1,North America,Curaçao,6.0,,,"164,020 ",,2957.0,16,1.0,14.0,485.0,98.0
197,0,North America,Dominica,,,,"71,967 ",,6017.0,16,,16.0,433.0,222.0
198,0,North America,Saint Kitts and Nevis,,,,"53,158 ",,7355.0,15,,15.0,391.0,282.0
199,0,South America,Falkland Islands,,,,"3,468 ",,122837.0,13,,13.0,426.0,3749.0
200,1,North America,Turks and Caicos,26.0,,,"38,658  ",,2820.0,12,1.0,10.0,109.0,310.0
201,10,Europe,Vatican City,,,,801,,,12,,2.0,,14981.0
202,0,North America,Montserrat,200.0,,,"4,992 ",,7212.0,11,1.0,10.0,36.0,2204.0
203,1,South America,Suriname,2.0,,,"586,049 ",,689.0,11,1.0,9.0,404.0,19.0
204,0,North America,Greenland,,,,"56,759 ",,31132.0,11,,11.0,1767.0,194.0
205,0,Africa,Seychelles,,,,"98,280 ",,,11,,11.0,,112.0
206,7,,MS Zaandam,,,, ,,,9,2.0,,,
207,1,North America,British Virgin Islands,33.0,,,"30,209 ",,5528.0,8,1.0,6.0,167.0,265.0
208,0,Australia/Oceania,Papua New Guinea,,,,"8,927,298 ",,269.0,8,,8.0,2402.0,0.9
209,0,North America,Caribbean Netherlands,,,,"26,196 ",,13628.0,6,,6.0,357.0,229.0
210,0,North America,St. Barth,,,,"9,874 ",,,6,,6.0,,608.0
211,0,Africa,Western Sahara,,,,"595,583 ",,,6,,6.0,,10.0
212,0,North America,Anguilla,,,,"14,988 ",,,3,,3.0,,200.0
213,1,Africa,Lesotho,,,,"2,140,374 ",,,1,,,,0.5
214,0,North America,Saint Pierre Miquelon,,,,"5,797 ",,,1,,1.0,,173.0
215,82,Asia,China,3.0,4.0,,"1,439,323,776 ",8.0,,82971,4634.0,78255.0,,58.0
,1205486,North America,Total:,,3296.0,426.0,,19046.0,,1798496,110221.0,482789.0,,
,854876,Europe,Total:,,,,,10751.0,,1848322,166805.0,826641.0,,
,314350,South America,Total:,,268.0,16.0,,10657.0,,548892,28094.0,206448.0,,
,345272,Asia,Total:,,31.0,,,4867.0,,887288,26244.0,515772.0,,
,57981,Africa,Total:,,,,,285.0,,101684,3115.0,40588.0,,
,547,Australia/Oceania,Total:,,15.0,1.0,,10.0,,8703,122.0,8034.0,,
,55,,Total:,,,,,4.0,,721,15.0,651.0,,
,326747,Europe,European Union,278.1512791246323,0.0,0.0,,6192.0,38709.16362378416,1160893,123847.0,671374.0,17235275.0,2607.2805387036565
