#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,Asia,53534985,136674.0,745009.0,2863.0,50607900,"+189,845",2182076,27495.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,North America,40169407,15508.0,907614.0,454.0,33287415,"+28,549",5974378,11963.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,South America,30659751,97040.0,944166.0,2665.0,27728620,"+97,640",1986965,32311.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,47183550,34115.0,1086296.0,543.0,44500741,"+42,140",1596513,10581.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,5088965,16752.0,135050.0,260.0,4545964,"+9,049",407951,2699.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,70291,143.0,1255.0,1.0,67449,16,1587,11.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,176707670,300232.0,3819405.0,6786.0,160738795,"+367,239",12149470,85060.0,22670.0,490.0,,,,All,"
",,,,,,Dummy,Dummy
1,China,91428,34.0,4636.0,,86333,21,459,13.0,64.0,3.0,160000000.0,111163.0,"1,439,323,776 ",Asia,"15,743","310,467",9,0.02,,0.3,Dummy,Dummy
2,USA,34321158,5285.0,615053.0,100.0,28400132,"+18,509",5305973,4529.0,103115.0,1848.0,494349661.0,1485228.0,"332,844,357 ",North America,10,541,1,16,0.3,"15,941",Dummy,Dummy
3,India,29507438,68400.0,374287.0,1761.0,28148977,"+113,091",984174,8944.0,21185.0,269.0,378132474.0,271478.0,"1,392,864,531 ",Asia,47,"3,721",4,49,1,707,Dummy,Dummy
4,Brazil,17413996,36998.0,487476.0,1118.0,15794548,"+33,371",1131972,8318.0,81377.0,2278.0,50801042.0,237396.0,"213,992,634 ",South America,12,439,4,173,5,"5,290",Dummy,Dummy
5,France,5740665,2855.0,110420.0,13.0,5495488,"+2,195",134757,2106.0,87763.0,1688.0,88959578.0,1360016.0,"65,410,682 ",Europe,11,592,1,44,0.2,"2,060",Dummy,Dummy
