#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,41329286,12420.0,928447.0,275.0,34665582,"+5,970",5735257,11863.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,58659962,27304.0,837111.0,279.0,55440975,"+25,608",2381876,29423.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,34454500,1239.0,1050216.0,31.0,31853058,"+1,388",1551226,27249.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,49572712,1935.0,1118062.0,17.0,46090432,"+1,240",2364218,6305.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,6209833,,156890.0,,5390734,,662209,4455.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,86895,138.0,1350.0,1.0,71930,,13615,52.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,190313909,43036.0,4092091.0,603.0,173513417,"+34,206",12708401,79347.0,24416.0,525.0,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34929856,,624606.0,,29358531,,4946719,4876.0,104888.0,1876.0,516064802.0,1549656.0,"333,019,037 ",North America,10,533,1,,,"14,854",Dummy,Dummy
2,India,31064908,921.0,413123.0,,30227792,"+7,609",423993,8944.0,22283.0,296.0,442021954.0,317069.0,"1,394,086,861 ",Asia,45,"3,375",3,0.7,,304,Dummy,Dummy
3,Brazil,19308109,,540500.0,,17951699,,815910,8318.0,90171.0,2524.0,54204686.0,253141.0,"214,128,660 ",South America,11,396,4,,,"3,810",Dummy,Dummy
4,Russia,5907999,,146868.0,,5300908,,460223,2300.0,40466.0,1006.0,157300000.0,1077401.0,"145,999,538 ",Europe,25,994,1,,,"3,152",Dummy,Dummy
5,France,5844249,,111451.0,,5656992,,75806,899.0,89329.0,1704.0,98089052.0,1499290.0,"65,423,667 ",Europe,11,587,1,,,"1,159",Dummy,Dummy
6,Turkey,5514373,,50450.0,,5375262,,88661,543.0,64661.0,592.0,64407034.0,755235.0,"85,280,833 ",Asia,15,"1,690",1,,,"1,040",Dummy,Dummy
7,UK,5332371,,128642.0,,4385308,,818421,551.0,78123.0,1885.0,229130661.0,3356905.0,"68,256,517 ",Europe,13,531,0,,,"11,990",Dummy,Dummy
8,Argentina,4737213,,101158.0,,4363105,,272950,4868.0,103826.0,2217.0,18124062.0,397228.0,"45,626,302 ",South America,10,451,3,,,"5,982",Dummy,Dummy
9,Colombia,4601335,,115333.0,,4353957,,132045,8155.0,89441.0,2242.0,21439559.0,416741.0,"51,445,706 ",South America,11,446,2,,,"2,567",Dummy,Dummy
10,Italy,4281214,,127851.0,,4110649,,42714,161.0,70917.0,2118.0,74382497.0,1232124.0,"60,369,335 ",Europe,14,472,1,,,708,Dummy,Dummy
11,Spain,4100222,,81096.0,,3660683,,358443,872.0,87661.0,1734.0,54183930.0,1158429.0,"46,773,611 ",Europe,11,577,1,,,"7,663",Dummy,Dummy
12,Germany,3749922,,91878.0,,3638800,600,19244,379.0,44609.0,1093.0,65845568.0,783294.0,"84,062,401 ",Europe,22,915,1,,,229,Dummy,Dummy
13,Iran,3485940,,86791.0,,3101618,,297531,4135.0,40959.0,1020.0,24892912.0,292486.0,"85,108,041 ",Asia,24,981,3,,,"3,496",Dummy,Dummy
14,Poland,2881241,,75205.0,,2652743,,153293,59.0,76216.0,1989.0,18036932.0,477123.0,"37,803,491 ",Europe,13,503,2,,,"4,055",Dummy,Dummy
15,Indonesia,2780803,,71397.0,,2204491,,504915,,10056.0,258.0,22902467.0,82822.0,"276,525,194 ",Asia,99,"3,873",12,,,"1,826",Dummy,Dummy
16,Mexico,2642068,12420.0,236015.0,275.0,2074145,"+5,970",331908,4798.0,20271.0,1811.0,7900346.0,60614.0,"130,338,559 ",North America,49,552,16,95,2,"2,547",Dummy,Dummy
17,South Africa,2269179,,66385.0,,2009456,,0,546.0,37767.0,1105.0,14154725.0,235581.0,"60,084,330 ",Africa,26,905,4,,,"3,218",Dummy,Dummy
18,Ukraine,2244196,591.0,52718.0,16.0,2180957,676,10521,177.0,51638.0,1213.0,11138052.0,256282.0,"43,460,209 ",Europe,19,824,4,14,0.4,242,Dummy,Dummy
19,Peru,2090175,,194935.0,,0,N/A,0,2087.0,62490.0,5828.0,14917790.0,445998.0,"33,448,125 ",South America,16,172,2,,,"5,219",Dummy,Dummy
20,Netherlands,1777399,,17775.0,,1657869,,101755,79.0,103492.0,1035.0,15010077.0,873985.0,"17,174,287 ",Europe,10,966,1,,,"5,925",Dummy,Dummy
21,Czechia,1670583,,30335.0,,1637541,,2707,6.0,155698.0,2827.0,31285437.0,2915796.0,"10,729,637 ",Europe,6,354,0,,,252,Dummy,Dummy
22,Chile,1596549,,34309.0,,1547042,,15198,2127.0,82780.0,1779.0,17889008.0,927537.0,"19,286,567 ",South America,12,562,1,,,788,Dummy,Dummy
23,Philippines,1496328,,26476.0,,1421372,,48480,2031.0,13469.0,238.0,15809298.0,142306.0,"111,093,687 ",Asia,74,"4,196",7,,,436,Dummy,Dummy
24,Iraq,1474865,,17751.0,,1340383,,116731,630.0,35836.0,431.0,12431498.0,302055.0,"41,156,416 ",Asia,28,"2,319",3,,,"2,836",Dummy,Dummy
25,Canada,1422641,,26489.0,,1391397,,4755,294.0,37354.0,696.0,37679387.0,989331.0,"38,085,709 ",North America,27,"1,438",1,,,125,Dummy,Dummy
26,Belgium,1103413,1344.0,25209.0,1.0,1051372,,26832,86.0,94778.0,2165.0,16330887.0,1402752.0,"11,642,037 ",Europe,11,462,1,115,0.09,"2,305",Dummy,Dummy
27,Sweden,1094287,,14609.0,,1070016,,9662,23.0,107656.0,1437.0,11153755.0,1097305.0,"10,164,680 ",Europe,9,696,1,,,951,Dummy,Dummy
28,Bangladesh,1083922,,17465.0,,914343,,152114,1214.0,6514.0,105.0,7186367.0,43189.0,"166,392,351 ",Asia,154,"9,527",23,,,914,Dummy,Dummy
29,Romania,1081539,,34250.0,,1046691,,598,53.0,56613.0,1793.0,10171877.0,532446.0,"19,104,064 ",Europe,18,558,2,,,31,Dummy,Dummy
30,Pakistan,986668,2949.0,22760.0,40.0,918329,"+1,000",45579,2508.0,4379.0,101.0,15345158.0,68100.0,"225,333,825 ",Asia,228,"9,900",15,13,0.2,202,Dummy,Dummy
31,Portugal,923747,,17194.0,,857108,,49445,171.0,90868.0,1691.0,14218981.0,1398712.0,"10,165,771 ",Europe,11,591,1,,,"4,864",Dummy,Dummy
32,Malaysia,893323,,6728.0,,772542,,114053,896.0,27239.0,205.0,16140934.0,492160.0,"32,796,121  ",Asia,37,"4,875",2,,,"3,478",Dummy,Dummy
33,Israel,850104,,6444.0,,837394,,6266,49.0,91154.0,691.0,15748346.0,1688650.0,"9,326,000 ",Asia,11,"1,447",1,,,672,Dummy,Dummy
34,Japan,831193,,15014.0,,793643,,22536,376.0,6593.0,119.0,17377409.0,137835.0,"126,073,556 ",Asia,152,"8,397",7,,,179,Dummy,Dummy
35,Hungary,808725,,30015.0,,742632,,36078,10.0,83938.0,3115.0,6238275.0,647471.0,"9,634,827 ",Europe,12,321,2,,,"3,745",Dummy,Dummy
36,Jordan,760161,,9879.0,,742065,,8217,497.0,73743.0,958.0,8194511.0,794946.0,"10,308,266 ",Asia,14,"1,043",1,,,797,Dummy,Dummy
37,Serbia,718299,,7078.0,,709223,,1998,6.0,82556.0,813.0,4540946.0,521903.0,"8,700,741 ",Europe,12,"1,229",2,,,230,Dummy,Dummy
38,Switzerland,707976,,10902.0,,690364,,6710,29.0,81187.0,1250.0,8735091.0,1001690.0,"8,720,352 ",Europe,12,800,1,,,769,Dummy,Dummy
