#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,39485097,1805.0,885052.0,57.0,32150083,"+1,411",6449962,14869.0,,,,,,North America,"
",,,,,
,Asia,49225717,11010.0,648211.0,124.0,44388591,"+17,960",4188915,32078.0,,,,,,Asia,"
",,,,,
,South America,27752722,1466.0,754165.0,55.0,24985607,"+1,141",2012950,28996.0,,,,,,South America,"
",,,,,
,Europe,46202676,3542.0,1061164.0,134.0,42716293,"+20,010",2425219,18553.0,,,,,,Europe,"
",,,,,
,Africa,4800002,,128741.0,,4324955,,346306,2817.0,,,,,,Africa,"
",,,,,
,Oceania,67278,13.0,1243.0,,64754,,1281,3.0,,,,,,Australia/Oceania,"
",,,,,
,World,167534213,17836.0,3478591.0,370.0,148630989,"+40,522",15424633,97316.0,21493.0,446.3,,,,All,"
",,,,,
1,USA,33896660,,604087.0,,27502255,,5790318,6980.0,101873.0,1816.0,473304856.0,1422476.0,"332,733,197 ",North America,10,551,1,,,"17,402"
2,India,26752447,766.0,303751.0,,23728011,"+7,092",2720685,8944.0,19218.0,218.0,330536064.0,237439.0,"1,392,086,685 ",Asia,52,"4,583",4,0.6,,"1,954"
3,Brazil,16083573,,449185.0,,14492167,,1142221,8318.0,75190.0,2100.0,49013934.0,229138.0,"213,906,072 ",South America,13,476,4,,,"5,340"
4,France,5603666,,108596.0,,5199240,,295830,3515.0,85680.0,1660.0,82691176.0,1264344.0,"65,402,419 ",Europe,12,602,1,,,"4,523"
5,Turkey,5186487,,46268.0,,5024313,,115906,1843.0,60912.0,543.0,52377678.0,615144.0,"85,147,010 ",Asia,16,"1,840",2,,,"1,361"
6,Russia,5001505,,118482.0,,4617762,,265261,2300.0,34259.0,812.0,135700000.0,929514.0,"145,990,337 ",Europe,29,"1,232",1,,,"1,817"
7,UK,4462538,,127721.0,,4301451,,33366,123.0,65429.0,1873.0,174655862.0,2560786.0,"68,204,010 ",Europe,15,534,0,,,489
8,Italy,4192183,,125225.0,,3785866,,281092,1410.0,69427.0,2074.0,64558486.0,1069161.0,"60,382,401 ",Europe,14,482,1,,,"4,655"
9,Germany,3654201,,87973.0,,3408800,"+11,700",157428,3477.0,43490.0,1047.0,59197639.0,704541.0,"84,022,978 ",Europe,23,955,1,,,"1,874"
10,Spain,3636453,,79620.0,,3356272,,200561,1655.0,77750.0,1702.0,48928535.0,1046131.0,"46,770,949 ",Europe,13,587,1,,,"4,288"
11,Argentina,3539484,,74063.0,,3106949,,358472,6214.0,77680.0,1625.0,13187035.0,289410.0,"45,565,172 ",South America,13,615,3,,,"7,867"
12,Colombia,3232456,,84724.0,,3026277,,121455,6582.0,62930.0,1649.0,16378496.0,318860.0,"51,365,735 ",South America,16,606,3,,,"2,365"
13,Poland,2865622,,72928.0,,2624724,,167970,1138.0,75791.0,1929.0,15506202.0,410113.0,"37,809,584 ",Europe,13,518,2,,,"4,443"
14,Iran,2832518,,78597.0,,2333789,,420132,4855.0,33344.0,925.0,18932896.0,222873.0,"84,949,429 ",Asia,30,"1,081",4,,,"4,946"
15,Mexico,2396604,1274.0,221647.0,50.0,1914101,"+1,411",260856,4798.0,18416.0,1703.0,6943110.0,53352.0,"130,138,822 ",North America,54,587,19,10,0.4,"2,004"
16,Ukraine,2183855,1334.0,49436.0,68.0,1957561,"+6,999",176858,177.0,50205.0,1136.0,10022457.0,230408.0,"43,498,771 ",Europe,20,880,4,31,2,"4,066"
17,Peru,1925289,,68053.0,,1720665,,136571,2669.0,57677.0,2039.0,12482876.0,373959.0,"33,380,341 ",South America,17,491,3,,,"4,091"
18,Indonesia,1775220,,49328.0,,1633045,,92847,,6430.0,179.0,16080678.0,58242.0,"276,098,715 ",Asia,156,"5,597",17,,,336
19,Czechia,1658092,197.0,30028.0,6.0,1611189,10,16875,152.0,154576.0,2799.0,22950252.0,2139542.0,"10,726,714 ",Europe,6,357,0,18,0.6,"1,573"
20,South Africa,1635465,,55802.0,,1539395,,40268,546.0,27270.0,930.0,11354930.0,189331.0,"59,974,013 ",Africa,37,"1,075",5,,,671
21,Netherlands,1626232,,17544.0,,1427520,,181168,586.0,94721.0,1022.0,13797380.0,803635.0,"17,168,709 ",Europe,11,979,1,,,"10,552"
