#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,4805734,6803.0,201896.0,808.0,2383315.0,"+4,411",2220523,26221.0,,,,,,North America,"
",,
,South America,3463246,1778.0,127047.0,55.0,2325605.0,431,1010594,14148.0,,,,,,South America,"
",,
,Asia,3603635,4641.0,84559.0,79.0,2573750.0,"+5,246",945326,19461.0,,,,,,Asia,"
",,
,Europe,2717950,369.0,200154.0,3.0,1622973.0,17,894823,5303.0,,,,,,Europe,"
",,
,Africa,773659,153.0,16487.0,5.0,438314.0,26,318858,1044.0,,,,,,Africa,"
",,
,Oceania,14998,406.0,155.0,5.0,10274.0,3,4569,41.0,,,,,,Australia/Oceania,"
",,
,World,15379943,14150.0,630313.0,955.0,9354882.0,"+10,134",5394748,66222.0,1973.0,80.9,,,,All,"
",,
1,USA,4100875,,146183.0,,1942637.0,,2012055,19179.0,12385.0,441.0,50732870.0,153217.0,"331,118,730 ",North America,81,"2,265",7
2,Brazil,2231871,,82890.0,,1532138.0,,616843,8318.0,10496.0,390.0,4911063.0,23095.0,"212,648,862 ",South America,95,"2,565",43
3,India,1239684,,29890.0,,784266.0,,425528,8944.0,898.0,22.0,15075369.0,10918.0,"1,380,789,392 ",Asia,"1,114","46,196",92
4,Russia,789190,,12745.0,,572053.0,,204392,2300.0,5408.0,87.0,25704372.0,176132.0,"145,938,368 ",Europe,185,"11,451",6
5,South Africa,394948,,5940.0,,229175.0,,159833,539.0,6654.0,100.0,2585474.0,43562.0,"59,350,923 ",Africa,150,"9,992",23
6,Peru,366550,,17455.0,,252246.0,,96849,1351.0,11108.0,529.0,2133775.0,64665.0,"32,997,490 ",South America,90,"1,890",15
7,Mexico,362274,6019.0,41190.0,790.0,231403.0,"+4,238",89681,3883.0,2808.0,319.0,861852.0,6680.0,"129,010,677 ",North America,356,"3,132",150
8,Chile,336402,,8722.0,,309241.0,,18439,1688.0,17589.0,456.0,1445773.0,75593.0,"19,125,796 ",South America,57,"2,193",13
9,Spain,314631,,28426.0,,0.0,N/A,0,617.0,6729.0,608.0,6320836.0,135188.0,"46,755,909 ",Europe,149,"1,645",7
10,UK,296377,,45501.0,,0.0,N/A,0,142.0,4364.0,670.0,13763289.0,202677.0,"67,907,443 ",Europe,229,"1,492",5
11,Iran,281413,,14853.0,,244840.0,,21720,3609.0,3348.0,177.0,2228277.0,26510.0,"84,053,564 ",Asia,299,"5,659",38
12,Pakistan,269191,1763.0,5709.0,32.0,213175.0,"+2,707",50307,1382.0,1217.0,26.0,1799290.0,8137.0,"221,119,777 ",Asia,821,"38,732",123
13,Saudi Arabia,258156,,2601.0,,210398.0,,45157,2143.0,7409.0,75.0,2837054.0,81422.0,"34,843,683 ",Asia,135,"13,396",12
14,Italy,245032,,35082.0,,197628.0,,12322,48.0,4053.0,580.0,6354730.0,105113.0,"60,456,197 ",Europe,247,"1,723",10
15,Turkey,222402,,5545.0,,205214.0,,11643,1244.0,2635.0,66.0,4403031.0,52174.0,"84,391,158 ",Asia,379,"15,219",19
16,Colombia,218428,,7373.0,,101613.0,,109442,1456.0,4290.0,145.0,1292501.0,25386.0,"50,914,048 ",South America,233,"6,905",39
17,Bangladesh,213254,,2751.0,,117202.0,,93301,1.0,1294.0,17.0,1066609.0,6473.0,"164,784,209 ",Asia,773,"59,900",154
18,Germany,204470,,9182.0,,188600.0,,6688,250.0,2440.0,110.0,7418812.0,88530.0,"83,800,309 ",Europe,410,"9,127",11
19,France,178336,,30172.0,,79957.0,,68207,445.0,2732.0,462.0,2900040.0,44423.0,"65,282,403 ",Europe,366,"2,164",23
20,Argentina,141900,,2588.0,,60531.0,,78781,890.0,3138.0,57.0,578202.0,12786.0,"45,219,904 ",South America,319,"17,473",78
21,Canada,112240,,8870.0,,98142.0,,5228,2196.0,2972.0,235.0,3659778.0,96918.0,"37,761,474 ",North America,336,"4,257",10
22,Qatar,107871,,163.0,,104641.0,,3067,113.0,38418.0,58.0,455798.0,162332.0,"2,807,805 ",Asia,26,"17,226",6
23,Iraq,99865,,4042.0,,67147.0,,28676,441.0,2480.0,100.0,844218.0,20964.0,"40,268,944 ",Asia,403,"9,963",48
24,Indonesia,91751,,4459.0,,50255.0,,37037,,335.0,16.0,1283109.0,4688.0,"273,689,898 ",Asia,"2,983","61,379",213
25,Egypt,89745,,4440.0,,30075.0,,55230,41.0,876.0,43.0,135000.0,1318.0,"102,437,302 ",Africa,"1,141","23,071",759
26,Sweden,78504,,5667.0,,0.0,N/A,0,58.0,7770.0,561.0,751213.0,74355.0,"10,103,020 ",Europe,129,"1,783",13
27,Ecuador,77257,,5418.0,,33125.0,,38714,313.0,4375.0,307.0,213002.0,12063.0,"17,657,838 ",South America,229,"3,259",83
28,Kazakhstan,76799,1646.0,585.0,,48220.0,"+1,430",27994,221.0,4087.0,31.0,1823332.0,97040.0,"18,789,464 ",Asia,245,"32,119",10
29,Philippines,72269,,1843.0,,23623.0,,46803,351.0,659.0,17.0,1216733.0,11095.0,"109,662,939 ",Asia,"1,517","59,502",90
30,Oman,71547,,349.0,,47922.0,,23276,165.0,13993.0,68.0,284244.0,55591.0,"5,113,107 ",Asia,71,"14,651",18
31,Belarus,66521,,513.0,,59061.0,,6947,89.0,7040.0,54.0,1209400.0,127991.0,"9,449,128 ",Europe,142,"18,419",8
32,Belgium,64627,369.0,9808.0,3.0,17347.0,17,37472,41.0,5575.0,846.0,1484430.0,128049.0,"11,592,676 ",Europe,179,"1,182",8
33,Bolivia,64135,1778.0,2328.0,55.0,19721.0,431,42086,71.0,5490.0,199.0,139337.0,11928.0,"11,681,932 ",South America,182,"5,018",84
34,Kuwait,61185,,417.0,,51520.0,,9248,127.0,14315.0,98.0,471000.0,110199.0,"4,274,069 ",Asia,70,"10,250",9
35,Ukraine,60995,,1534.0,,33172.0,,26289,84.0,1395.0,35.0,907360.0,20756.0,"43,716,569 ",Europe,717,"28,498",48
36,UAE,57734,,342.0,,50354.0,,7038,1.0,5833.0,35.0,4576202.0,462374.0,"9,897,182 ",Asia,171,"28,939",2
37,Israel,56085,,430.0,,23310.0,,32345,273.0,6098.0,47.0,1503999.0,163521.0,"9,197,590 ",Asia,164,"21,390",6
38,Dominican Republic,56043,,1005.0,,26466.0,,28572,246.0,5163.0,93.0,222586.0,20507.0,"10,854,193 ",North America,194,"10,800",49
39,Panama,55906,,1180.0,,31122.0,,23604,158.0,12946.0,273.0,194599.0,45062.0,"4,318,496 ",North America,77,"3,660",22
40,Netherlands,52242,,6139.0,,0.0,N/A,0,16.0,3048.0,358.0,851885.0,49710.0,"17,137,206 ",Europe,328,"2,792",20
41,Portugal,49150,,1702.0,,33999.0,,13449,59.0,4821.0,167.0,1496925.0,146832.0,"10,194,806 ",Europe,207,"5,990",7
42,Singapore,48744,,27.0,,44795.0,,3922,,8328.0,5.0,1170049.0,199904.0,"5,853,049 ",Asia,120,"216,780",5
43,Poland,41162,,1642.0,,31139.0,,8381,73.0,1088.0,43.0,2017513.0,53311.0,"37,843,994 ",Europe,919,"23,047",19
44,Guatemala,41135,,1573.0,,27756.0,,11806,5.0,2294.0,88.0,125082.0,6975.0,"17,933,297 ",North America,436,"11,401",143
45,Romania,40163,,2101.0,,24663.0,,13399,293.0,2089.0,109.0,1009273.0,52486.0,"19,229,254 ",Europe,479,"9,152",19
46,Nigeria,38344,,813.0,,15815.0,,21716,7.0,186.0,4.0,247825.0,1201.0,"206,396,274 ",Africa,"5,383","253,870",833
47,Bahrain,37637,,130.0,,33894.0,,3613,47.0,22084.0,76.0,752485.0,441539.0,"1,704,231 ",Asia,45,"13,109",2
48,Honduras,36102,757.0,1006.0,18.0,4315.0,171,30781,51.0,3642.0,101.0,78825.0,7951.0,"9,913,243 ",North America,275,"9,854",126
49,Afghanistan,35727,,1190.0,,23924.0,,10613,31.0,917.0,31.0,84579.0,2170.0,"38,973,428 ",Asia,"1,091","32,751",461
