#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,11820167,12862.0,360478.0,628.0,7762117.0,"+6,004",3697572,21812.0,,,,,,North America,"
",,
,Asia,14145735,10358.0,250910.0,136.0,12627008.0,"+8,104",1267817,22645.0,,,,,,Asia,"
",,
,South America,9877810,139.0,300040.0,10.0,8855419.0,544,722351,17845.0,,,,,,South America,"
",,
,Europe,11345987,46381.0,283785.0,871.0,4192805.0,"+28,831",6869397,25285.0,,,,,,Europe,"
",,
,Africa,1854169,,44316.0,,1548650.0,,261203,2428.0,,,,,,Africa,"
",,
,Oceania,40048,12.0,980.0,,32819.0,32,6249,24.0,,,,,,Australia/Oceania,"
",,
,World,49084637,69752.0,1240524.0,1645.0,35019477.0,"+43,515",12824636,90043.0,6297.0,159.1,,,,All,"
",,
1,USA,9926637,7000.0,241026.0,71.0,6341604.0,"+1,118",3344007,18160.0,29928.0,727.0,153598448.0,463093.0,"331,679,824 ",North America,33,"1,376",2
2,India,8411724,690.0,125029.0,,7765966.0,"+1,203",520729,8944.0,6075.0,90.0,115429095.0,83359.0,"1,384,715,664 ",Asia,165,"11,075",12
3,Brazil,5614258,,161779.0,,5064344.0,,388135,8318.0,26347.0,759.0,21900000.0,102776.0,"213,085,794  ",South America,38,"1,317",10
4,Russia,1733440,20582.0,29887.0,378.0,1296124.0,"+16,955",407429,2300.0,11876.0,205.0,63541298.0,435344.0,"145,956,429 ",Europe,84,"4,884",2
5,France,1601367,,39037.0,,124278.0,,1438052,4230.0,24514.0,598.0,17055801.0,261095.0,"65,324,114 ",Europe,41,"1,673",4
6,Spain,1365895,,38486.0,,0.0,N/A,0,2802.0,29210.0,823.0,18072174.0,386479.0,"46,761,136 ",Europe,34,"1,215",3
7,Argentina,1217028,,32766.0,,1030137.0,,154125,4713.0,26842.0,723.0,3142837.0,69317.0,"45,339,899 ",South America,37,"1,384",14
8,UK,1123197,,48120.0,,0.0,N/A,0,1191.0,16515.0,708.0,35241533.0,518178.0,"68,010,512 ",Europe,61,"1,413",2
9,Colombia,1117977,,32209.0,,1011166.0,,74602,2376.0,21891.0,631.0,5258238.0,102959.0,"51,071,028 ",South America,46,"1,586",10
10,Mexico,949197,5567.0,93772.0,544.0,701837.0,"+4,435",153588,2800.0,7335.0,725.0,2465699.0,19054.0,"129,402,754 ",North America,136,"1,380",52
11,Peru,914722,,34730.0,,838265.0,,41727,1044.0,27610.0,1048.0,4611380.0,139188.0,"33,130,547 ",South America,36,954,7
