#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,6672213,6530.0,250704.0,774.0,3691386.0,"+4,683",2730123,21726.0,,,,,,North America,"
",,
,South America,5411507,1796.0,179797.0,49.0,3995108.0,"+1,152",1236602,14908.0,,,,,,South America,"
",,
,Asia,5840053,8717.0,123423.0,140.0,4558599.0,"+7,617",1158031,18917.0,,,,,,Asia,"
",,
,Europe,3230487,7477.0,203876.0,160.0,1937594.0,"+8,792",1089017,5237.0,,,,,,Europe,"
",,
,Africa,1140836,61.0,26360.0,3.0,862596.0,32,251880,1214.0,,,,,,Africa,"
",,
,Oceania,26251,226.0,476.0,12.0,16997.0,317,8778,58.0,,,,,,Australia/Oceania,"
",,
,World,22322068,24807.0,784651.0,1138.0,15062931.0,"+22,593",6474486,62064.0,2864.0,100.7,,,,All,"
",,
1,USA,5656204,230.0,175087.0,13.0,3011577.0,479,2469540,16966.0,17075.0,529.0,72370168.0,218468.0,"331,261,650 ",North America,59,"1,892",5
2,Brazil,3411872,,110019.0,,2554179.0,,747674,8318.0,16036.0,517.0,13729872.0,64532.0,"212,760,156 ",South America,62,"1,934",15
3,India,2768670,2044.0,53026.0,12.0,2038585.0,"+1,882",677059,8944.0,2004.0,38.0,31742782.0,22972.0,"1,381,789,480 ",Asia,499,"26,059",44
4,Russia,937321,4828.0,15989.0,117.0,749423.0,"+6,795",171909,2300.0,6423.0,110.0,33200000.0,227486.0,"145,942,968 ",Europe,156,"9,128",4
5,South Africa,592144,,12264.0,,485468.0,,94412,539.0,9968.0,206.0,3430347.0,57744.0,"59,406,081 ",Africa,100,"4,844",17
6,Peru,549321,,26658.0,,374019.0,,148644,1527.0,16630.0,807.0,2818943.0,85341.0,"33,031,382 ",South America,60,"1,239",12
7,Mexico,531239,5506.0,57774.0,751.0,363307.0,"+3,960",110158,3646.0,4115.0,447.0,1196707.0,9269.0,"129,110,546 ",North America,243,"2,235",108
8,Colombia,489122,,15619.0,,312323.0,,161180,1493.0,9599.0,307.0,2299226.0,45124.0,"50,954,033 ",South America,104,"3,262",22
9,Chile,388855,,10546.0,,362440.0,,15869,1157.0,20319.0,551.0,2068079.0,108062.0,"19,137,888 ",South America,49,"1,815",9
10,Spain,384270,,28670.0,,0.0,N/A,0,617.0,8218.0,613.0,7955615.0,170147.0,"46,757,240 ",Europe,122,"1,631",6
11,Iran,347835,,19972.0,,300881.0,,26982,3882.0,4134.0,237.0,2914049.0,34636.0,"84,132,870 ",Asia,242,"4,213",29
12,UK,320286,,41381.0,,0.0,N/A,0,73.0,4715.0,609.0,14825051.0,218228.0,"67,933,697 ",Europe,212,"1,642",5
13,Argentina,305966,,6048.0,,223531.0,,76387,1799.0,6762.0,134.0,994942.0,21987.0,"45,250,469 ",South America,148,"7,482",45
14,Saudi Arabia,301323,,3470.0,,272911.0,,24942,1716.0,8638.0,99.0,4378417.0,125515.0,"34,883,707 ",Asia,116,"10,053",8
15,Pakistan,290445,613.0,6201.0,11.0,272128.0,"+2,119",12116,743.0,1312.0,28.0,2340072.0,10568.0,"221,436,711 ",Asia,762,"35,710",95
16,Bangladesh,282344,,3740.0,,162825.0,,115779,,1712.0,23.0,1378819.0,8361.0,"164,905,156 ",Asia,584,"44,092",120
17,Italy,254636,,35405.0,,204142.0,,15089,58.0,4212.0,586.0,7642059.0,126420.0,"60,449,664 ",Europe,237,"1,707",8
18,Turkey,251805,,6016.0,,232913.0,,12876,703.0,2981.0,71.0,5882406.0,69649.0,"84,458,069 ",Asia,335,"14,039",14
19,Germany,228105,,9305.0,,203900.0,"+1,000",14900,224.0,2721.0,111.0,9265361.0,110539.0,"83,820,021 ",Europe,367,"9,008",9
20,France,221267,,30451.0,,84065.0,,106751,384.0,3389.0,466.0,6000000.0,91893.0,"65,293,028 ",Europe,295,"2,144",11
21,Iraq,184709,,6036.0,,131840.0,,46833,574.0,4579.0,150.0,1304331.0,32337.0,"40,335,690 ",Asia,218,"6,683",31
22,Philippines,173774,4650.0,2795.0,111.0,113481.0,716,57498,489.0,1583.0,25.0,2108597.0,19209.0,"109,770,544 ",Asia,632,"39,274",52
23,Indonesia,143043,,6277.0,,96306.0,,40460,,522.0,23.0,1915039.0,6992.0,"273,903,138 ",Asia,"1,915","43,636",143
24,Canada,123154,,9045.0,,109357.0,,4752,67.0,3259.0,239.0,4880172.0,129153.0,"37,785,859 ",North America,307,"4,178",8
25,Qatar,115661,,193.0,,112355.0,,3113,68.0,41193.0,69.0,560990.0,199797.0,"2,807,805 ",Asia,24,"14,548",5
26,Kazakhstan,103571,271.0,1415.0,,86286.0,"+1,841",15870,221.0,5507.0,75.0,2291327.0,121840.0,"18,806,029 ",Asia,182,"13,290",8
27,Bolivia,103019,1796.0,4172.0,49.0,38623.0,"+1,152",60224,71.0,8810.0,357.0,221379.0,18932.0,"11,693,680 ",South America,114,"2,803",53
28,Ecuador,102941,,6105.0,,87183.0,,9653,366.0,5823.0,345.0,289213.0,16360.0,"17,677,613 ",South America,172,"2,896",61
29,Egypt,96753,,5184.0,,61562.0,,30007,41.0,943.0,51.0,135000.0,1316.0,"102,579,903 ",Africa,"1,060","19,788",760
30,Israel,96753,344.0,711.0,3.0,72494.0,504,23548,401.0,10519.0,77.0,2079941.0,226140.0,"9,197,590 ",Asia,95,"12,936",4
31,Ukraine,96403,1967.0,2144.0,28.0,49737.0,812,44522,177.0,2206.0,49.0,1335000.0,30551.0,"43,697,289 ",Europe,453,"20,381",33
32,Dominican Republic,87123,,1489.0,,55504.0,,30130,296.0,8021.0,137.0,326644.0,30072.0,"10,862,212 ",North America,125,"7,295",33
