#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,40342165,2325.0,911843.0,43.0,33677113,"+2,411",5753209,11190.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,54489811,10308.0,767453.0,96.0,51837211,"+13,572",1885147,26791.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,31644473,1086.0,971164.0,44.0,28649432,"+1,968",2023877,31592.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,47462188,654.0,1092526.0,20.0,44950479,"+6,201",1419183,8849.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,5249418,,137856.0,,4645632,,465930,4098.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,71538,23.0,1266.0,,68039,1,2233,10.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,179260314,14396.0,3882123.0,203.0,163828612,"+24,153",11549579,82530.0,22997.0,498.0,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34406001,,617166.0,,28711315,,5077520,3959.0,103358.0,1854.0,499061725.0,1499218.0,"332,881,410 ",North America,10,539,1,,,"15,253",Dummy,Dummy
2,India,29935221,860.0,388164.0,,28844199,"+7,670",702858,8944.0,21488.0,279.0,392407782.0,281675.0,"1,393,123,813 ",Asia,47,"3,589",4,0.6,,505,Dummy,Dummy
3,Brazil,17927928,,501918.0,,16220238,,1205772,8318.0,83767.0,2345.0,52714701.0,246306.0,"214,021,488 ",South America,12,426,4,,,"5,634",Dummy,Dummy
4,France,5757311,,110738.0,,5556586,,89987,1703.0,88014.0,1693.0,90785682.0,1387875.0,"65,413,436 ",Europe,11,591,1,,,"1,376",Dummy,Dummy
5,Turkey,5370299,,49185.0,,5232638,,88476,813.0,63020.0,577.0,58552783.0,687107.0,"85,216,400 ",Asia,16,"1,733",1,,,"1,038",Dummy,Dummy
6,Russia,5316826,,129361.0,,4869972,,317493,2300.0,36418.0,886.0,144800000.0,991814.0,"145,995,108 ",Europe,27,"1,129",1,,,"2,175",Dummy,Dummy
7,UK,4630040,,127976.0,,4301985,,200079,210.0,67858.0,1876.0,200024844.0,2931573.0,"68,231,235 ",Europe,15,533,0,,,"2,932",Dummy,Dummy
8,Argentina,4268789,,89043.0,,3890213,,289533,7366.0,93620.0,1953.0,15840430.0,347402.0,"45,596,869 ",South America,11,512,3,,,"6,350",Dummy,Dummy
9,Italy,4252976,,127270.0,,4037996,,87710,389.0,70442.0,2108.0,69916221.0,1158021.0,"60,375,626 ",Europe,14,474,1,,,"1,453",Dummy,Dummy
10,Colombia,3945166,,99934.0,,3667161,,178071,8155.0,76743.0,1944.0,18849191.0,366664.0,"51,407,201 ",South America,13,514,3,,,"3,464",Dummy,Dummy
11,Spain,3757442,,80652.0,,3544205,,132585,793.0,80335.0,1724.0,51240666.0,1095534.0,"46,772,329 ",Europe,12,580,1,,,"2,835",Dummy,Dummy
12,Germany,3730115,,90966.0,,3605200,"+2,200",33949,1210.0,44383.0,1082.0,63091197.0,750698.0,"84,043,420 ",Europe,23,924,1,,,404,Dummy,Dummy
13,Iran,3095135,,82965.0,,2748320,,263850,3279.0,36400.0,976.0,22321457.0,262508.0,"85,031,673 ",Asia,27,"1,025",4,,,"3,103",Dummy,Dummy
14,Poland,2878767,,74828.0,,2650476,,153463,238.0,76145.0,1979.0,16962988.0,448680.0,"37,806,425 ",Europe,13,505,2,,,"4,059",Dummy,Dummy
15,Mexico,2477283,1578.0,231187.0,36.0,1971470,"+2,333",274626,4798.0,19021.0,1775.0,7332752.0,56301.0,"130,242,389 ",North America,53,563,18,12,0.3,"2,109",Dummy,Dummy
16,Ukraine,2229846,323.0,52032.0,16.0,2152140,677,25674,177.0,51286.0,1197.0,10679015.0,245614.0,"43,478,776 ",Europe,19,836,4,7,0.4,590,Dummy,Dummy
17,Peru,2029625,,190425.0,,0,N/A,0,2521.0,60739.0,5699.0,13773500.0,412189.0,"33,415,488 ",South America,16,175,2,,,"3,547",Dummy,Dummy
18,Indonesia,1989909,,54662.0,,1792528,,142719,,7201.0,198.0,18670621.0,67569.0,"276,319,852 ",Asia,139,"5,055",15,,,516,Dummy,Dummy
19,South Africa,1823319,,58702.0,,1647503,,117114,546.0,30373.0,978.0,12549484.0,209049.0,"60,031,215 ",Africa,33,"1,023",5,,,"1,951",Dummy,Dummy
20,Netherlands,1678983,,17726.0,,1601922,,59335,207.0,97777.0,1032.0,14596733.0,850051.0,"17,171,601 ",Europe,10,969,1,,,"3,455",Dummy,Dummy
21,Czechia,1666025,,30280.0,,1632840,,2905,14.0,155294.0,2822.0,27904159.0,2601003.0,"10,728,229 ",Europe,6,354,0,,,271,Dummy,Dummy
22,Chile,1517018,,31513.0,,1445703,,39802,3230.0,78704.0,1635.0,16433977.0,852609.0,"19,274,924 ",South America,13,612,1,,,"2,065",Dummy,Dummy
23,Canada,1408836,,26076.0,,1371000,,11760,567.0,37014.0,685.0,36111298.0,948744.0,"38,062,227 ",North America,27,"1,460",1,,,309,Dummy,Dummy
24,Philippines,1359015,,23621.0,,1277715,,57679,2029.0,12244.0,213.0,14339573.0,129197.0,"110,990,067 ",Asia,82,"4,699",8,,,520,Dummy,Dummy
25,Iraq,1287465,,16885.0,,1200103,,70477,535.0,31331.0,411.0,11269612.0,274252.0,"41,092,142 ",Asia,32,"2,434",4,,,"1,715",Dummy,Dummy
26,Sweden,1084636,,14537.0,,1046065,,24034,72.0,106753.0,1431.0,10574760.0,1040801.0,"10,160,214 ",Europe,9,699,1,,,"2,366",Dummy,Dummy
27,Romania,1080256,,32326.0,,1045122,,2808,161.0,56519.0,1691.0,9575533.0,500992.0,"19,113,131 ",Europe,18,591,2,,,147,Dummy,Dummy
28,Belgium,1079415,331.0,25136.0,4.0,1016574,"+3,345",37705,212.0,92745.0,2160.0,14801828.0,1271803.0,"11,638,463 ",Europe,11,463,1,28,0.3,"3,240",Dummy,Dummy
29,Pakistan,949175,907.0,22007.0,30.0,893148,829,34020,2238.0,4218.0,98.0,14148424.0,62874.0,"225,028,629 ",Asia,237,"10,225",16,4,0.1,151,Dummy,Dummy
30,Portugal,865050,,17065.0,,819688,,28297,97.0,85077.0,1678.0,12598069.0,1239007.0,"10,167,874 ",Europe,12,596,1,,,"2,783",Dummy,Dummy
31,Bangladesh,851668,,13548.0,,782655,,55465,1184.0,5122.0,81.0,6327734.0,38056.0,"166,275,884 ",Asia,195,"12,273",26,,,334,Dummy,Dummy
32,Israel,839867,,6428.0,,833061,,378,24.0,90057.0,689.0,14758111.0,1582470.0,"9,326,000 ",Asia,11,"1,451",1,,,41,Dummy,Dummy
33,Hungary,807428,,29950.0,,734627,,42851,43.0,83788.0,3108.0,6033519.0,626107.0,"9,636,563 ",Europe,12,322,2,,,"4,447",Dummy,Dummy
34,Japan,784000,,14400.0,,748631,,20969,714.0,6217.0,114.0,15815670.0,125421.0,"126,100,939 ",Asia,161,"8,757",8,,,166,Dummy,Dummy
35,Jordan,746480,,9662.0,,730185,,6633,470.0,72466.0,938.0,7677570.0,745317.0,"10,301,076 ",Asia,14,"1,066",1,,,644,Dummy,Dummy
36,Serbia,715753,,7001.0,,705705,,3047,16.0,82240.0,804.0,4335783.0,498181.0,"8,703,230 ",Europe,12,"1,243",2,,,350,Dummy,Dummy
37,Switzerland,701627,,10869.0,,674103,,16655,65.0,80500.0,1247.0,8084820.0,927598.0,"8,715,863 ",Europe,12,802,1,,,"1,911",Dummy,Dummy
38,Malaysia,696408,,4408.0,,628185,,63815,880.0,21254.0,135.0,13849262.0,422663.0,"32,766,663 ",Asia,47,"7,433",2,,,"1,948",Dummy,Dummy
39,Austria,649576,,10680.0,,636125,,2771,84.0,71728.0,1179.0,51082866.0,5640688.0,"9,056,141 ",Europe,14,848,0,,,306,Dummy,Dummy
40,Nepal,621056,,8726.0,,556798,,55532,,20952.0,294.0,3269266.0,110290.0,"29,642,399 ",Asia,48,"3,397",9,,,"1,873",Dummy,Dummy
41,UAE,612029,,1757.0,,591061,,19211,,61167.0,176.0,55047451.0,5501509.0,"10,005,882 ",Asia,16,"5,695",0,,,"1,920",Dummy,Dummy
42,Lebanon,543505,,7822.0,,529618,,6065,67.0,79977.0,1151.0,4599186.0,676770.0,"6,795,791 ",Asia,13,869,1,,,892,Dummy,Dummy
43,Morocco,526651,,9238.0,,513681,,3732,107.0,14107.0,247.0,6713760.0,179833.0,"37,333,373 ",Africa,71,"4,041",6,,,100,Dummy,Dummy
44,Saudi Arabia,474191,,7677.0,,455618,,10896,1516.0,13419.0,217.0,20961776.0,593191.0,"35,337,309 ",Asia,75,"4,603",2,,,308,Dummy,Dummy
45,Ecuador,446441,,21293.0,,415508,,9640,456.0,24938.0,1189.0,1498995.0,83735.0,"17,901,731 ",South America,40,841,12,,,538,Dummy,Dummy
46,Bolivia,422047,1086.0,16132.0,44.0,339104,"+1,968",66811,200.0,35686.0,1364.0,1719946.0,145427.0,"11,826,831 ",South America,28,733,7,92,4,"5,649",Dummy,Dummy
47,Bulgaria,421032,,17990.0,,392816,,10226,207.0,61040.0,2608.0,3066606.0,444586.0,"6,897,668 ",Europe,16,383,2,,,"1,483",Dummy,Dummy
48,Greece,418342,,12542.0,,399006,,6794,296.0,40327.0,1209.0,10309057.0,993773.0,"10,373,656 ",Europe,25,827,1,,,655,Dummy,Dummy
49,Belarus,410678,,3044.0,,403758,,3876,,43475.0,322.0,6645103.0,703460.0,"9,446,310 ",Europe,23,"3,103",1,,,410,Dummy,Dummy
50,Kazakhstan,409580,930.0,4242.0,8.0,385043,966,20295,221.0,21564.0,223.0,11575012.0,609411.0,"18,993,759 ",Asia,46,"4,478",2,49,0.4,"1,069",Dummy,Dummy
51,Paraguay,406220,,11633.0,,343959,,50628,571.0,56285.0,1612.0,1465348.0,203035.0,"7,217,201 ",South America,18,620,5,,,"7,015",Dummy,Dummy
52,Panama,393727,,6475.0,,376761,,10491,105.0,89885.0,1478.0,2877925.0,657010.0,"4,380,339 ",North America,11,677,2,,,"2,395",Dummy,Dummy
53,Slovakia,391325,,12492.0,,377944,,889,36.0,71642.0,2287.0,2919944.0,534572.0,"5,462,205 ",Europe,14,437,2,,,163,Dummy,Dummy
54,Tunisia,382950,,14038.0,,332962,,35950,424.0,32078.0,1176.0,1611363.0,134976.0,"11,938,180 ",Africa,31,850,7,,,"3,011",Dummy,Dummy
55,Croatia,359173,,8174.0,,350402,,597,25.0,88018.0,2003.0,2110485.0,517187.0,"4,080,697 ",Europe,11,499,2,,,146,Dummy,Dummy
56,Georgia,358881,,5160.0,,344748,,8973,,90132.0,1296.0,5544625.0,1392512.0,"3,981,742 ",Asia,11,772,1,,,"2,254",Dummy,Dummy
57,Uruguay,354865,,5271.0,,323494,,26100,395.0,101815.0,1512.0,2664363.0,764438.0,"3,485,389 ",South America,10,661,1,,,"7,488",Dummy,Dummy
58,Costa Rica,350630,,4473.0,,272128,,74029,472.0,68228.0,870.0,1387706.0,270029.0,"5,139,107 ",North America,15,"1,149",4,,,"14,405",Dummy,Dummy
59,Kuwait,339032,,1870.0,,319885,,17277,204.0,78270.0,432.0,2837466.0,655068.0,"4,331,559 ",Asia,13,"2,316",2,,,"3,989",Dummy,Dummy
60,Azerbaijan,335493,,4962.0,,329550,,981,,32803.0,485.0,3675862.0,359407.0,"10,227,566 ",Asia,30,"2,061",3,,,96,Dummy,Dummy
61,Dominican Republic,316787,,3756.0,,258173,,54858,465.0,28922.0,343.0,1662425.0,151777.0,"10,953,094 ",North America,35,"2,916",7,,,"5,008",Dummy,Dummy
62,Palestine,312673,,3551.0,,306240,,2882,9.0,59949.0,681.0,1875964.0,359680.0,"5,215,647 ",Asia,17,"1,469",3,,,553,Dummy,Dummy
63,Denmark,291652,,2530.0,,284211,,4911,19.0,50181.0,435.0,65328313.0,11240332.0,"5,811,956 ",Europe,20,"2,297",0,,,845,Dummy,Dummy
64,Guatemala,280507,,8694.0,,253940,,17873,5.0,15383.0,477.0,1534801.0,84167.0,"18,235,251 ",North America,65,"2,097",12,,,980,Dummy,Dummy
65,Lithuania,278379,,4366.0,,265587,,8426,62.0,103665.0,1626.0,3678603.0,1369868.0,"2,685,370 ",Europe,10,615,1,,,"3,138",Dummy,Dummy
66,Egypt,277288,,15859.0,,205613,,55816,90.0,2661.0,152.0,2869589.0,27540.0,"104,196,048 ",Africa,376,"6,570",36,,,536,Dummy,Dummy
67,Ethiopia,275194,,4283.0,,254948,,15963,201.0,2338.0,36.0,2824993.0,24001.0,"117,705,404 ",Africa,428,"27,482",42,,,136,Dummy,Dummy
68,Ireland,269048,,4941.0,,252945,,11162,15.0,53906.0,990.0,4729538.0,947594.0,"4,991,102 ",Europe,19,"1,010",1,,,"2,236",Dummy,Dummy
69,Bahrain,262892,,1306.0,,253910,,7676,165.0,149511.0,743.0,4911205.0,2793074.0,"1,758,351 ",Asia,7,"1,346",0,,,"4,365",Dummy,Dummy
70,Venezuela,260740,,2958.0,,240933,,16849,287.0,9195.0,104.0,3359014.0,118451.0,"28,357,800 ",South America,109,"9,587",8,,,594,Dummy,Dummy
71,Slovenia,256982,,4412.0,,250970,,1600,34.0,123596.0,2122.0,1331834.0,640547.0,"2,079,215 ",Europe,8,471,2,,,770,Dummy,Dummy
72,Moldova,256140,,6170.0,,249177,,793,54.0,63639.0,1533.0,1212930.0,301359.0,"4,024,871 ",Europe,16,652,3,,,197,Dummy,Dummy
73,Honduras,253875,747.0,6766.0,7.0,91728,78,155381,542.0,25244.0,673.0,772087.0,76774.0,"10,056,678 ",North America,40,"1,486",13,74,0.7,"15,451",Dummy,Dummy
74,Oman,248043,,2710.0,,218841,,26492,414.0,47412.0,518.0,1550000.0,296274.0,"5,231,648 ",Asia,21,"1,930",3,,,"5,064",Dummy,Dummy
75,Sri Lanka,239689,,2581.0,,201389,,35719,,11148.0,120.0,3743577.0,174118.0,"21,500,189 ",Asia,90,"8,330",6,,,"1,661",Dummy,Dummy
