#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,40280881,5553.0,910303.0,200.0,33576693,"+2,248",5793885,11651.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,54094668,11298.0,759153.0,104.0,51358385,"+19,547",1977130,26713.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,31234815,2682.0,960478.0,98.0,28300614,"+2,514",1973723,31885.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,47344963,1623.0,1090157.0,60.0,44812039,"+6,606",1442767,9215.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,5179684,,136668.0,,4597977,,445039,2946.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,70917,8.0,1259.0,,67832,2,1826,10.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,178206649,21164.0,3858033.0,462.0,162714246,"+30,917",11634370,82420.0,22862.0,494.9,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34377592,,616440.0,,28641439,,5119713,4253.0,103278.0,1852.0,497400629.0,1494299.0,"332,865,530 ",North America,10,540,1,,,"15,381",Dummy,Dummy
2,India,29762793,829.0,383521.0,,28580647,"+7,626",798625,8944.0,21366.0,275.0,387167696.0,277936.0,"1,393,012,692 ",Asia,47,"3,632",4,0.6,,573,Dummy,Dummy
3,Brazil,17704041,,496172.0,,16077483,,1130386,8318.0,82726.0,2318.0,52714701.0,246320.0,"214,009,122 ",South America,12,431,4,,,"5,282",Dummy,Dummy
4,France,5749691,,110634.0,,5536263,,102794,1799.0,87899.0,1691.0,89931097.0,1374836.0,"65,412,256 ",Europe,11,591,1,,,"1,571",Dummy,Dummy
5,Turkey,5354153,,49012.0,,5219797,,85344,860.0,62836.0,575.0,57899862.0,679504.0,"85,208,965 ",Asia,16,"1,739",1,,,"1,002",Dummy,Dummy
6,Russia,5264047,,127992.0,,4839705,,296350,2300.0,36056.0,877.0,143900000.0,985653.0,"145,994,597 ",Europe,28,"1,141",1,,,"2,030",Dummy,Dummy
7,UK,4600623,,127945.0,,4296246,,176432,208.0,67430.0,1875.0,198844077.0,2914392.0,"68,228,318 ",Europe,15,533,0,,,"2,586",Dummy,Dummy
8,Italy,4249755,,127190.0,,4023957,,98608,444.0,70388.0,2107.0,69299685.0,1147795.0,"60,376,352 ",Europe,14,475,1,,,"1,633",Dummy,Dummy
9,Argentina,4222400,,87789.0,,3818346,,316265,7520.0,92610.0,1925.0,15613752.0,342456.0,"45,593,473 ",South America,11,519,3,,,"6,937",Dummy,Dummy
10,Colombia,3859824,,98156.0,,3589895,,171773,8155.0,75090.0,1910.0,18557906.0,361029.0,"51,402,759 ",South America,13,524,3,,,"3,342",Dummy,Dummy
11,Spain,3753228,,80634.0,,3540569,,132025,835.0,80245.0,1724.0,51240666.0,1095537.0,"46,772,181 ",Europe,12,580,1,,,"2,823",Dummy,Dummy
12,Germany,3727624,,90820.0,,3598100,"+3,400",38704,1210.0,44355.0,1081.0,63091197.0,750717.0,"84,041,229 ",Europe,23,925,1,,,461,Dummy,Dummy
13,Iran,3070426,,82619.0,,2708743,,279064,3329.0,36113.0,972.0,22069844.0,259575.0,"85,022,861 ",Asia,28,"1,029",4,,,"3,282",Dummy,Dummy
14,Poland,2878276,,74734.0,,2649535,,154007,253.0,76131.0,1977.0,16824919.0,445024.0,"37,806,763 ",Europe,13,506,2,,,"4,074",Dummy,Dummy
15,Mexico,2467643,4253.0,230792.0,168.0,1964300,"+2,148",272551,4798.0,18948.0,1772.0,7289606.0,55974.0,"130,231,293 ",North America,53,564,18,33,1,"2,093",Dummy,Dummy
16,Ukraine,2228192,967.0,51952.0,50.0,2147972,"+2,312",28268,177.0,51245.0,1195.0,10603856.0,243874.0,"43,480,918 ",Europe,20,837,4,22,1,650,Dummy,Dummy
17,Peru,2019716,,189757.0,,0,N/A,0,2527.0,60449.0,5679.0,13620937.0,407669.0,"33,411,723 ",South America,17,176,2,,,"3,271",Dummy,Dummy
18,Indonesia,1950276,,53753.0,,1771220,,125303,,7059.0,195.0,18326813.0,66330.0,"276,296,159 ",Asia,142,"5,140",15,,,454,Dummy,Dummy
19,South Africa,1786079,,58323.0,,1623319,,104437,546.0,29756.0,972.0,12383955.0,206313.0,"60,025,086 ",Africa,34,"1,029",5,,,"1,740",Dummy,Dummy
20,Netherlands,1676708,,17722.0,,1588597,,70389,229.0,97646.0,1032.0,14444249.0,841186.0,"17,171,292 ",Europe,10,969,1,,,"4,099",Dummy,Dummy
21,Czechia,1665818,163.0,30275.0,3.0,1631027,,4516,14.0,155277.0,2822.0,27431368.0,2556972.0,"10,728,067 ",Europe,6,354,0,15,0.3,421,Dummy,Dummy
22,Chile,1498231,,31140.0,,1426275,,40816,3302.0,77735.0,1616.0,16203876.0,840730.0,"19,273,580 ",South America,13,619,1,,,"2,118",Dummy,Dummy
23,Canada,1406253,,26012.0,,1366797,,13444,670.0,36949.0,683.0,35974549.0,945218.0,"38,059,518 ",North America,27,"1,463",1,,,353,Dummy,Dummy
24,Philippines,1339457,,23276.0,,1257774,,58407,1704.0,12070.0,210.0,14286064.0,128729.0,"110,978,111 ",Asia,83,"4,768",8,,,526,Dummy,Dummy
25,Iraq,1274629,,16811.0,,1188422,,69396,478.0,31024.0,409.0,11154463.0,271499.0,"41,084,726 ",Asia,32,"2,444",4,,,"1,689",Dummy,Dummy
26,Sweden,1084636,,14537.0,,1037169,,32930,83.0,106759.0,1431.0,10423085.0,1025925.0,"10,159,699 ",Europe,9,699,1,,,"3,241",Dummy,Dummy
27,Romania,1080070,,32115.0,,1044773,,3182,186.0,56506.0,1680.0,9492454.0,496619.0,"19,114,177 ",Europe,18,595,2,,,166,Dummy,Dummy
28,Belgium,1078251,493.0,25117.0,7.0,1007785,961,45349,247.0,92649.0,2158.0,14687400.0,1262016.0,"11,638,050 ",Europe,11,463,1,42,0.6,"3,897",Dummy,Dummy
29,Pakistan,946227,1043.0,21913.0,39.0,888505,"+1,410",35809,2413.0,4206.0,97.0,14026336.0,62341.0,"224,993,414 ",Asia,238,"10,268",16,5,0.2,159,Dummy,Dummy
30,Portugal,861628,,17057.0,,817754,,26817,88.0,84738.0,1677.0,12538601.0,1233129.0,"10,168,117 ",Europe,12,596,1,,,"2,637",Dummy,Dummy
31,Bangladesh,841087,,13345.0,,776466,,51276,1187.0,5059.0,80.0,6267657.0,37697.0,"166,262,445 ",Asia,198,"12,459",27,,,308,Dummy,Dummy
32,Israel,839747,,6428.0,,833061,,258,25.0,90044.0,689.0,14758111.0,1582470.0,"9,326,000 ",Asia,11,"1,451",1,,,28,Dummy,Dummy
33,Hungary,807322,,29948.0,,733907,,43467,45.0,83775.0,3108.0,6020027.0,624694.0,"9,636,763 ",Europe,12,322,2,,,"4,511",Dummy,Dummy
34,Japan,779338,,14269.0,,740213,,24856,763.0,6180.0,113.0,15625744.0,123911.0,"126,104,099 ",Asia,162,"8,838",8,,,197,Dummy,Dummy
35,Jordan,745366,,9635.0,,728886,,6845,540.0,72364.0,935.0,7628372.0,740601.0,"10,300,246 ",Asia,14,"1,069",1,,,665,Dummy,Dummy
36,Serbia,715442,,6985.0,,705066,,3391,16.0,82201.0,803.0,4311577.0,495383.0,"8,703,517 ",Europe,12,"1,246",2,,,390,Dummy,Dummy
37,Switzerland,701454,,10869.0,,672556,,18029,70.0,80485.0,1247.0,8058247.0,924604.0,"8,715,345 ",Europe,12,802,1,,,"2,069",Dummy,Dummy
38,Malaysia,678764,,4202.0,,608465,,66097,909.0,20717.0,128.0,13604929.0,415250.0,"32,763,264 ",Asia,48,"7,797",2,,,"2,017",Dummy,Dummy
39,Austria,649181,,10674.0,,635192,,3315,87.0,71687.0,1179.0,49693906.0,5487571.0,"9,055,720 ",Europe,14,848,0,,,366,Dummy,Dummy
40,Nepal,615984,,8597.0,,545662,,61725,,20784.0,290.0,3248010.0,109589.0,"29,638,098 ",Asia,48,"3,447",9,,,"2,083",Dummy,Dummy
41,UAE,606128,,1741.0,,585242,,19145,,60583.0,174.0,54259480.0,5423289.0,"10,004,903 ",Asia,17,"5,747",0,,,"1,914",Dummy,Dummy
42,Lebanon,543099,,7811.0,,528743,,6545,77.0,79914.0,1149.0,4599186.0,676745.0,"6,796,041 ",Asia,13,870,1,,,963,Dummy,Dummy
43,Morocco,525443,,9225.0,,512487,,3731,96.0,14076.0,247.0,6676312.0,178847.0,"37,329,788 ",Africa,71,"4,047",6,,,100,Dummy,Dummy
44,Saudi Arabia,470723,,7635.0,,452209,,10879,1533.0,13323.0,216.0,20712598.0,586213.0,"35,332,862 ",Asia,75,"4,628",2,,,308,Dummy,Dummy
45,Ecuador,442341,,21175.0,,407512,,13654,475.0,24712.0,1183.0,1483252.0,82865.0,"17,899,534 ",South America,40,845,12,,,763,Dummy,Dummy
46,Bulgaria,420859,,17980.0,,392452,,10427,215.0,61011.0,2607.0,3039261.0,440594.0,"6,898,094 ",Europe,16,384,2,,,"1,512",Dummy,Dummy
47,Greece,417253,,12488.0,,396317,,8448,321.0,40221.0,1204.0,10207626.0,983956.0,"10,374,071 ",Europe,25,831,1,,,814,Dummy,Dummy
