date,cases,active,death
2020-07-07,40509,,
2020-07-08,41545,,
2020-07-09,42984,,
2020-07-10,44113,,
2020-07-11,45565,,
2020-07-12,47200,,
2020-07-13,48187,,
2020-07-14,49250,,
2020-07-15,50867,,
2020-07-16,52218,,
2020-07-17,54156,,
2020-07-18,56102,,
2020-07-19,58138,,
2020-07-20,59582,,
2020-07-21,60991,,
2020-07-22,62357,,
2020-07-23,64135,,
2020-07-24,65252,,
2020-07-25,66456,,
2020-07-26,68281,,
2020-07-27,69429,,
2020-07-28,71811,,
2020-07-29,72327,,
2020-07-30,73534,,
2020-07-31,75234,,
2020-08-01,76789,,
2020-08-02,78793,,
2020-08-03,80153,,
2020-08-04,81846,,
2020-08-05,83361,,
2020-08-06,85141,,
2020-08-07,86423,,
2020-08-08,87891,,
2020-08-09,89055,,
2020-08-10,89999,,
2020-08-11,91635,,
2020-08-12,93328,,
2020-08-13,95071,,
2020-08-15,96459,,
2020-08-16,99146,,
2020-08-17,100344,,
2020-08-18,101223,,
2020-08-19,103019,,
2020-08-20,105050,,
2020-08-21,106065,,
2020-08-22,107435,,
2020-08-23,108427,,
2020-08-24,109149,,
2020-08-25,110148,,
2020-08-26,110999,,
2020-08-27,112094,,
2020-08-28,113129,,
2020-08-29,114409,,
2020-08-30,115354,,
2020-08-31,115968,,
2020-09-01,116598,,
2020-09-02,117267,,
2020-09-03,117928,,
2020-09-05,119580,,
2020-09-06,120241,,
2020-09-07,120769,,
2020-09-08,121604,,
2020-09-09,122308,,
2020-09-10,123345,,
2020-09-11,124205,,
2020-09-12,125172,,
2020-09-13,125982,,
2020-09-14,126791,,
2020-09-15,127619,,
2020-09-16,128286,,
2020-09-17,128872,,
2020-09-18,129419,,
2020-09-19,130051,,
2020-09-20,130470,,
2020-09-21,130676,,
2020-09-22,130986,,
2020-09-23,131453,,
2020-09-24,131990,,
2020-09-25,132618,,
2020-09-26,133222,,
2020-09-27,133592,,
2020-09-28,133901,,
2020-09-29,134308,,
2020-09-30,134641,,
2020-10-01,135311,,
2020-10-02,135716,,
2020-10-03,136219,,
2020-10-04,136569,,
2020-10-05,136868,,
2020-10-06,137107,,
2020-10-07,137468,,
2020-10-08,137706,,
2020-10-09,137969,,
2020-10-10,138226,,
2020-10-11,138463,,
2020-10-12,138574,,
2020-10-13,138695,,
2020-10-14,138922,,
2020-10-15,139141,,
2020-10-16,139319,,
2020-10-17,139562,,
2020-10-18,139710,,
2020-10-19,139771,,
2020-10-20,139890,,
2020-10-21,140037,,
2020-10-22,140228,,
2020-10-23,140445,,
2020-10-24,140612,,
2020-10-25,140779,,
2020-10-26,140853,,
2020-10-27,140952,,
2020-10-28,141124,,
